MODULE	p-value	size	members (name)	members (id)	This module overlaps with
module_1	0.00477326968973747	7	Deoxyuridine$5'-Deoxy-5-fluorouridine; Doxifluridine$Uridine$Xanthosine$5-Fluorodeoxyuridine; Floxuridine$Thymidine$dCDP	C00526,C12739,C00299,C01762,C11736,C00214,C00705	(4, 'Pyrimidine metabolism');(2, 'Drug metabolism - other enzymes');(1, 'Purine metabolism')
