SOURCE	TARGET	ENZYMES
hs_deg15	C00140	3.2.1.50
C00978	C00780	2.3.1.87;2.1.1.4
C00106	C12739	2.4.2.4
C00106	C11736	2.4.2.4
G10621	C00455	3.1.3.5
C05648	C00643	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C05648	C00780	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C12739	C16637	2.4.2.4
C12739	C00672	2.4.2.4
C12739	C00559	2.4.2.4
C12739	C05512	2.4.2.4
C12739	C00242	2.4.2.4
C12739	C00299	3.5.4.5
C12739	C11736	2.4.2.4
C12739	C06059	3.5.4.5
C12739	C00214	2.4.2.4
C12739	C00178	2.4.2.4
C12739	C07649	2.4.2.4
C12739	C16635	3.5.4.5
C12739	C00014	3.5.4.5
C12739	C00147	2.4.2.4
C12739	C00526	2.4.2.4;3.5.4.5
C12739	C11824	3.5.4.5
C12739	C00881	3.5.4.5
C12739	C00330	2.4.2.4
C12739	"D00584 cpd"	2.4.2.4;3.5.4.5
C12739	C00475	3.5.4.5
C12739	C00262	2.4.2.4
C00294	C00455	3.1.3.5
ksi_deg3	C00140	3.2.1.96
ksii_core2_deg4	C00140	3.2.1.52
C06212	C00780	2.1.1.49
G11112	C00645	5.1.3.14
C16637	C11736	2.4.2.4
C00043	C00645	;5.1.3.14;2.7.1.40
C05588	C00780	1.4.3.4
C00365	C11736	2.7.1.21
C00611	C00140	;2.4.1.90
C05827	C00780	1.4.3.4
G00109	C00140	3.2.1.52
C04737	C00140	;3.2.1.52
C07572	C00780	1.14.14.1;1.4.3.4
C05638	C00780	4.1.1.28;1.4.3.4
C04010	C00140	3.1.4.45
hs_deg24	C00140	3.2.1.50
ksi_deg14	C00140	3.2.1.52
C00672	C11736	2.4.2.4
C00706	C00780	1.4.3.4
hs_deg20	C00140	3.10.1.1;3.2.1.50
C00212	C00455	3.1.3.5
C05332	C00780	4.1.1.28;1.4.3.4
C00601	C00780	;1.4.3.4
C00559	C11736	2.4.2.4
C00559	C00455	3.1.3.5
C01598	C00643	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C01598	C00780	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
G00092	C00140	3.2.1.52
C04043	C00780	;1.4.3.4
