massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	204.0243	242.45	0.9864869862415857	-0.6504045279946822	
row2	127.123	203.48	0.9864869862415857	-0.49738063632944074	C7H14N2
row3	204.0866	356.04	0.9927964130279564	0.26964986862501017	C8H13NO5,C9H17NS2
row4	204.0978	318.46	0.9864869862415857	0.44567566735839775	C7H13N3O4
row5	204.0978	332.17	0.9864869862415857	0.6595325554934556	C7H13N3O4
row6	128.1264	203.22	0.9864869862415857	-0.7847934216589547	C7H14N2
row7	204.1423	28.59	0.9864869862415857	0.7179586311373615	C9H18N2O3
row8	165.9302	207.69	0.9864869862415857	-1.7459929839012287	
row9	204.9673	207.29	0.9864869862415857	-1.2484328744018591	
row10	205.0682	197.55	0.9864869862415857	-0.5577497029194619	
row11	205.0682	215.86	0.9864869862415857	1.3665018517988896	
row12	205.0818	355.22	0.9864869862415857	0.8441253391968349	C7H12N2O5,C7H12N2O5
row13	205.0818	372.75	0.9864869862415857	0.46759072290832926	C7H12N2O5,C7H12N2O5
row14	205.0971	166.16	0.9864869862415857	0.41432441811545795	C11H12N2O2
row15	130.0651	166.56	0.9864869862415857	0.5243322980314618	
row16	205.1182	261.58	0.9864869862415857	0.9636031253795394	C8H16N2O4
row17	205.9437	207.16	0.9902722789455802	0.3555483223880693	
row18	205.9437	213.6	0.9864869862415857	0.5267676414352865	
row19	205.9437	216.39	0.9864869862415857	-0.6492876738229256	
row20	166.9506	209.0	0.9864869862415857	-1.2858847692572817	
row21	131.0338	324.4	0.9864869862415857	0.5258318942270923	C5H6O4
row22	205.9956	256.7	0.9945927122472406	0.08749619028367717	
row23	131.0815	254.71	0.9864869862415857	0.8687412151529259	C3H7NO2
row24	167.0831	167.87	0.9864869862415857	0.6101714415608275	
row25	206.0716	197.55	0.9864869862415857	-0.6202019378590308	
row26	206.0716	215.86	0.9864869862415857	0.9647272301088885	
row27	206.1004	166.03	0.9864869862415857	0.44514788152650175	C11H12N2O2
row28	131.1179	273.04	0.9864869862415857	1.3647123521756643	C6H14N2O
row29	206.1216	261.58	0.9864869862415857	1.012151252452858	C8H16N2O4
row30	168.0655	47.5	0.9864869862415857	0.9099308187165154	C8H9NO3
row31	206.9695	1.44	0.9864869862415857	-1.0023478326857054	
row32	132.0655	251.56	0.9864869862415857	0.45245990651885293	
row33	132.0655	255.78	0.9864869862415857	0.5161272751901244	C5H9NO3
row34	132.0655	301.78	0.9864869862415857	0.7962130772217919	
row35	132.0768	259.45	0.9864869862415857	0.5929833217636791	C4H9N3O2
row36	132.0808	27.93	0.9864869862415857	2.0514134205415413	
row37	207.0798	243.37	0.9864869862415857	0.46385460167618947	C7H14N2O3S,C15H10O
row38	207.0975	300.86	0.9864869862415857	0.650595579243111	C7H14N2O5
row39	169.0844	173.25	0.9864869862415857	1.124769745909045	C4H12N4O
row40	207.9911	256.7	0.9945927122472406	0.06350408407726663	
row41	208.0694	197.81	0.9864869862415857	-0.4954914459265698	
row42	208.0694	217.3	0.9864869862415857	1.1243525831088836	
row43	169.9857	220.85	0.9864869862415857	0.44919147031738066	
row44	170.0599	166.03	0.9864869862415857	0.5362279813281292	
row45	208.1009	301.26	0.9864869862415857	0.48478911440469014	C7H14N2O5
row46	134.0188	256.57	0.9879685699279573	-0.3758040485358003	
row47	134.0812	33.32	0.9864869862415857	0.7543455141397274	C5H11NO3
row48	134.0812	41.72	0.9945927122472406	0.11728247274264937	C5H11NO3
row49	77.9273	209.53	0.9902722789455802	-0.35466545170962316	
row50	78.9562	206.64	0.9864869862415857	-1.6559088375849047	
row51	78.9562	213.07	0.9927964130279564	-0.32110451418230523	
row52	171.1015	25.18	0.9864869862415857	0.7848030752198781	
row53	80.9935	209.26	0.9864869862415857	-1.263440608951446	
row54	171.1379	25.7	0.9864869862415857	-2.2517543431574567	C10H18O2
row55	209.0727	198.07	0.9864869862415857	-0.6347490920650442	
row56	209.0727	217.17	0.9864869862415857	1.1683607418885755	
row57	81.9883	209.39	0.9864869862415857	-1.2202783623752091	
row58	136.0757	168.92	0.9927964130279564	0.29492742907544595	C8H9NO
row59	173.0709	27.01	0.9864869862415857	0.42211634837141676	C8H5NO
row60	210.1416	28.07	0.9864869862415857	1.558109575120408	C9H20O5
row61	84.9117	211.76	0.9945927122472406	0.20326680006286665	
row62	85.0289	325.05	0.9945927122472406	0.08484779961834912	
