SOURCE	TARGET	ENZYMES
G00118	C00015	2.4.1.92
C00140	C00015	;2.4.1.90
C00140	mn	3.2.1.25
C00140	C00611	;2.4.1.90
C00140	C00052	;2.4.1.90
fucfucgalacglcgalgluside_hs	C00325	2.4.1.65;2.4.1.69
CE2874	C00127	1.97.1.10
C00148	C01157	;1.5.1.12;1.14.11.1;6.1.1.15;1.14.11.2;3.4.11.5;1.5.1.2;5.1.1.4;2.8.3.5;1.14.11.8;1.5.99.8;1.2.1.24;1.3.5.1;1.14.11.18;1.14.11.4;1.14.11.16;6.2.1.4;6.2.1.5;1.3.99.1
ksi_pre3	C00015	2.4.1.149;2.4.1.38
ksi_pre3	C00052	2.4.1.38
CE6272	C00167	2.4.1.17
CE6272	C00015	2.4.1.17
C06131	C00325	2.4.1.65;2.4.1.69
C06131	C00015	2.4.1.37;2.4.1.40
C06131	C00052	2.4.1.37
G00058	C00015	2.4.1.40
C05299	C00167	2.4.1.17
C05299	C00015	2.4.1.17
C14858	C14864	2.5.1.18
C14858	C14865	;2.5.1.18
C04791	C00128	;2.4.99.10;2.4.99.6;2.4.99.7;2.4.99.4;2.4.99.3;2.4.99.1;2.4.99.8;2.4.99.9
C04791	C00611	;2.7.4.14;2.7.8.11;2.4.99.10;2.7.8.2;2.7.8.1;2.7.8.-;2.4.99.6;3.1.3.5;2.7.1.48;2.7.8.5;2.4.99.3;2.4.99.1;2.4.1.90;3.6.1.5;2.7.8.8;2.4.99.4;2.4.1.87;2.4.99.7;2.4.99.8;2.4.99.9
C02953	C04244	1.1.1.153
C02953	C03684	1.1.1.153
C02953	C00272	1.1.1.153
C02953	C00835	1.1.1.153
estroneglc	C00167	2.4.1.17
estroneglc	C00015	2.4.1.17
G00002	C00015	2.4.1.141
CE5653	C00167	2.4.1.17
CE5653	C00015	2.4.1.17
CN0014	C00167	2.4.1.17
CN0014	C00015	2.4.1.17
G00019	C00015	2.4.1.145;2.4.1.144
C00167	CE1925	;2.4.1.17
C00167	CE2887	;2.4.1.17
C00167	ha_pre1	2.4.1.212
C00167	CE2879	2.4.1.17
C00167	CE2886	;2.4.1.17
C00167	CN0010	2.4.1.17
C00167	C04825	2.4.1.135
C00167	C00190	4.1.1.35
C00167	CE2866	2.4.1.17
C00167	CE2306	2.4.1.17
C00167	C00468	2.4.1.17
C00167	CE2883	;2.4.1.17
C00167	CE2305	2.4.1.17
C00167	CE5757	2.4.1.17
C00167	C05787	2.4.1.17
C00167	C14869	2.4.1.17
C00167	C15575	2.4.1.225
C00167	C01829	;2.4.1.17
C00167	andrstrnglc	2.4.1.17
C00167	CE5756	2.4.1.17
C00167	C05503	2.4.1.17
C00167	CE2884	;2.4.1.17
C00167	C00191	
C00167	CE2615	2.4.1.17
C00167	CE2880	2.4.1.17
C00167	CE2882	;2.4.1.17
C00167	CN0003	2.4.1.226
C00167	C15577	2.4.1.226
C00167	C00951	2.4.1.17
C00167	ahandrostanglc	2.4.1.17
C00167	C07490	;2.4.1.17
C00167	C15578	2.4.1.226
C00167	C15576	2.4.1.225
C00167	CE2878	2.4.1.17
C00167	CE2872	;2.4.1.17
C00167	CE5854	2.4.1.17
C00167	CN0013	2.4.1.17
C00167	CE2956	2.4.1.17
C00167	CN0002	2.4.1.226
C00167	CE2952	;2.4.1.17
C00167	tststeroneglc	2.4.1.17
