massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	159.9856	227.56	0.03525598332293146	5.447131478978629	C8H5NO2S
row2	159.9914	206.68	0.5396806964058319	-0.8542015844455981	C4H4ClN3O2
row3	121.943	140.78	0.4046843926706871	1.1903008938731092	
row4	122.0213	219.81	0.11818690719651133	2.93079894411842	
row5	122.0213	226.24	0.026140347433608283	6.589408812378136	
row6	160.0607	170.45	0.5443057922671148	-0.8425890333183949	C6H13NO5
row7	160.0607	193.78	0.08340997530934925	-3.4751603934707607	C6H13NO5
row8	160.0799	293.59	0.014881496789068381	-10.071547898013815	
row9	122.06	53.66	0.22229783504153655	1.9935059477397614	
row10	122.06	70.53	0.3097375550023101	1.4851624731791915	
row11	122.0713	2.62	0.2486391004903717	1.7552265843965025	
row12	122.0713	5.67	0.30276940048431566	1.5172298371810018	
row13	122.0713	7.64	0.3133878494672259	1.4699161517596193	
row14	122.0713	8.69	0.22445949312856364	1.922936385386	
row15	122.0713	11.32	0.2322697808831551	1.8576195987982171	
row16	122.0713	19.88	0.3430374155005333	1.3709636703001962	
row17	122.0713	23.16	0.3055388968509689	1.5047790228447768	
row18	71.0127	301.08	0.7656532987737201	0.40882890987224185	
row19	73.0195	214.95	0.22784530080508628	1.8943268864306138	
row20	191.8657	1.7	0.8997717551964478	0.17938632532935017	
row21	160.9921	207.2	0.30522138057327053	-1.507011268427599	C7H7Cl
row22	123.0442	203.26	0.5960693882015693	0.7287193655263482	C5H5N3O
row23	161.0449	242.72	0.049434241554851426	4.44422874559333	C6H12O6,C6H10O5
row24	161.0449	245.47	0.030451883746627578	5.919249800955467	C6H12O6,C6H10O5
row25	161.056	314.86	0.03516592551120031	-5.472032965255633	C5H10N2O4,C3H7N5O3
row26	192.0297	126.67	0.9245001866980913	-0.13851025708574	C9H7NO4,C9H9NO5
row27	124.0063	218.23	0.06010703047628242	4.05657456989584	
row28	192.0522	143.14	0.29720392433508774	-1.5383967216736563	C7H9N5O3,C7H7N5O2
row29	161.8749	39.71	0.27748664420382657	1.6160270560229975	
row30	162.0592	315.0	0.07669739582417902	-3.625371942837201	C6H13NO2S,C6H13NO2S
row31	126.0021	218.23	0.0024067034960259088	22.124445829934558	C5H5NOS,C5H5NOS
row32	193.0348	307.77	0.5888346216681295	-0.748171299418863	C6H10O7
row33	126.904	29.86	0.19427642157674918	-2.2468204953741333	
row34	193.0504	61.57	0.38260806754836746	1.248593692332007	C10H12O5,C10H10O4
row35	163.0604	194.57	0.9629834287485746	-0.06525709857884995	C6H14O6,C6H12O5
row36	127.0028	162.14	0.309958264159162	-1.48389113798049	
row37	127.0028	163.59	0.4457703231310857	-1.074232790341237	
row38	127.0028	304.23	0.11011356169509373	3.0440237974142166	
row39	127.0028	305.28	0.17134168382238602	2.4165458498328882	
row40	193.0614	55.92	0.4206346134891285	1.1461284858573881	C9H10N2O3,C9H12N2O4,C7H7N5O2
row41	193.0614	507.53	0.5433140956679828	0.8470147571252399	C9H10N2O3,C9H12N2O4,C7H7N5O2
row42	193.0647	275.21	0.6022162226632459	-0.7163075156246193	
row43	127.0754	194.83	0.5830882414931171	0.7594367366350708	
row44	127.8692	1.7	0.2186674960151923	2.1054862452606815	
row45	82.9531	34.59	0.5697378718009825	-0.7865058543312821	
row46	163.8959	141.31	0.046898222489378916	4.637173804572025	
row47	163.8959	152.92	0.22229783504153655	1.9723670253584589	H2MoO4
row48	193.0976	11.84	0.22229783504153655	1.9790152419577	C10H16N2O3,C10H14N2O2
row49	193.0976	22.24	0.2524052606012649	1.7316908168527678	C10H16N2O3,C10H14N2O2
row50	193.0976	52.08	0.24212522603935396	1.8015735920707636	C10H16N2O3,C10H14N2O2
row51	193.0976	56.71	0.23401875032644762	1.8460673580314964	C10H16N2O3,C10H14N2O2
row52	193.0976	61.44	0.22229783504153655	1.9914658199229751	C10H16N2O3,C10H14N2O2
row53	193.8151	152.26	0.04616853495060695	4.681912238452007	
row54	164.8384	141.96	0.24235812747671784	1.7925884124654365	
row55	164.8384	152.4	0.06798806075929048	3.8112160116382525	
row56	128.9585	206.68	0.5488833603917345	-0.8309580952933228	CH2O5,C3H2N2S2
row57	128.9981	141.7	0.011113607609031266	12.005224709955389	C8H4O3
