	Pellets_1_HILICneg	Pellets_10_HILICneg	Pellets_11_HILICneg	Pellets_12_HILICneg	Pellets_13_HILICneg	Pellets_14_HILICneg	Pellets_15_HILICneg	Pellets_16_HILICneg	Pellets_17_HILICneg	Pellets_18_HILICneg	Pellets_19_HILICneg	Pellets_2_HILICneg	Pellets_20_HILICneg	Pellets_21_HILICneg	Pellets_22_HILICneg	Pellets_23_HILICneg	Pellets_24_HILICneg	Pellets_25_HILICneg	Pellets_26_HILICneg	Pellets_27_HILICneg	Pellets_28_HILICneg	Pellets_29_HILICneg	Pellets_3_HILICneg	Pellets_30_HILICneg	Pellets_31_HILICneg	Pellets_32_HILICneg	Pellets_33_HILICneg	Pellets_34_HILICneg	Pellets_35_HILICneg	Pellets_36_HILICneg	Pellets_37_HILICneg	Pellets_38_HILICneg	Pellets_39_HILICneg	Pellets_4_HILICneg	Pellets_40_HILICneg	Pellets_41_HILICneg	Pellets_42_HILICneg	Pellets_43_HILICneg	Pellets_44_HILICneg	Pellets_45_HILICneg	Pellets_46_HILICneg	Pellets_47_HILICneg	Pellets_48_HILICneg	Pellets_49_HILICneg	Pellets_5_HILICneg	Pellets_50_HILICneg	Pellets_51_HILICneg	Pellets_52_HILICneg	Pellets_53_HILICneg	Pellets_54_HILICneg	Pellets_6_HILICneg	Pellets_7_HILICneg	Pellets_8_HILICneg	Pellets_9_HILICneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
294	271038523.9680801	300238356.1447413	316911632.7823995	339512789.61910474	301187366.50079286	332377547.06862974	320171862.86600214	377040621.46553266	320249766.2712895	336455047.994268	4648126.378603233	241715676.56462544	7642773.480913126	8388789.060415182	7110159.289292638	8583878.88870813	5010222.0060482705	11670218.009362668	10610527.048731128	4816810.84214776	7521342.65272686	4547541.10216689	309798168.1214023	8135037.980301211	4608088.940234874	7934198.198510915	5706742.302749413	11155016.442371625	13015448.334987275	11504424.57062091	0.0	6285577.566257955	5951689.714132571	292222502.02667385	15843852.860581158	10349227.082553584	8963753.14718427	8383333.741919554	7880399.535183757	6091086.741136674	4562788.3189167315	8496613.437174913	10290473.61763673	2759945.6169046583	305736568.100714	2899898.5576627166	3413855.5690813754	5451538.8681101445	6218891.549737725	8209313.404046021	322404398.80071414	309462989.2999267	309296049.7540006	327706872.78602004	F3228	179.0554	282.3	280.72	283.88	2863.0	1972234660.0	1.0	1.0	12.0	58.0	0.9814814814814815	False
310	4022352.7859029914	3754348.335747694	2551296.922542068	2496596.8274115194	0.0	2774177.1957939873	3728255.0839157	58254.177951678095	2288287.668850403	299831.71045284194	2542200.057504111	4329004.914749975	4172928.273385135	7764545.171348825	7598414.7219886165	6040788.114311225	3384572.481832889	0.0	6504047.149247914	6674238.490420664	5373664.1992295915	2696214.1382071557	2539510.327284462	7707694.476030838	5187604.7232507495	5768734.747963457	594990.0258859978	196909.73908027651	8534946.672773233	7049711.534215591	5295780.425142921	1417719.652982184	2935257.2476318143	4421589.549763829	7936126.722467649	7132416.130208342	0.0	4615418.885229928	4308856.458072329	4496305.896830341	1912029.5388276302	2754284.018443117	2701842.426380234	5491001.636086688	4077504.495319155	5250408.822736752	5494231.711921352	0.0	5100730.794164755	2418541.4241556996	1980030.3780303001	671109.402754868	2404185.4357757797	3288308.876108531	F3364	179.8401	141.7	140.1	143.14	2872.0	240093024.0	1.0	0.97	46.0	52.0	0.9259259259259259	False
311	1567418.8586162373	1479414.6096481688	1489262.3475253324	1583673.1397628388	664252.969948387	1092614.005656776	1543116.6768620792	1793847.9511719109	1098268.3767030274	519272.5775402574	1161845.9092665666	2093173.3508861533	1505255.4116062755	4145901.04148219	3604423.8336907965	3015016.328093533	1679171.9367373595	5147939.486280304	2681679.9579072967	3011273.043179633	2414343.801748427	1315759.4988041052	1439756.3281337349	4409435.089127558	2445367.5408273158	4323434.966328866	972813.3560129724	247460.08318911455	3783756.363862525	3312759.8536935416	1883222.5541664602	656423.8200886741	1043540.0325794332	1752135.2875959487	5024949.951335603	3160874.559790651	0.0	1640766.3785418458	2278226.1218970865	3127873.6860548793	745852.8623756333	967574.394017395	551008.6167453666	2521101.2069323445	2032357.9658465039	2630677.769744597	2493361.3333482463	457400.08445192495	2905919.30010061	1704678.238319004	620795.341081568	655259.5957466427	1150434.8238036323	1213895.5608817816	F3367	179.8401	152.53	151.08	153.84	2872.0	131134145.0	0.97	0.96	33.0	55.0	0.9814814814814815	False
312	3104527.190161804	2974725.439429994	2662492.2084359983	2634529.914136585	1037330.9873998278	1690413.9360317965	2226650.8198474846	2341731.64849672	1785674.657724828	643483.7985874517	704695.1791531275	3170189.822550188	1620728.3737924942	1487587.3944910255	2074690.4433121078	2321700.966119277	955866.1671061973	1964455.0246524469	2176236.321097072	1861840.0791348922	647216.6032769174	450172.4891795668	2906345.78302074	1327628.6775953257	1311034.6542223531	373992.7770369816	1355504.598523023	1128756.6757328126	0.0	1629449.0859675366	1226932.6252407413	775808.104428456	530802.1536197448	2984497.551424072	0.0	1621665.5079054814	488952.49678384786	1480791.8331532252	1366811.973992762	1480377.78317586	99779.3542124409	867690.7263103318	566695.1136324243	1828559.8396956103	2354368.9688460953	1589672.9589864512	2236656.376145265	1381775.9631308368	1328809.5834166815	769212.3679638398	1141956.7977186856	2051722.2959115293	2630902.4156096466	2852210.854674552	F3372	139.0002	241.27	239.67	242.85	1541.0	133716081.0	0.93	0.86	51.0	58.0	0.9629629629629629	False
314	26371024.01825809	26516063.117143158	22101204.151788935	24289215.075993534	35801747.9754267	33254302.291870147	45768954.93265897	69821596.05324957	25946621.047010284	7695074.315134947	106897049.27559407	21927627.83793894	61107454.29836412	124295276.80467375	95742277.30694886	64752401.513416685	79667658.27822228	162566555.18289915	122421773.50577085	77907228.77297762	112104774.24106966	120770202.43113984	44341342.26424789	265256480.5977734	108622979.920296	112810545.41706212	96625698.50506656	201977521.34706274	117509002.108475	65237940.611494154	84680273.6010096	80841943.04716839	78446501.12170476	46974138.10501389	129349249.28194945	75908534.57669939	46146096.462536536	60505196.30351451	26638885.54715476	36740927.65089867	17349848.792264935	40011154.595212154	88516482.68618412	31477551.329644643	72438148.86859198	45806298.08918363	42274604.51772405	52583059.165853396	52115933.23432162	30382196.447851405	43350907.45492893	24125208.13281545	20634967.520423096	24036606.01959814	F3386	179.8819	367.18	365.61	368.76	2876.0	1728889633.0	1.0	1.0	1409.0	62.0	1.0	False
320	0.0	3980723.480876734	4466352.917191508	4429723.97180664	848035.599760796	2080084.7537862358	5903465.956078195	4721052.384295593	2195945.895784941	3842154.934335461	6753198.121469151	5601096.880874118	4649595.000198668	14197097.642668419	7954549.6618313715	9062520.423052343	6506497.511881773	17085364.07103819	18233373.78486138	12569170.154791055	18164334.35713502	3152684.652490769	6345753.8398607345	13785800.580106022	7497375.18731475	7854133.663882989	10304293.268414162	5920824.75482568	5550952.412922123	7765990.471025553	8255377.60824684	7095951.357664941	12850438.189714273	6641478.765984438	17358824.513838626	13990300.219954891	2936119.649532155	5902818.412107087	9302146.839186504	0.0	17338960.94075875	11881873.427194979	13178415.802058134	16422783.996282687	6312335.653340816	14270778.596781852	0.0	17674216.326617554	10675682.38380709	15975582.95642386	7586418.669869036	2233638.893633577	1231430.4027482788	4614802.655768586	F3425	213.8832	41.28	39.71	41.55	4243.0	540727157.0	0.89	0.9	566.0	58.0	0.9444444444444444	False
321	118310.84331905704	2669178.0605864134	3158814.3821821096	3433680.460792018	965847.8386307495	1407820.7149678525	3814193.505441084	3374433.683500453	1597951.374892346	2508806.326001741	4758277.015083015	2779773.3731981628	3418308.8560776436	9029830.890986964	5682562.422513615	7162661.079404727	5940283.962336217	10635620.065583797	8654247.309780005	9231891.061834289	11091738.35157741	3401376.2586525436	4251245.707445394	10107654.809431143	5700407.39181704	8103997.045909729	6192782.334754525	5025758.581923838	4273257.372704235	5748020.523359387	5382448.960245185	5067527.795218618	7392468.302042533	4300145.446219669	11917968.791660469	9792421.147856867	2978550.384804139	5252629.695546799	6522437.2523940485	16101900.588955376	8248039.941107862	7528877.097746642	8552198.094220543	9261106.890751472	3622056.779620397	8176957.946480803	17448989.19460283	8949958.98824867	6284753.788174635	7475304.131167077	4988781.589063317	2079419.8700486037	2133108.83862914	3079124.2551790266	F3426	213.8832	41.94	41.55	42.73	4243.0	375229624.0	0.89	0.81	543.0	61.0	1.0	False
322	2253990.676668246	4072524.0031773993	4152307.7764023147	6296114.49943779	1596347.0425845773	1853857.1642032685	4832376.610944418	5553074.457711286	2428150.513365867	2009051.250348775	7235441.602492677	5473734.988744415	4984564.662294446	16839138.731596183	8762700.55081805	11901813.031509735	10535163.643302258	17955873.4722295	14446147.322145939	17651574.094469246	18898158.710329138	6160641.713296268	7304956.581400862	16297864.595497794	6646315.349168887	14361916.106938196	20044753.061052654	8977805.893166777	5180595.463943554	8188089.149448247	7520418.952134242	8101445.35048471	15989293.296526471	8434235.590583177	24120263.99783212	16316514.018596722	5132458.82763802	11495754.677444069	13084186.555651564	12518847.463614	19525049.41899126	13801233.390013613	12798953.479693731	17516496.892359722	6822904.9617048055	14480288.358176095	9960009.508180626	18538752.31252714	12763598.58416908	16334269.448372548	5443453.299443618	3169806.5778825236	4331868.982612968	5529270.353981484	F3427	213.8832	43.52	42.73	45.09	4243.0	666459252.0	0.89	0.93	535.0	61.0	1.0	False
350	860130225.1663207	958977987.6247576	1030216848.7573941	1070793610.6556036	640880573.2215483	507093816.74334735	556540050.6955202	564762483.6749996	561344228.5631106	773276813.5882399	992671516.224055	925878470.9600463	960446111.2742848	967814847.0274539	940713734.656996	957799908.9750544	768335340.2781591	852700026.134486	950248025.223149	830367082.4326614	814967867.3630652	1049032159.1644326	834899309.3582582	715308061.0213575	801584560.5789877	901766002.594328	831008299.9375144	631276989.5272077	970461104.0967103	883674451.390831	848628278.6696024	861957946.2361712	727941531.9424595	476476871.61217874	1009847214.8156415	733962800.6083755	720678831.980634	790467575.9183775	547884981.6090138	617604136.6283718	488797534.5817016	474094448.80038154	606513459.8344885	800004543.7504038	348566994.8608768	695223662.0304403	839010674.4981242	536122027.6860081	468689962.1012805	661829625.4186004	517692272.3018049	930451098.6752499	874217694.4984224	794971619.155363	F3627	214.0482	298.85	297.27	300.42	4264.0	1820434343.0	1.0	0.99	55.0	59.0	1.0	False
371	5449436.494825364	6331870.376097009	7867316.53870313	7516512.600703219	4641544.2835934125	3195109.1506047635	3715036.3037944906	3946045.8833866604	3523402.4575298787	6261434.302417583	7002503.998474576	6338641.325424019	6585520.772789178	4907446.728801708	7030804.84271879	6584439.653387506	5852775.080485024	5840336.759158584	7831519.411107022	6333055.873087615	0.0	8830236.61813266	5596226.671514606	4809142.031043383	4397856.393552687	6352602.785187072	6144365.953986639	4132850.4069381356	6464967.663733987	6757759.686435296	5793792.163989194	7121289.450149519	5339399.042478539	2247805.236283304	7470824.638390691	5580711.276054546	4422356.003745536	5148155.999057876	3521948.7756263404	4130386.910995992	0.0	0.0	2001954.5095854965	5619408.802827923	2001454.7808713445	4307420.274619189	6365468.316078269	3598964.5988724018	2823934.695703328	4393803.9845987335	3646169.6394213005	7426123.976415006	6554060.4728737315	4453507.839214596	F3879	140.0108	298.71	297.14	300.29	1563.0	385703627.0	1.0	0.97	21274.0	56.0	0.9444444444444444	False
387	2635518.079499152	2950135.260090413	1785307.5965441205	2004223.2562549517	4185773.92432675	3569016.6699581933	4821749.158998753	7926577.720123093	2681430.3474422274	0.0	12878698.19791195	1831767.8829429408	6141025.38124954	13293280.50735551	7081115.125899369	7291188.051557804	9712464.810213206	17811628.90221711	13217085.404084664	7192894.310322035	12460296.061232068	13260063.134179858	5158276.426456089	28385915.531104166	12516620.38034142	12711371.861345552	10213246.825694878	22284342.307964887	11545666.582786046	6395691.465914834	8735162.296593957	8959120.598200032	8558067.111662263	5280280.625533452	14196740.851795195	7124437.823499572	4110824.1340817166	6372281.412938011	1863394.6791287228	3997050.622108222	0.0	4627775.926836022	9533550.453948876	2253510.0200884617	8125128.841568824	4807696.811729314	4276155.130341784	5044580.206851234	5762553.048948675	2399105.500782413	4884287.9595432915	2347629.322368018	1743689.6474534748	0.0	F4028	180.8821	367.18	365.61	368.76	2905.0	430766540.0	1.0	0.99	12052.0	56.0	0.9444444444444444	False
412	46502735.901486225	51109463.7106289	54624712.26096411	57819437.5691737	33402494.917237077	25362580.55615143	27934120.040240508	30610916.632283885	28906521.086223107	41255141.76468941	49881200.24779257	50071204.08970811	50939533.762345195	51929723.30635729	50097378.81615469	48941155.737518504	41029608.075924784	44931840.41550366	47364143.66197453	43573326.626678385	40943232.871763825	55551432.188578025	44754382.32325484	36403558.75376935	41615725.06162077	47055506.38513304	43569844.921547815	32105838.48709769	52940501.86907217	44490590.76396874	44053101.00201237	46963841.65569362	38305605.73290913	24869295.79091894	52308962.628429	39066463.26851369	37394187.56353172	40158131.92393313	30245996.94553951	32027624.215661015	25298622.68548444	25812104.860414114	31840984.60324362	43226447.48396765	17532012.237614956	35529407.0249718	39194868.26602381	28259927.95252395	23915536.39803827	34645621.7322963	25388015.241468858	49423451.51488205	46484536.9692109	42803410.30209639	F4209	215.0514	298.98	297.4	300.55	4315.0	1801101666.0	1.0	0.99	35000.0	59.0	1.0	False
420	43643890.45341884	41385276.79422103	45055579.40625493	37829226.99693448	68066471.06544907	48765367.68378209	55658342.49826189	54510071.700042844	55303200.8593033	86255983.3810987	14376220.735318158	44433161.362854116	15693804.483425882	12835066.144341497	11930215.43119838	12818683.052117612	9358427.970359044	4075006.2116519567	5599671.094196262	10176067.913349476	0.0	12641290.905256012	37725704.39724516	3217312.2221983834	4622659.426167896	6144097.954058413	6360472.123200969	4103822.10916074	8710648.117168577	7525606.312723464	13832113.372636104	12941342.119897889	11677329.123203767	30648469.82573196	11662520.478677168	10219004.870826488	11759663.812486624	13422037.132967869	10927485.210308673	12135077.374429008	19292041.806015167	14967483.266438121	11484227.29777614	13160178.353774497	26084239.51084017	11040931.140501907	12065633.301551035	13291033.98612425	14542562.767860873	38147595.17378078	37877212.32889879	66272975.4071251	59335403.23152948	41058013.40020658	F4351	215.1034	288.87	287.29	290.44	4322.0	1891955948.0	0.88	0.99	34.0	56.0	0.9814814814814815	False
426	569389.8235806449	249625.57681397206	286062.50246900384	469706.32546629227	620468.5669114492	365018.23120901786	394627.6872910302	367218.2275107074	415030.142252521	506346.86649748025	938560.2983802395	703052.4344942999	150739.61304392703	1048414.5990905301	573673.70822386	576112.4705065679	895471.4558066182	368675.67771577736	474220.8784359099	646863.208447978	1089950.5374319218	750458.7379204942	339833.7465125412	410130.4658132211	588525.749302255	654091.3301289633	547599.5373499724	722718.6370708657	526195.6157155428	1285646.7277429749	1348402.457425149	554116.475960273	964015.583046879	604645.8769276621	965973.8318198818	523705.9177684036	1255538.1084031167	884004.9916199467	789597.4644881097	810156.7256002801	978978.2291980135	746936.5568626733	922424.5042607551	370644.5920751599	400754.6422800734	654845.4664256356	574727.5104145289	1909805.7928789943	273411.5691594647	870735.0074122989	409832.948370737	508728.38799520314	429636.4115800778	433830.17848215415	F4418	93.0335	33.8	32.22	35.38	493.0	144890137.0	0.79	0.93	23.0	62.0	1.0	False
432	5501240.24638627	3894971.6858485932	3503359.9716897192	3981215.5075075547	3043285.4370572963	1551366.0248881527	4647528.886050989	2155654.3515880085	2526714.9833333995	4124055.5983811105	11770429.359840574	4199810.453336825	15945928.445415696	12191495.30892834	11485085.914972449	11871992.056620818	6139107.906854563	212821.04034451302	2095130.7704813636	5261192.852740269	2058128.7073866013	8309397.16506829	4134336.01527774	2619208.2971940977	5849850.366609765	3285802.6410204335	3012392.210176264	3274396.4659180027	4288060.53624065	3255397.750123263	7108299.700673323	7221154.103745853	5248037.634923679	712490.562695231	6476261.552843829	5408653.865025567	8128128.088910844	12502689.786170483	8802834.853060097	10195953.880655672	11066782.854888376	14536442.54209605	24217763.616615877	9705258.314420404	793616.4149946222	4937175.632876176	10814211.261272505	79015.0075331892	14039982.366145458	16632925.318268012	954741.3007360131	3695996.0868592095	3847160.2743876977	4174106.4632929014	F4538	215.1397	172.81	171.23	174.39	4326.0	410441873.0	1.0	0.98	19.0	58.0	1.0	False
436	326570174.3536899	333153785.50907505	249754019.8993801	236495315.24811885	183732577.96644828	209116677.31544468	247173266.80340967	94066985.27784745	212292422.50533417	186888299.81196004	180443862.07772037	320411685.3614924	269117718.2814039	286585775.46978587	412144960.4527115	416237942.7969046	255305032.93449125	144085165.72205123	180627317.87372652	237187411.2531801	97869574.6630559	198739937.29025897	319604064.6614811	5577053.301461069	78569190.58311398	167555740.377016	191062859.55933303	168013058.10928178	237579315.84633154	143096186.16233397	170180307.13949078	202540580.2303718	205704510.52884606	266795303.7621648	416053473.91688013	320093120.3102093	272255627.96340376	389556839.2482747	373396151.94911927	325576990.0563531	319259477.3419464	313087099.8979893	333712499.1133326	275523971.0668189	234172712.23404586	348433416.0248099	317822189.9550249	349978576.06089115	435490503.5610858	390913126.16123945	183691461.30077186	267409797.73096442	267234898.33829337	323951271.10220176	F4560	181.071	194.57	192.99	196.14	2928.0	1990224969.0	0.88	0.98	19.0	59.0	1.0	False
442	4893953.62848949	4933820.359650139	4277089.832687796	3521887.6289175414	0.0	5586569.995847422	4184051.4077168624	288418.7268801257	4854782.857642807	3188284.017956105	10658049.307566218	5132280.931431446	8267731.588805175	9350513.003465293	10426867.802321443	8913778.865102451	9281994.393615196	0.0	9252640.842252351	8908264.26399254	12024571.429690449	8147871.34475275	3437324.0373386126	9711016.848705584	9713038.157233197	6808221.183173855	11157943.091120323	8322035.224394875	11475435.906517707	11023725.934544602	12048003.36757299	6604954.922495744	8669879.221380295	6946858.767915075	11752948.206403224	8486777.816818554	10916644.15994832	10343621.285882333	7589184.386452912	7013075.495061837	10070248.597698627	6359410.474055572	10112065.825949024	9002261.440737141	4982586.328445009	5943188.568208334	7681457.969545111	0.0	4989923.960755041	6156623.348133327	4882651.21197847	2052771.2158755057	3363661.0996462572	4874213.841457108	F4620	215.8604	142.36	140.78	143.8	4332.0	448545554.0	0.94	0.88	25.0	55.0	0.9444444444444444	False
443	2105140.4661168735	2663395.9917610884	2452924.3155531012	2554679.331948218	2651600.9484261177	2949431.214646737	1413632.5492155934	2697871.037800401	2816009.458604704	2492744.290774216	6176982.640816069	1801254.4332245642	6709664.65546201	4637791.289076627	4869526.295605155	4954463.195952084	4779114.434805186	6636908.3629591605	6840207.977793955	5630014.886347982	6457762.592677221	5511770.37660547	1885907.5851235176	5108946.490428573	6234274.136905273	5188742.555386532	5555479.927165877	4305960.286145223	5921962.901298346	7304217.612832618	5668955.114077368	5731018.007294639	4807410.119552094	2859417.2192246704	7921502.341611804	4694668.9525850415	5514687.116021347	4799595.818957913	4082573.726833955	4468298.029089872	4911313.428271692	3462507.098663715	5902522.036755246	5252427.565582452	2143119.431987353	3807877.814529374	4434609.1026360085	1640452.8202544306	2248427.4359865687	3435469.3058423405	2137497.5715471357	2271964.1707193665	2336546.244039186	1605102.1456678822	F4621	215.8604	152.13	150.82	153.71	4332.0	270480241.0	0.73	0.91	16.0	58.0	1.0	False
451	2999491.954710737	3160600.281107172	2594993.7520903894	2259552.0059416555	0.0	2015196.4673123239	2826671.724892109	52801.42511836332	1686305.2231428276	0.0	2076495.035744791	3266451.0174096357	3548732.418122472	6545261.548272947	5670571.682708738	4964165.251221787	1679126.7657120712	0.0	5722628.617017055	5290854.89693517	3787076.306181901	1686108.0730596904	1868643.6396093098	6953821.074295497	3688610.2173230737	4867285.451396469	6527647.174101508	5705934.771973093	6086669.006066374	5098077.449081442	3536143.7660958325	1306861.3281691829	2467169.456999	3690679.857206051	6352177.212571581	5198422.315458967	373046.8255814304	3177967.3321635313	3283514.8191382256	3087655.3871674305	0.0	1892700.3388113508	0.0	3125558.834426762	3208091.817325179	3726402.231605013	0.0	0.0	3489085.8722796557	0.0	765519.9550360197	584010.2295308622	1887356.3266493275	2754144.10609083	F4704	181.8368	141.83	140.23	143.28	2933.0	187044253.0	1.0	0.98	458.0	48.0	0.8518518518518519	False
454	1129184.19208151	1523126.2355917324	1180751.9395757816	1069797.5919806848	171561.01866960406	904418.4628684561	1615208.1334795498	1476251.5799916638	552182.9068657177	0.0	1183528.8565576824	1477629.7246613933	1151400.406328236	4185540.028129581	3093768.5993131027	2371596.7896916624	869416.1781268809	3601178.206067625	1649152.1398908289	1661577.7579180566	1458001.2944232048	926946.7366324952	1162045.4721106575	3371854.630841404	1741939.9366768184	3935886.3298706147	2945600.535020251	3781023.013914539	3382919.811739642	2053493.3540311437	853547.0408962023	859545.5792622837	532783.0768234108	1879995.3547198079	2663754.4198765717	1935512.0914940105	0.0	1162198.1959420885	1245115.7141994927	837177.253553656	0.0	234889.0333118219	0.0	1378230.3940693974	1671449.4654429858	1902525.6130725613	0.0	0.0	2489926.3352494678	0.0	473039.82880574523	418020.63015164726	737937.028272641	1041434.7420469576	F4707	181.8368	152.13	150.69	153.45	2933.0	95265965.0	1.0	0.97	162.0	49.0	0.8703703703703703	False
466	732138.835647756	2074764.1046838881	1214428.0961272677	168728.32489961587	2554631.465174629	1914739.465585815	0.0	0.0	2572617.871996899	0.0	23494699.338925514	330254.52707857924	4326392.761482707	1970142.5335633282	1055986.895241438	2941252.330660771	9530417.174389187	7892277.2186488295	962757.1234678677	6206604.172000201	6299815.747873035	13464168.776827583	116674.07690477604	596556.9801924475	3396056.028834994	1011559.6245752074	4018818.7639374393	0.0	784848.363310105	612284.1646764876	9147751.915907722	13959234.096416911	5285530.423647318	2859325.636310686	8193815.692958489	6248180.578692029	1660125.4870143908	4807297.405558058	1035341.6165835368	500801.4488287064	660184.5062718474	8522762.506965803	16337402.321602838	5510239.60472447	677962.943624541	882601.7875868557	1662845.7700188768	4190795.213318027	201557.120558938	10809098.680673985	8223741.308959633	4850774.041649069	434886.2324686445	144149.99735012368	F4785	181.9853	277.97	276.39	279.28	2945.0	230061489.0	0.8	0.97	27.0	52.0	0.9259259259259259	False
491	8092515.414885355	10318184.249522308	10860641.650450977	12334870.278504197	6377770.187008475	4506817.538957825	5639359.349658386	5947355.431789635	4876477.09095576	8042216.252682157	10248303.964878447	9254589.207859933	11037472.689739464	11030005.058528317	10988539.817292172	10550188.604256151	8687705.476119446	8730385.289300371	10179668.777323944	9274461.207216555	9108558.224709827	11496779.205955992	8653451.26437975	7353226.493070031	8634583.098760609	10464862.43911371	9755740.690317946	5131894.159727433	10534788.570837514	9875855.372103337	8740374.25675684	9322399.66092752	7435414.082568054	4421243.856511043	11648600.68609866	7878011.066676522	7592406.525915262	9655386.795706132	5807359.8525628755	6497408.658398658	5106555.144447609	4899221.153448195	6062644.317908157	8987279.533460949	2397895.334840054	7419348.6635418385	8524737.566826222	4873646.726192685	4921533.52281585	6590934.15222856	3811668.036717557	9816642.56866413	9447369.92463828	7508998.928721833	F4987	216.0513	298.98	297.4	300.42	4358.0	591381197.0	1.0	0.98	1073.0	60.0	1.0	False
498	4141766.5716363485	5147413.775857514	3808307.822046279	3768201.3826996987	3235807.602874474	5881579.120914924	5472737.950112835	5856145.802745924	0.0	2873216.7807573127	3147747.1429779218	3395716.863140583	2843241.488819231	4490121.526216446	2607773.9583369796	3288872.047928243	2290158.376255423	2547596.0672487533	3318060.988676693	3058725.1392071457	3377223.1937146075	2779471.327267583	0.0	2178538.7810488623	3211296.3188770176	2805850.4900966785	3482330.869573762	4059229.629951558	4459972.586254378	2652628.3932131487	2643996.9411244877	2714035.605678954	2451340.9089777153	5940419.298834703	3298191.083322979	3408324.253968479	2884992.1870720396	4355326.923479596	2871169.8833364504	3779372.8065876006	2222343.0384766366	2713811.3032323667	3832574.1399284475	3381903.8993986063	2836871.8035743344	3457483.608249227	4904554.324219107	2786011.197649367	2457388.0303118904	2086123.296655328	4350152.77960372	2674959.8384097335	3427292.4933656314	3191903.956527392	F5015	142.9432	206.94	205.36	208.52	1631.0	256573668.0	0.85	0.85	48.0	58.0	0.9629629629629629	False
504	18363407.823594138	16431265.093971526	16253081.034675963	13174482.373178756	15859824.732209995	13720325.979581172	14070379.803073868	16139583.85215724	14896090.609263003	24219044.912609592	71797968.89594987	19288347.725205254	78050460.23732038	59656926.84956429	57190236.03858355	63995259.61257031	42294714.031666555	25902932.337722022	31134898.27355579	64790927.7423064	29344747.950767394	73400641.13682187	15603030.995588897	26132564.92579058	37921466.84925021	34486995.67508129	37731147.08118955	32247106.37630847	53034621.46592585	48327954.817720845	90216763.88624161	77142909.9471163	59911811.730695575	7298267.568474174	72635092.2169995	59934256.20156685	62436190.14319185	94877789.17811698	97512728.10314119	95818690.14015055	117533342.96371	124165512.87696089	150777156.02352518	107666156.56764263	6004358.194561716	81331889.3069158	96573667.38315767	107022729.31755662	106877766.86476871	204712409.0472431	7825013.671992449	23359616.536501408	18096599.52180165	14933348.413908998	F5119	216.0986	307.64	306.07	309.22	4365.0	921398313.0	0.94	0.99	16.0	59.0	1.0	False
509	5810721.378200432	7781660.573002029	8720356.668716379	9539790.717862	6165835.708080915	6473655.527190675	6370147.124080195	7554176.368175243	7037429.84467051	7170706.037302956	443828.7914823164	6807388.678998807	3971029.8732773783	347272.48491110135	690685.0145539755	542421.8524788361	419030.59182147775	581505.929962453	846941.3624144957	532974.590639784	1060328.8689472545	226476.09733656977	7600880.347171014	745387.4917632815	2385761.8026958695	435033.811380217	451496.48495700257	1082073.3480240386	1741691.0006796294	1086691.0589716127	252069.77689783863	372476.423322408	332202.2092890508	6921714.743375655	1904131.4534492893	346155.7842392718	225722.0492698293	1056236.389026606	457833.2734388965	962518.0648455466	193614.57211814632	335495.4889579533	465398.1452751646	1182463.8132235869	6515180.8026811965	337053.68439267605	3925001.970591202	343210.00603166287	237588.86892817626	351995.9126895998	6969641.793944229	8624503.56683106	9233793.973786643	9075508.69099741	F5158	182.0454	33.93	32.36	35.38	2956.0	367266674.0	0.79	0.96	19.0	61.0	1.0	False
520	20590261.511282448	20233162.553763274	15479506.924953777	13955157.39887857	11468764.281279529	13210839.833346626	14731741.818537317	6007529.508365846	12484357.878407897	12010238.951464148	9800108.679777827	19579258.89706794	16329548.109830923	17158182.60297802	24390937.031047206	25930602.28679016	16061759.800668553	8059854.001521947	10712251.618339347	13880986.2721004	6146436.494813506	11382862.541005222	18706185.557373717	92718.36594684288	4350304.765656806	8998297.334869899	11364862.807427239	9735967.57227827	13010917.506538475	7658955.715078153	9641386.982591756	11728961.726201013	12982424.386193164	16189413.541676234	24203088.182868652	20194466.612005122	16158445.190728739	23957087.617554206	23799513.28060995	20010401.642258156	20030437.249183446	18531367.339966033	20143674.89916138	15512084.799200745	14421876.10825799	21228580.034667034	18654233.15093077	20336694.89697476	26690100.262923755	23568101.694896773	10992488.790480431	16730611.744014056	16087036.684679365	19821814.839687124	F5309	182.0745	194.57	192.99	196.14	2961.0	1149048642.0	0.88	0.97	311.0	58.0	1.0	False
