	Pellets_1_HILICneg	Pellets_10_HILICneg	Pellets_11_HILICneg	Pellets_12_HILICneg	Pellets_13_HILICneg	Pellets_14_HILICneg	Pellets_15_HILICneg	Pellets_16_HILICneg	Pellets_17_HILICneg	Pellets_18_HILICneg	Pellets_19_HILICneg	Pellets_2_HILICneg	Pellets_20_HILICneg	Pellets_21_HILICneg	Pellets_22_HILICneg	Pellets_23_HILICneg	Pellets_24_HILICneg	Pellets_25_HILICneg	Pellets_26_HILICneg	Pellets_27_HILICneg	Pellets_28_HILICneg	Pellets_29_HILICneg	Pellets_3_HILICneg	Pellets_30_HILICneg	Pellets_31_HILICneg	Pellets_32_HILICneg	Pellets_33_HILICneg	Pellets_34_HILICneg	Pellets_35_HILICneg	Pellets_36_HILICneg	Pellets_37_HILICneg	Pellets_38_HILICneg	Pellets_39_HILICneg	Pellets_4_HILICneg	Pellets_40_HILICneg	Pellets_41_HILICneg	Pellets_42_HILICneg	Pellets_43_HILICneg	Pellets_44_HILICneg	Pellets_45_HILICneg	Pellets_46_HILICneg	Pellets_47_HILICneg	Pellets_48_HILICneg	Pellets_49_HILICneg	Pellets_5_HILICneg	Pellets_50_HILICneg	Pellets_51_HILICneg	Pellets_52_HILICneg	Pellets_53_HILICneg	Pellets_54_HILICneg	Pellets_6_HILICneg	Pellets_7_HILICneg	Pellets_8_HILICneg	Pellets_9_HILICneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
5769	5341705.071306282	3321479.245211319	2119961.462974868	0.0	0.0	2752975.5859424267	3520079.6035677646	483399.1775044252	1919231.2987557796	1821938.5462107928	30607744.186700437	2392032.162693582	26705853.31716373	38880848.788124524	48253522.436715744	25477325.188319996	22412867.9350692	1512539.063678783	8744586.074423185	20564679.51932505	10737438.14242405	14976346.04042858	3089615.438451911	0.0	9580015.773101233	5003839.558034097	16965483.187081616	8634605.225186838	14221497.878288547	15900146.891902601	26850517.610381182	13089189.013804883	17239907.222696725	639615.7162174545	17500356.59699746	16551319.70316349	21556646.853735127	29291850.096550506	17550235.340616718	11656461.450616283	27808546.89224318	21366837.14991416	52818559.297778554	26948187.987468317	0.0	19572333.343347624	19024016.918164257	22853546.474943653	24491877.586247575	27260528.89722945	0.0	2540840.997263127	3042188.821120378	4310288.6866417	F38053	387.2083	194.43	192.86	196.01	12373.0	802360362.0	1.0	0.99	315.0	52.0	0.9074074074074074	False
5771	5587338.358775284	5854835.297458433	4949669.859400851	6203602.070139816	5500184.938556339	4881332.580524149	5748808.549409885	6724529.191302625	4822802.264084541	3897391.70837152	1148403.6246253627	5825995.962543892	1297058.3351762572	687497.6673794247	1021896.4782370365	1060630.487917418	2243005.078299112	3402115.14160289	3190743.5139154894	1166561.4677782457	1639929.9864120025	610969.0154301546	6317496.0161463665	1230303.5624376351	985850.6832981154	0.0	2681451.796759307	1532088.9879044185	1003418.3062859552	1087305.8871586989	1932777.0515096209	1997687.1551623223	1879058.342447573	6901992.8143141745	2715823.8274996285	2054329.1259761974	1214781.2422984908	406378.2448040659	1284677.2828097048	0.0	274592.2378161587	478569.99774568254	366049.48768452444	1453797.9265141778	7423789.773421742	1429389.8975152234	1177741.8711616546	555586.4155147764	259445.34229700814	901252.3896248505	5491482.261541359	4698802.829727856	5127020.750570465	6077360.12079495	F38059	318.98	273.77	272.19	275.34	9306.0	327298053.0	1.0	0.96	165.0	59.0	0.9629629629629629	False
5782	8968843.222068677	8675934.187349195	11892546.444558475	11256562.015420778	10226156.024226818	11079872.564895388	10659226.175656924	10150951.201789234	11393532.268616686	8016280.196128089	23198037.914761223	11028608.29308496	27051230.93338598	25510840.8052746	22859611.009292223	25827587.01193058	24205531.547599234	32797956.663958985	28964970.69974497	24455780.93639889	29222846.862662833	0.0	6869587.098850178	27033696.985851508	33159158.777336825	25133845.505143765	28700214.181263976	29197144.326979544	21817953.470097054	31816107.16477706	0.0	18996581.162564754	0.0	14504132.491388733	16953821.495249603	25679860.202506557	16493194.734616127	24194967.043872006	20915370.401220776	21134738.774169534	19363957.291410573	19638046.875516154	27006695.15447633	20802393.55522899	11598844.185256138	15191167.499694092	20757559.135755103	18290621.72113324	11864053.880960893	16885993.124480233	11922992.79593165	9401154.25538094	8785408.400804872	8410143.968491849	F38152	358.9463	228.08	226.51	229.66	11149.0	1116585366.0	0.79	0.87	14.0	58.0	0.9444444444444444	False
5783	1991630.9484534555	2440076.74250555	2134251.6425377247	2450103.1492754477	2698688.134079642	2791449.423275713	2115526.9881079216	2407685.883815885	2623304.4255255074	2364509.4060364556	8377787.81127728	1855135.093221845	7942680.709366546	4975990.163133329	5627727.269858847	6427852.39397367	5312838.461789805	14979601.537846183	7231165.619786796	4988377.591352761	8746084.919230105	7893169.470090832	1261562.655871196	6424619.119986639	11231711.712502873	6737910.878899746	6924485.936260705	7722277.702266323	9513144.87952722	9921311.669401906	7669490.0173158115	7595366.369891945	5912112.891087557	3682332.913031497	13388187.401823973	6374941.979270214	7134252.16574192	5825619.608015816	4606655.407116875	3586180.0304471003	4187112.6760284356	3298165.748050878	4941457.934561575	5144619.246159813	3526961.7803956326	3297505.3237140705	4562953.511672807	2709411.2063001683	1894462.1478794715	4983017.636631437	2618159.417241097	1679428.0480078072	1972093.2906335583	1747338.0762154732	F38158	413.116	214.42	212.85	215.87	13369.0	290442170.0	0.82	0.95	91.0	58.0	1.0	False
5786	19544807.871427022	21086222.292612717	21007779.626448948	16776139.993688194	20799998.73697072	19494340.907901537	22816072.309858337	24652816.388536945	18801898.83799692	17059863.70957371	11651278.300546225	18636002.694706157	11638394.906308636	16291978.145900883	11595851.565107496	14102676.866313454	9351956.958364239	2967411.6198199624	3764700.6812178767	3405058.757847757	0.0	8710925.973116826	18882818.966356177	2689320.2933652266	4108193.2670623246	4249836.1441472	4435935.319117305	15915719.160660159	21234766.667125486	18663728.546042178	15052202.56029994	18391196.33423361	16075573.507175032	32957659.477538485	26580652.869472187	22928306.03867629	22717007.810820304	28625054.66672531	16659212.28393859	11598339.719369477	13292423.974233303	20205758.446162205	22621169.150871545	6844213.897646118	27354950.31893911	4387820.430354841	8328808.53610185	22608234.66617581	22058340.665508855	31520251.246442564	25346990.871764462	18522549.91150521	20207079.037891407	17908476.264682535	F38165	413.1237	357.34	355.76	358.91	13370.0	1321403387.0	1.0	0.99	771.0	56.0	0.9814814814814815	False
5793	119089686.17687726	117466295.05355881	123778949.8011485	121294835.72136123	89901123.09498842	96023652.94239257	109842123.79742941	109445726.54578221	104971465.89705238	108657770.65073262	289768898.1847863	137652733.45993415	268285989.0556611	263584365.39051253	266515251.26300344	265273626.35635	299413356.27806515	288590317.4168637	287939004.7676914	286434872.8544238	337197423.19358975	276998522.69437855	130116483.42386447	367540968.41423	300175127.0528489	299742078.4763527	309059436.2723993	291330810.18616194	266945589.81776443	297869278.0623242	274855234.53205955	278984481.3893399	306122073.36398906	139481606.75918457	188513121.20702997	263043016.32709375	291909986.40060395	278974909.47808295	257564254.77118176	317560115.8199473	310977657.617711	267562160.91897213	192339464.43644142	278819258.2006454	146876571.47720507	274884737.2451255	290596965.5011483	274146525.73709387	264366273.58006197	204263281.3746852	120045648.2740625	101913507.88093022	92233012.94021119	107941755.07560496	F38191	358.9948	222.17	220.6	223.75	11155.0	2080625838.0	0.89	0.97	66.0	61.0	1.0	False
5813	26115328.00041069	30675602.191120908	43145115.545814425	42311601.971191175	51754049.159277305	25483267.421255745	19123059.394618675	19784704.584394872	34231751.87014643	71000396.50289246	96390661.46867184	36742867.46067114	98647093.81721584	92937431.73258762	93627177.40233397	99240880.83682388	80910323.68879634	75872582.4138356	94257341.18592763	85965499.74377525	75255593.81235814	101076325.6960533	22472703.636286106	75979354.64205451	75017020.12224898	96913552.98961303	84729182.27563253	66108833.64008051	94577902.3431165	75936306.30085705	80316686.43264195	83033391.96338359	70204749.17558002	25377922.1421347	97763471.77205412	73225373.01031077	62856727.33002685	81448678.43900935	56113473.812215924	60121921.70641258	45804608.35630783	48642649.808073	62814265.77622721	81816477.19640015	13405702.658581825	62654525.59922082	87791980.75479652	55035867.32013616	39691329.97846045	66589084.377620526	41111269.85937721	51516787.87982697	36702258.54777222	19200630.325934503	F38316	388.0141	298.85	297.27	300.42	12399.0	1770985620.0	1.0	0.99	14677.0	59.0	1.0	False
5817	474837943.99603605	463302798.75593895	485984517.5730554	474621539.8627142	308935725.700613	381317165.70921284	408835189.12594557	406931110.8842632	417932488.7783095	378655783.78657967	1051631995.0978075	575375043.7567737	1041616574.8195986	1061488746.9404306	1071205643.6307186	1100776818.694822	1222765069.5688334	1054770314.5248705	1122218120.3714564	1175129722.6968129	1282131182.456517	1143415262.7586834	517296835.37401617	1404696810.0140874	1263958697.1453047	1174208499.5646727	1236000688.7439785	1227210971.2112722	964443374.2823325	1150385502.111409	1108607433.1897078	1129713738.9287407	1202043523.404517	526097921.68351835	612572691.4694542	1087386009.9473374	1096462356.557666	1196040345.382773	1152343823.2844887	1307215191.017592	1115452973.1818397	1161172582.6542943	679814810.2432456	1128883905.8113227	557441869.8744875	1200124307.0339174	1159916731.3132763	1156572744.9154155	1076202967.9452965	833505923.9126898	472103609.1986674	392481380.4257635	365364865.9985763	437021256.80785	F38324	388.0296	222.17	220.6	223.75	12401.0	2044467174.0	0.93	0.98	63.0	59.0	1.0	False
5824	108025.50951297754	94151.28782961483	63310.87090521758	115641.9304849859	79744.24657802384	106347.22105627863	78276.25494566877	52448.139697485196	162663.05454238446	197410.77941613784	642872.5828429705	60406.74817589054	94626.18388908936	240888.30816774315	251062.89211071705	176845.91614639692	294581.2656849973	316161.6941210976	629971.6594097277	0.0	253705.70241201963	285776.092863958	0.0	0.0	313749.4781112808	197552.91487543556	223922.77533484777	339101.92026002187	654794.0231772609	553035.2217142843	237727.70420593285	341730.63310422556	296741.8993279321	152765.46012684025	395456.0143951984	352963.13980743196	692670.294967833	607588.7473398718	0.0	153431.6155744754	316516.49978311424	157948.76860456864	565663.3571185874	251652.37986558717	92837.4344136873	70836.25548172925	261926.9742543615	102319.72414698926	153383.9770873978	282672.4871029305	0.0	0.0	66272.78092446916	103235.09651019568	F38344	413.9049	204.31	203.26	205.5	13392.0	13043009.0	0.71	0.74	33.0	52.0	0.8888888888888888	False
5875	2856995.057074795	2824212.3879614235	3490412.8940384286	3748655.375330586	3788619.0649596173	2885202.964201108	4347628.932867732	2318583.930315471	3484198.0590870134	3578327.696558095	9212668.19854807	4318073.075707324	9500049.504787471	10147160.274978362	6954886.492862572	8855893.303349288	10362072.476352869	10825311.554915158	7642723.174935424	7809447.64278428	11484174.368853357	12169911.802874641	3437972.854739787	10153124.499137757	12074063.37449525	11173379.380402224	7678104.697783922	14056445.298950257	10828339.755204335	9192738.901419941	10988030.003590018	8905743.17073468	10865617.584089594	3866538.4005591376	9900174.893737787	10176893.6212074	10240420.025575602	7530423.946315695	9073394.941983247	5656549.614778931	9363707.02970914	5525626.002717097	13375045.806335002	6709940.874522062	4894948.301876441	5192811.206566722	8271916.087631318	0.0	5923982.737944678	8124468.928452509	4619830.888232474	3357359.4663109165	2874620.627796816	2926483.1707963524	F38598	359.8773	153.58	152.0	155.15	11195.0	443239673.0	0.89	0.93	137.0	57.0	0.9814814814814815	False
5890	1341386.6665021959	2385042.3122546133	4913347.9539030865	4422992.376135421	5185563.104008466	1127542.919562249	0.0	0.0	0.0	7965076.783482113	9453662.907160303	2149859.749186851	10121634.466698078	10440311.101041386	8658688.796877109	10766412.438943462	7781945.531436669	8176630.214602619	11697450.457623191	8512789.333205326	4932128.561223752	11156165.092434881	1689975.7353526975	7140945.02481023	5150854.849435092	9151398.956519406	8009478.637254622	5886408.703861678	9811602.571172295	6319596.23062647	4153200.0399104594	7012051.24530529	3871031.290410213	0.0	8063825.834352285	5706168.225748555	5279951.518900795	9069822.296642018	4591030.201192389	6640008.169168935	0.0	4543884.794625111	0.0	7573316.382605276	0.0	6464169.908772662	8174830.146124984	4283882.334384854	4035537.704880638	7578212.059794102	4151583.647875122	4906945.073109355	0.0	0.0	F38780	389.0149	298.85	297.27	300.42	12434.0	348623580.0	1.0	0.97	23410.0	49.0	0.8333333333333334	False
5896	103387758.51703294	97951938.40046632	104401824.84526083	102340233.06755355	67791612.21961194	80931901.69435492	86437576.31298904	89119582.86421034	87453046.23856692	79493119.38664337	230713141.7395373	118980845.0879054	226767325.50939858	216492022.96069673	217497346.82118362	232161597.37073362	265211639.6599272	232031496.59011433	239179949.06138948	244076251.93756872	275787022.7096872	243215752.93536508	110102323.50603501	314703053.4047217	265182119.3930974	249933902.1819619	257020991.90266988	258491461.75575748	191019329.04013228	239503567.21542194	228265506.04877284	225668924.99198365	250185453.99019712	113379529.4868735	118106411.30085257	226122033.0942148	233602924.17724058	253708316.77955812	248298100.14442137	275154482.14028853	238637461.34757546	245717810.67820433	160324795.33421332	228080897.09853888	122512568.68617013	253061427.68848604	231039897.34319893	253687326.5851031	232029780.84705272	178398201.0130561	103889193.84568194	89094637.593069	80332489.11079809	94910389.94120738	F38847	389.0309	222.3	220.73	223.88	12436.0	2074541661.0	0.96	0.98	946.0	59.0	1.0	False
5937	426901.56142250105	192153.97773834493	754416.7027877852	707873.3329775743	444538.75465533795	759198.9739713073	840266.5109894766	28710.60939960794	948824.1228591432	1334217.4340495507	2883496.4796296726	691236.0991389436	4672179.999445051	2672407.0578234433	3063636.7585081006	3462711.466335956	2430039.38521718	0.0	0.0	1454078.5014352293	0.0	2818205.4631646103	676921.6497598195	0.0	0.0	0.0	779097.6729021536	0.0	1234585.5401241481	723241.5244574975	2295134.464634312	3540944.2122112457	2726162.772715132	0.0	196747.0934228751	1534145.112459694	2924294.846335371	4875934.493083006	5078872.078080439	3000823.789591531	4827761.721884204	7337940.901290872	7907927.550336718	2481880.560933397	0.0	2349639.473828118	3290827.994481089	1133677.5972276195	4377747.9973317515	5146757.792030683	443794.4191527637	229766.84440502134	502521.7111323792	788623.0896161358	F38946	360.1602	121.12	119.68	122.44	11222.0	115980437.0	0.91	0.92	27.0	48.0	0.8333333333333334	False
5964	0.0	1878707.0815172493	0.0	2136799.8560397695	1024086.2395857099	1546643.6357281327	2827665.4277788843	3993424.0462775403	1979222.5246826233	232510.72120937923	2476476.548604551	2642812.521084678	4765774.411472868	6053645.932932295	1909796.1379347472	5193004.1225416325	2456344.679269444	13143248.759983273	3172321.666146236	3251190.2667199895	3544100.8614245276	0.0	0.0	3105725.06245765	7815125.20709105	8079235.91360267	3244475.546186666	8017299.32220025	5539808.219418987	5473011.974130327	1859489.7116971035	2367411.2511246544	1437132.0235740845	2745647.376902347	7712690.426169939	4154009.6987373824	0.0	0.0	3888566.4533230695	4470519.543610831	0.0	1940951.5478097624	3341450.4435886475	3764447.5086649363	3245009.6418827907	3468920.58047312	5263048.770448334	3129648.6653368305	4557804.101825015	0.0	1494496.293004544	0.0	2071538.6644806375	1770191.0965606424	F39050	415.1068	25.13	24.08	26.71	13438.0	174023730.0	1.0	0.9	1429.0	45.0	0.8333333333333334	False
5970	2658957.1649865177	3455828.424957703	6184144.864067357	6191045.142863349	21452860.785311818	12867446.213181017	5984299.255394929	6395470.002190446	10989523.53873632	24051461.171276513	15193048.005460488	5220707.6974126585	7570948.386579686	8989683.237643432	4392380.945474341	4685406.908510375	2852237.2012536484	15000732.106090061	10833943.061046563	344235.023474544	4858257.518327238	11910617.47261521	3268724.558551111	3228485.6210384676	17547932.80491378	9801890.83105539	4354470.638186397	7598510.794325426	4792733.2991684275	8953589.864631467	7169838.507415792	7140567.2097007185	5901495.420322764	14154808.169547927	5543927.637165464	4061252.266740986	11702029.909685757	3489094.7417204925	604155.6824301259	0.0	1418594.2106196168	135065.02970350254	4166572.0798616586	876757.8218275355	8097624.299914915	0.0	1525081.152899629	481786.2506206439	0.0	3693891.1137224883	16715172.057433002	9809541.848066952	6803429.981952351	2366626.441697801	F39078	389.5164	355.24	353.66	355.63	12463.0	577004967.0	1.0	0.98	46804.0	54.0	0.9444444444444444	False
5971	2092465.5037046052	2600667.1990532293	6014284.444188976	848091.3405132607	15070868.94151433	3452671.1075187386	3283237.588243061	3777392.7197315134	5867776.4485712005	17169883.228986617	38011699.37809728	209239.14695302816	18605399.373917613	18855236.79364396	8615891.483854713	12956274.663323361	16242244.3089198	22687143.270527106	15374856.570849242	3176885.8594926684	12775199.79632518	27072570.017580684	2520472.013750234	5156948.974522028	13469398.072505794	15414396.66640978	6582806.497292074	13142943.319567757	9662805.401589638	16165602.377389204	19641734.540438917	22916382.19334222	22199001.728022218	10034596.061403554	17562243.490570094	11340291.844121268	39438091.64803838	12207211.606893688	5131547.297534976	0.0	9024417.325323224	2816930.469779881	13800402.93716091	6330105.760681191	4381779.596992508	0.0	5966761.211597097	3920516.2317406535	0.0	10886376.62302443	11667748.156207055	8867416.757159693	4854637.151777445	2292896.7354880963	F39079	389.5164	356.29	355.63	357.86	12463.0	740147004.0	1.0	0.98	51720.0	54.0	0.9444444444444444	False
6040	8481326.363490034	12840036.745739924	9474448.721117407	16774523.620026909	11308742.295430582	7372559.557665172	16657045.908652486	14187421.902995031	9148463.140206989	6258196.152387905	24137844.219811495	13093283.128160559	24715935.83730111	25805549.870864533	12991084.278327124	15588308.110365026	15343397.632084072	39868693.41799563	23915194.882080927	18619148.857700225	30193071.29248685	25234329.571562823	10273831.95386801	25292956.696254723	24902074.312972	23043347.46709909	16409264.482982708	23323073.999244865	27299238.016167037	18282189.39997913	20553867.852336306	19242235.762385722	14345946.969160154	14369940.304197976	24047636.307131313	20142495.614375975	21079886.67211667	0.0	19028064.4075199	14703134.337901056	17738885.117431417	12276647.75528774	38706610.20200087	15475562.447137894	15053539.299488036	10895705.801255101	19986347.81204362	12852800.486159239	23404116.354301892	14984596.98609102	9772248.709821258	8557851.716504483	10360004.710257936	10872831.661511477	F39276	390.2401	24.87	23.69	26.45	12492.0	1000664430.0	1.0	0.9	19278.0	60.0	0.9814814814814815	False
6047	0.0	0.0	180448.97820905957	294180.5132128095	599642.8635708395	0.0	0.0	103725.08104909505	0.0	0.0	7405112.458079645	0.0	5200234.664034985	4415428.717506597	3046743.2552642333	4098669.042885148	3218963.9477469753	10867365.423604256	7853931.831306689	3107731.3984722737	7555813.240512799	4286376.936485337	0.0	3916109.1447515576	7635218.923956271	3189728.0145406174	4826541.099253127	4610444.707191598	6014452.193797794	6175578.876083407	5701542.009353549	3718964.537351314	2692861.847507559	534797.1363119631	9443843.787893329	4134423.7024608343	3277374.5776914195	4323819.849308062	3044955.6220822474	3898593.098539301	3884775.296413811	2074866.7650960444	3322930.7306550047	5014297.259865439	275494.8391635113	2743932.008397506	5284452.282098562	4132994.0567385578	932566.7621400821	3917138.0279630776	461330.1077575491	38437.75588764582	246722.08813012784	0.0	F39309	361.0438	209.57	207.99	211.14	11254.0	148097739.0	1.0	0.93	3151.0	47.0	0.8333333333333334	False
6049	1492771.8695360217	818232.2586765669	1930318.6083146846	1034713.3121247969	1634714.66775882	970345.4629751985	1792418.4816211185	163098.6983241689	983057.937633178	2143708.2161894995	8741642.42440364	1261843.8550003925	6166706.883389128	3162642.347575507	3025652.3906490053	4387540.052999327	4250838.243568142	0.0	0.0	1904238.2431134032	0.0	6926133.695009328	356039.1742003149	0.0	4520746.210420844	1120671.8810005884	0.0	0.0	293175.5055373677	5356756.1616614945	4660450.893407825	5520264.794986273	5300976.270789416	46881.42265865652	0.0	2219919.7189184884	7269390.963301382	5060377.810345292	2908870.184430409	2148272.6682130485	5904270.304147824	4753972.314433387	20051189.004836395	2830135.94430703	0.0	489314.1461152571	4120542.653514767	2906454.9168788795	1327391.5276361478	4645537.77698755	46936.23527249887	1428026.0163390883	1289311.1748772238	804701.526427137	F39315	361.0742	231.26	229.66	232.84	11257.0	166912827.0	0.85	0.88	40.0	49.0	0.8518518518518519	False
6073	604965.1136154422	638825.2499133237	596843.9460679686	682010.3406788337	617206.2225537763	793505.4305420786	616756.1486191943	736990.7025958726	741829.754114678	542384.3995122197	2434321.4078207132	904335.018462862	3307174.32240821	2293789.480329258	2325103.7959412965	2627798.3376064072	2493705.319138809	4164866.781930667	3119277.494788249	2071867.3567428566	3066863.164064173	2828509.945599921	606755.8246704475	0.0	3937037.4398581036	2545887.3913989854	3232777.5084555005	2791946.341189418	3342383.3572136657	3594347.0645244243	2830844.350437302	2276145.5354320733	1932237.9014056472	913587.2933021153	2983488.899784472	2485581.945909387	2035515.7294301218	2334400.2169012567	1915157.569215821	1991575.9199626565	1726433.9063243333	1682593.215084917	2837287.3704482103	2186934.0803668443	856740.9273618661	1357106.3869827776	1677484.9690659465	1649644.6675669665	1294786.810293734	1664509.979676143	812510.332085472	687437.3549443173	682877.7273824547	641630.9373835188	F39428	390.8941	204.44	203.13	206.02	12503.0	106634326.0	0.94	0.99	133.0	58.0	0.9814814814814815	False
6074	1729762.9627243797	1261782.5842209063	1962738.1352538809	1911811.1850582422	1577990.0218694645	1451257.8305225759	893485.5244054069	1475981.3497463926	1890924.023818179	1966958.3855946288	3523347.040441712	1737098.8929843588	4683365.641223001	3868225.145893311	4819223.679838354	4620789.242596547	4054979.8293844294	2802300.5560923563	4717661.60533614	4925403.909861186	4125441.6978832455	3676369.0514123486	1374515.4123077102	3429448.1727682576	5759400.802142616	5419931.762182575	5954377.639508691	4810435.419501751	6705763.616853863	6022151.917708205	4350303.127143235	3535354.068535213	3115238.6950447694	2358138.7844809154	2946917.094981822	4548371.335295706	3453457.165546437	4991684.022710633	4776247.513617202	4332959.415113877	2212180.2003215547	3058853.900333602	4076168.687948038	3181814.9475103584	1943015.6991754563	3541819.74041643	3064531.1744291424	3340814.7233023	2875112.2458072817	2186280.3024780336	2252105.30147726	1287296.0682033831	1389923.3818702544	688220.0400984536	F39429	390.8941	210.22	208.65	211.67	12503.0	201227280.0	0.94	0.95	2053.0	59.0	1.0	False
6079	1239805.6221702932	1509497.853685941	1783896.2270278626	1802574.4329858143	1136030.546041713	997890.645370116	2204278.2639301056	2001408.8535042435	1104250.7494288848	518361.8753946932	1963998.2598765555	1969260.7713000076	3008086.3374349712	3891418.4367520907	4312992.543210902	3216378.583326058	2008544.3462950827	5529568.633753664	4230560.845503377	3384885.233677213	4349830.945669189	2880081.288049203	1783441.9589863243	5054151.869835004	4198476.6282678805	5149400.620917366	4103201.087152905	5051019.929098379	4818704.756359302	4717493.336135666	2163978.8460594597	1546347.1700395544	1877648.4962035224	2381612.388265266	5667622.951208758	3772686.914252026	1794100.4966732678	1956050.013121944	2802878.128458279	982940.2010017796	0.0	2449033.113482684	2290628.588526823	3920517.0339586204	2278976.632884017	3105795.406177645	568969.8760067101	3222506.4167346912	3259555.544929201	1900971.4075306416	425676.18585172016	1123852.9006795234	1330005.9892781295	1810749.924003556	F39436	390.9063	2.75	1.7	4.19	12505.0	170387657.0	1.0	0.77	366.0	58.0	0.9814814814814815	False
6120	504404.49490999285	513554.87163837673	599919.0223948638	465183.11488200264	608385.8100311797	696145.2985891475	417750.267361803	545561.1616533123	715180.4732412555	654501.7076524933	2435865.240475292	680265.77948748	2249935.861996961	2255846.04933567	1570321.3928880258	2101601.038887919	1878082.0213504415	3531964.5791692575	2073472.3939710693	1817046.8367114472	2821358.425330822	2176454.6461622934	440767.6233186662	0.0	2883680.531809466	2134625.5977956555	2083857.0316909028	2233363.261302202	2626713.7694494305	2860428.02388453	2221873.1905466374	2397330.3005865715	1964465.0829547767	729092.8681303547	2501834.3569676885	1252606.5981681484	2158871.9665478123	1489539.6972495422	1948907.975477152	1876697.948394591	1021140.9183743912	1306035.188682917	2023396.055689612	1254095.6110727284	629968.1732060427	1193677.156740046	1302928.0543170795	1693715.8694991479	519358.5901735431	1462340.654763203	797263.1747449852	502704.3762424596	601151.6013527932	447116.5404110163	F39645	450.8608	204.31	203.13	205.89	14726.0	86113999.0	0.97	0.99	84.0	58.0	0.9814814814814815	False
6121	1192200.1520654717	1125403.9201659427	1599862.9467295029	1305472.3733105513	2246556.243699345	1210751.782713174	455433.9703599651	1313520.0096176409	1591694.207249849	1985311.2819308161	2909122.8860794124	1453982.5540111284	2789651.0921214726	3744216.742776621	3523693.634016106	3628418.1847469294	3255846.615139451	2259542.9572596694	3598115.617099119	4090462.682347075	3721643.762967047	3810284.2178311264	940638.1597552546	2905351.136338467	5013880.035108567	3879252.1654392965	4430225.434646381	4815962.73814236	5916743.092052887	4956757.140852397	4287093.744399479	3013947.5436819037	4260846.836718797	1952620.6055094718	3226667.0249712667	5025976.850090636	3701825.5557782957	3574688.3714891267	3848729.3554635574	3177303.865155907	1591639.8133567611	3072453.053125859	4490747.44459136	3422214.064461354	1621476.2517886362	2990343.2904200377	3405196.926166744	3236181.398486111	1910587.5325855187	1736239.928598308	2606498.6320297625	1316081.3785184077	1125216.5612132878	361948.3783405692	F39646	450.8608	210.62	209.04	212.06	14726.0	176341237.0	1.0	0.95	2817.0	59.0	1.0	False
