MODULE	p-value	size	members (name)	members (id)	This module overlaps with
module_1	0.043835616438356165	4	sn-Glycero-3-phosphocholine$sn-Glycero-3-phosphoethanolamine$Glycerol 3-phosphate$Lysophosphatidylcholine	C00670,C01233,C00093,C04230	(4, 'Glycerophospholipid metabolism');(1, 'Linoleate metabolism')
