category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		3	23	5.8500000000000005	20.150000000000002	0.4654031825496156	0.7969230769230768
Sphingolipids [SP]		5	6	2.475	8.525	0.3614551083591331	0.7969230769230768
Prenol Lipids [PR]		4	3	1.575	5.425	0.26573426573426573	0.7969230769230768
Polyketides [PK]		1	5	1.35	4.65	1.0	1.0
Glycerophospholipids [GP]		2	17	4.275	14.725	0.4047911547911548	0.7969230769230768
Sterol Lipids [ST]		3	5	1.8	6.2	0.5692307692307692	0.7969230769230768
Glycerolipids [GL]		0	3	0.675	2.325	1.0	1.0
