category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		12	24	17.465346534653463	18.534653465346537	0.2317989119849731	0.49903558407553444
Sphingolipids [SP]		2	9	5.336633663366337	5.663366336633663	0.1826625386996904	0.49903558407553444
Prenol Lipids [PR]		4	3	3.396039603960396	3.603960396039604	1.0	1.0
Polyketides [PK]		8	2	4.851485148514851	5.148514851485149	0.1698023338890212	0.49903558407553444
Glycerolipids [GL]		4	3	3.396039603960396	3.603960396039604	1.0	1.0
Glycerophospholipids [GP]		11	5	7.762376237623762	8.237623762376238	0.2851631909003054	0.49903558407553444
Sterol Lipids [ST]		8	6	6.792079207920792	7.207920792079208	0.7063902723560821	0.9889463812985149
