category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		8	28	13.900990099009901	22.099009900990097	0.20034413824041664	0.7012044838414583
Sphingolipids [SP]		4	7	4.247524752475248	6.752475247524752	1.0	1.0
Prenol Lipids [PR]		3	4	2.702970297029703	4.297029702970297	1.0	1.0
Polyketides [PK]		8	2	3.8613861386138613	6.138613861386139	0.06977851869492736	0.48844963086449156
Glycerolipids [GL]		1	6	2.702970297029703	4.297029702970297	0.5594405594405594	0.979020979020979
Glycerophospholipids [GP]		9	7	6.178217821782178	9.821782178217822	0.4794877603643	0.979020979020979
Sterol Lipids [ST]		6	8	5.405940594059406	8.594059405940595	1.0	1.0
