category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		13	12	12.121212121212121	12.878787878787879	1.0	1.0
Polyketides [PK]		8	6	6.787878787878788	7.212121212121212	0.7063902723560821	1.0
Glycerolipids [GL]		2	2	1.9393939393939394	2.0606060606060606	1.0	1.0
Prenol Lipids [PR]		2	0	0.9696969696969697	1.0303030303030303	0.3333333333333333	1.0
Sphingolipids [SP]		1	1	0.9696969696969697	1.0303030303030303	1.0	1.0
Sterol Lipids [ST]		2	6	3.878787878787879	4.121212121212121	0.6083916083916083	1.0
Glycerophospholipids [GP]		4	7	5.333333333333334	5.666666666666666	0.6699214098594903	1.0
