category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		13	12	14.772727272727273	10.227272727272727	0.7761300719244988	1.0
Polyketides [PK]		10	4	8.272727272727273	5.727272727272727	0.6945842868039667	1.0
Glycerolipids [GL]		2	2	2.3636363636363638	1.6363636363636362	1.0	1.0
Prenol Lipids [PR]		1	1	1.1818181818181819	0.8181818181818181	1.0	1.0
Sphingolipids [SP]		2	0	1.1818181818181819	0.8181818181818181	1.0	1.0
Sterol Lipids [ST]		4	4	4.7272727272727275	3.2727272727272725	1.0	1.0
Glycerophospholipids [GP]		7	4	6.5	4.5	1.0	1.0
