category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		22	14	18.178217821782177	17.821782178217823	0.4770866211047762	0.7656620984794362
Sphingolipids [SP]		8	3	5.554455445544555	5.445544554455445	0.3869969040247678	0.7656620984794362
Prenol Lipids [PR]		2	5	3.5346534653465347	3.4653465346534653	0.5920745920745922	0.7656620984794362
Polyketides [PK]		4	6	5.0495049504950495	4.9504950495049505	0.6562817986966596	0.7656620984794362
Glycerolipids [GL]		1	6	3.5346534653465347	3.4653465346534653	0.26573426573426573	0.7656620984794362
Glycerophospholipids [GP]		6	10	8.07920792079208	7.920792079207921	0.4794877603643002	0.7656620984794362
Sterol Lipids [ST]		8	6	7.069306930693069	6.930693069306931	1.0	1.0
