category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]	*	12	51	25.82608695652174	37.17391304347826	0.011097569996175099	0.03884149498661285
Sphingolipids [SP]		4	12	6.559006211180124	9.440993788819876	0.4577936838032597	0.8011389466557045
Prenol Lipids [PR]		3	5	3.279503105590062	4.720496894409938	1.0	1.0
Polyketides [PK]	*	16	2	7.37888198757764	10.621118012422361	0.004510832141532921	0.03157582499073045
Glycerolipids [GL]		6	5	4.509316770186335	6.490683229813665	0.6699214098594903	0.9378899738032864
Glycerophospholipids [GP]		16	7	9.428571428571429	13.571428571428571	0.0746135614089356	0.17409830995418307
Sterol Lipids [ST]		9	13	9.01863354037267	12.98136645962733	1.0	1.0
