category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		19	7	15.275	10.725	0.38227389667581246	0.9333333333333336
Sphingolipids [SP]		6	5	6.4625	4.5375	1.0	1.0
Prenol Lipids [PR]		0	7	4.1125	2.8874999999999997	0.02097902097902098	0.14685314685314688
Polyketides [PK]		4	2	3.5250000000000004	2.4749999999999996	1.0	1.0
Glycerophospholipids [GP]		11	8	11.1625	7.8374999999999995	1.0	1.0
Sterol Lipids [ST]		4	4	4.7	3.3	1.0	1.0
Glycerolipids [GL]		3	0	1.7625000000000002	1.2374999999999998	0.4000000000000001	0.9333333333333336
