category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Polyketides [PK]		0	3	0.5454545454545454	2.454545454545454	1.0	1.0
Glycerophospholipids [GP]		2	10	2.1818181818181817	9.818181818181817	1.0	1.0
Prenol Lipids [PR]		1	0	0.18181818181818182	0.8181818181818181	1.0	1.0
Sphingolipids [SP]		1	4	0.9090909090909092	4.090909090909091	1.0	1.0
Sterol Lipids [ST]		0	1	0.18181818181818182	0.8181818181818181	1.0	1.0
