category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		13	14	15.042857142857143	11.957142857142857	0.5856791286726993	1.0
Polyketides [PK]		12	6	10.028571428571428	7.9714285714285715	0.7332224210475408	1.0
Glycerolipids [GL]		3	1	2.2285714285714286	1.7714285714285714	1.0	1.0
Prenol Lipids [PR]		1	1	1.1142857142857143	0.8857142857142857	1.0	1.0
Sphingolipids [SP]		1	1	1.1142857142857143	0.8857142857142857	1.0	1.0
Sterol Lipids [ST]		6	2	4.457142857142857	3.5428571428571427	0.6083916083916084	1.0
Glycerophospholipids [GP]		3	6	5.014285714285714	3.9857142857142858	0.3469354175236529	1.0
