category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		13	4	11.75	5.25	0.7079853035359154	1.0
Prenol Lipids [PR]		3	0	2.0735294117647056	0.9264705882352942	1.0	1.0
Sterol Lipids [ST]		0	2	1.3823529411764706	0.6176470588235294	0.3333333333333333	1.0
Glycerophospholipids [GP]		21	7	19.352941176470587	8.647058823529413	0.7680537861294819	1.0
Sphingolipids [SP]		6	3	6.220588235294118	2.7794117647058822	1.0	1.0
Polyketides [PK]		1	0	0.6911764705882353	0.3088235294117647	1.0	1.0
Glycerolipids [GL]		3	5	5.529411764705882	2.4705882352941178	0.3146853146853147	1.0
