category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		13	12	13.636363636363635	11.363636363636365	1.0	1.0
Polyketides [PK]		9	5	7.636363636363636	6.363636363636364	0.7035671018979675	1.0
Glycerolipids [GL]		4	0	2.1818181818181817	1.8181818181818183	0.4285714285714286	1.0
Prenol Lipids [PR]		0	2	1.0909090909090908	0.9090909090909092	0.3333333333333333	1.0
Sphingolipids [SP]		1	1	1.0909090909090908	0.9090909090909092	1.0	1.0
Sterol Lipids [ST]		5	3	4.363636363636363	3.6363636363636367	1.0	1.0
Glycerophospholipids [GP]		4	7	6.0	5.0	0.6699214098594903	1.0
