category	significant	up	down	expected_up	expected_down	raw_p_value	corr_p_value
Fatty Acyls [FA]		13	12	13.257575757575758	11.742424242424242	1.0	1.0
Polyketides [PK]		4	10	7.424242424242424	6.575757575757576	0.25185982859963213	0.9871794871794872
Glycerolipids [GL]		1	3	2.121212121212121	1.878787878787879	0.48571428571428565	1.0
Prenol Lipids [PR]		2	0	1.0606060606060606	0.9393939393939394	1.0	1.0
Sphingolipids [SP]		2	0	1.0606060606060606	0.9393939393939394	1.0	1.0
Sterol Lipids [ST]		7	1	4.242424242424242	3.757575757575758	0.28205128205128205	0.9871794871794872
Glycerophospholipids [GP]		6	5	5.833333333333333	5.166666666666667	1.0	1.0
