	Pellets_1_Rppos	Pellets_10_Rppos	Pellets_11_Rppos	Pellets_12_Rppos	Pellets_13_Rppos	Pellets_14_Rppos	Pellets_15_Rppos	Pellets_16_Rppos	Pellets_17_Rppos	Pellets_18_Rppos	Pellets_19_Rppos	Pellets_2_Rppos	Pellets_20_Rppos	Pellets_21_Rppos	Pellets_22_Rppos	Pellets_23_Rppos	Pellets_24_Rppos	Pellets_25_Rppos	Pellets_26_Rppos	Pellets_27_Rppos	Pellets_28_Rppos	Pellets_29_Rppos	Pellets_3_Rppos	Pellets_30_Rppos	Pellets_31_Rppos	Pellets_32_Rppos	Pellets_33_Rppos	Pellets_34_Rppos	Pellets_35_Rppos	Pellets_36_Rppos	Pellets_37_Rppos	Pellets_38_Rppos	Pellets_39_Rppos	Pellets_4_Rppos	Pellets_40_Rppos	Pellets_41_Rppos	Pellets_42_Rppos	Pellets_43_Rppos	Pellets_44_Rppos	Pellets_45_Rppos	Pellets_46_Rppos	Pellets_47_Rppos	Pellets_48_Rppos	Pellets_49_Rppos	Pellets_5_Rppos	Pellets_50_Rppos	Pellets_51_Rppos	Pellets_52_Rppos	Pellets_53_Rppos	Pellets_54_Rppos	Pellets_6_Rppos	Pellets_7_Rppos	Pellets_8_Rppos	Pellets_9_Rppos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
330	11826154.610926438	11142712.963958222	10922311.628324905	8971692.797547488	41022705.257096685	25291109.753067695	19444714.5951007	16562441.659752084	13197788.569792029	20778982.991468042	450213.07933811884	4825153.260824048	136882.04482765918	571848.7906186634	982220.1599485319	604830.632887537	1229912.8375832012	188869.54763281823	1027072.3156462705	81008.01116234172	552474.9518420164	553768.250999749	5484158.937435849	132975.71722488903	214430.22773805272	283454.3537563306	247286.934686391	443441.24177131493	0.0	47023.96053661021	450320.96259059187	234419.93989387123	483336.4113047319	8803204.21290819	0.0	0.0	196836.06789771956	398805.38094320276	363878.6689344488	41332.8616307518	517730.6392531285	0.0	0.0	974513.3014646543	9784786.300217884	112138.49307367207	173485.05968598972	36682.84281431674	148467.29044752097	275115.4981667511	9337427.583754145	13675994.22050698	14340957.076477414	2314607.5422759284	F2786	117.0741	23.33	21.88	24.9	397.0	256699630.0	1.0	0.91	39.0	56.0	0.9074074074074074	False
352	2278584.852056348	5404182.760131907	0.0	5793281.485839022	6550339.701474785	1579097.6689087995	3634608.713010031	1569360.7473317897	4552674.243785586	2306841.282353704	3533532.476594432	2268530.267721046	2984219.449997845	3875742.474285489	1307074.5556233877	3883580.134169918	2169337.030879056	3272490.0144069823	2379183.76595267	3789938.7649451713	0.0	3481453.548031682	2445130.1806629966	3164137.3743889164	1721851.2084053198	7272885.905913101	3498495.6727366187	1315782.2367848125	2418239.9492092854	1675294.376401203	2337433.4436610127	5463386.666250789	5997822.440852721	1220033.703567319	4046906.3441882534	5144290.806114907	1473515.7971590182	0.0	2691905.7650972162	3661232.2261463106	2616869.893285145	1927435.1602244528	2365719.827070584	9376415.100793125	9497674.510153286	0.0	0.0	2360277.804224299	2632096.1451865123	4214894.463158332	3332046.928233904	5691003.004461553	0.0	1817695.4610563258	F3063	172.0942	21.49	19.91	23.06	2200.0	193322226.0	1.0	0.97	13697.0	53.0	0.8888888888888888	False
387	220695.1487916591	2461565.3489927794	2007595.4114066332	1749448.280074762	282183.9993786639	758753.6077732553	2445667.4099328094	410737.21425506985	0.0	763811.0105951075	241813.18401861997	53027.922882342194	916664.429379363	505835.0058781357	338522.31645530905	390931.4285617926	273432.2368403179	836667.484650313	0.0	1189124.1892126324	200929.7719278767	432115.48458931426	2245730.037902294	760481.3371780956	118125.18568562008	359517.83442930924	848133.789614222	681701.4816023029	696355.41740315	40069.15805458336	0.0	69996.35922389373	0.0	717633.9362737144	274232.8984966876	89263.6369828179	0.0	263717.8738457984	69724.35999759086	951804.4913301805	0.0	1530240.719595809	86496.71330049493	700260.4417285817	207448.0344058645	538431.5958362344	716067.1363020447	1279491.0727112382	1511213.2934008641	273414.3998793205	613199.9297436028	756574.3684548562	199167.80502835414	1815094.566233522	F3443	271.2052	284.25	284.12	285.68	6066.0	73033318.0	0.71	0.74	598.0	54.0	0.8888888888888888	False
394	21411708.953495387	24590626.9446001	23058923.399943	23669299.236351553	9830817.628877576	13843347.32481938	15513420.69570275	10481757.269555021	15761743.148838948	11422538.622786371	10128644.91257894	21932906.06813721	9746381.756512335	11149717.223667175	12992797.781674126	10679869.2948274	7032529.513523279	4253186.0161549	12380596.106105052	40352751.64104463	13832581.970312044	16004413.4557889	24785897.05825898	13610915.928123226	16907192.976253122	16842888.301397543	14747128.753614819	14256352.831441598	17007214.934029866	17409494.555216316	21414592.410238005	24708030.59925632	21752651.099316236	22611633.676053472	26982694.42603394	37661808.80291588	23419283.347288113	28750171.01955712	22686788.999118395	20277850.049724124	18956161.125898875	25109311.413244832	25829206.96336299	28937932.094813578	29708104.428210713	24578286.13978435	26436071.52470104	22940053.230939582	28908665.148681127	20545936.81734757	44832838.28786403	24775132.947022036	21840679.730840735	26374493.61798137	F3591	221.096	41.14	39.41	42.71	4142.0	1218701902.0	0.96	0.99	92.0	57.0	1.0	False
399	21818831.362549283	16793224.522792492	28931323.592338387	37631287.1663557	23874023.332572177	14111403.563541988	24502983.327254992	26631047.000244103	22086760.101112604	15594789.712628553	24001892.987154905	24825837.83859129	18144739.501032352	27920190.701801337	26439571.375020143	21891152.594823547	18686618.65243948	17829034.14647559	23074107.895456314	36989969.89646888	18659114.861808836	37476406.10202475	31111546.72948383	30107868.982576456	25045077.456742603	33178336.533618834	37335993.258427024	14934918.473515667	30692078.20791099	26943701.030487783	39608921.90551941	42203908.86787688	25044904.678217847	28336525.82467017	25252531.157382745	35621844.42158768	26744301.245785784	30426656.12181821	44163947.43595633	29625695.84056553	20428625.839549635	25052733.283757657	36273828.102085635	36240041.954468675	34025373.43442215	28564337.2723311	53256979.75062119	34157721.17115452	36784777.81210923	27269150.06522991	15889323.00930453	24819595.480117485	14778549.227355948	10644663.16930709	F3719	173.0783	22.41	20.83	23.98	2242.0	1276014945.0	1.0	0.98	99999.0	60.0	1.0	False
403	12328667.761612823	12422507.363005888	12503265.143301403	12468718.742111644	8215791.552049026	7873053.27258064	9117891.387251057	9170416.28282758	8877000.597847896	9831927.413336966	8355862.159407668	13897528.760158023	7710842.380275237	10273774.587039081	9472882.846304117	8898744.652546111	7613695.090375647	7084500.727276187	9253044.921482787	7861945.375769674	8097060.429572783	9819510.41517506	11618972.649996577	7305091.0883959625	8401162.060643187	7611630.024952153	8577988.890868053	8407246.575843038	10152839.94888697	10014538.474875197	15123845.740259046	13088467.816596927	15770360.82708512	12930142.594447274	17262950.096575003	14940198.439117668	13589079.714564942	13437276.608463682	14064082.855593108	10680948.929910522	15243335.355976332	10505744.024451105	15192470.71266036	13602730.593783446	13501753.953605836	12959951.225707581	15160181.803469967	13312193.513195986	13917753.027276011	13985883.523225805	13184352.553246263	12199003.709419915	11358971.046744822	2643058.8618075927	F3738	119.0492	27.15	25.43	28.34	464.0	676759530.0	0.89	0.96	57.0	62.0	1.0	False
404	21106839.66432459	20020015.317832932	19427555.671810802	19866567.83273394	14847898.925815342	13665680.491858823	16760720.233158184	16098720.95938192	14337469.889111027	17708614.64995998	13954287.415258624	21997441.89419792	13618424.288409887	17134261.558911063	17167807.805949528	15954106.048849758	15036419.422746541	9311510.78278327	15549287.386371985	13232827.87404506	14060700.473738879	16013364.737071175	18651436.100503802	12472840.18538847	16878275.672112133	14113830.362529583	15987714.957588544	13905281.593682166	14209386.69878518	15747401.803583896	23509996.88657255	25096642.219759773	23473026.151842725	20800277.09299653	23734384.9772657	23477650.873859596	24367835.845848095	20299567.351728827	21280987.619805455	15723427.305500288	21050830.608280104	16572138.024711015	21738036.232093424	20497435.769506592	20219853.247059993	19976554.594941903	24581345.412026502	18406238.538948927	19855707.00312909	18591147.309937093	19454667.16316855	19379305.721351363	18236086.0564474	26386473.44050452	F3739	119.0492	30.74	29.12	32.32	464.0	1075329122.0	0.88	0.91	82.0	62.0	1.0	False
407	1434833.6494453948	1375531.625221976	1343268.0326145282	1312965.6027089756	1186923.1071926316	1108063.2070091555	1437821.6032200563	914776.2274651453	773436.5440692804	2001214.8816279892	4123540.1340915225	468005.3863121802	5342327.854248602	5545236.341774529	5427327.066964651	6031967.233070507	5255597.805871747	1297125.6062335551	2223221.478637005	4112310.791126246	1490399.9797225257	3876276.166164018	830425.064370076	1581836.7225760024	2475974.876407279	1962234.7335159204	2668444.498454435	1927954.4914795281	1253149.8245948835	511463.17029695003	2235333.4414715646	3714837.184463474	3609386.561207667	566597.5050971973	2244387.7268603314	2078993.032818947	3119568.7988982587	3687875.960628505	3719981.213752333	2639216.394336008	2570457.044213322	3804223.5351152252	2705193.458844376	5198316.916654514	361517.6012798666	5461416.482303932	6228610.219605371	3627959.984110087	5625662.837459932	5012086.066394293	131922.26911544462	332448.8500631347	901445.7962776831	1189360.5944949451	F3781	173.096	36.26	35.73	37.7	2245.0	157969234.0	1.0	0.98	208.0	61.0	1.0	False
408	0.0	14690.717142671354	34525.17500342324	0.0	78657.02863483859	18910.687856569388	0.0	93181.59353264888	55766.191291543306	21488.484404112216	2478622.9303901438	59259.514323875665	2369052.9610753255	2711950.5904162764	2539765.181227672	2536704.3124297885	2642205.4666884164	1203167.2788591487	2309216.9603357017	2522760.774380526	1681735.7465914385	4001101.952963416	28559.965833609782	1589383.571455769	2139031.054208217	2964263.309518829	2621147.146661725	1285114.7579672758	2508525.512268962	1944481.2617148377	1888626.1225486211	3126024.877720549	2526097.9398447736	14145.535914386168	1778273.631653697	2100617.8782524206	2136345.462932071	714240.3753817364	184460.4547858307	41097.954601305435	110280.2575178895	250353.573120905	197715.34967406778	1575052.8027177823	33214.88466611912	1772755.9537145202	2558789.090203586	1430888.738965845	2007814.6749006843	2193363.0866538957	26019.166759592288	0.0	0.0	33642.41559978289	F3786	173.096	243.95	242.37	245.52	2245.0	76319649.0	0.93	0.98	64.0	56.0	0.9074074074074074	False
451	3570988.848290675	4029690.1566509036	4096788.091087094	3909567.310788144	1762149.0850969465	2062985.0862211671	2607624.6278176005	1791045.4728174615	2602187.775778637	1887953.574112685	1608853.4962606255	3692821.784673209	1786917.7334700674	1901839.0810993914	2184465.0437920033	1790527.7571615262	1234245.978480106	635842.1196060543	2137933.770139198	6881896.284709405	2427326.610012217	2768443.92195822	4191049.838630474	2200445.032968431	2783534.32405768	2920182.2312963135	2590380.6760774455	2495768.066690254	2961423.12302453	3034245.554571443	3614504.503535054	4077470.119919219	3707415.646819921	3824549.1869081613	4601954.516601423	6233093.031020899	3905794.059115291	5012084.468138365	3729962.3429696662	3608847.9585797703	3464620.9780405834	4154938.1473787827	4267886.322324996	4921964.7433894845	5012795.998501014	4156509.520058744	4650965.264417664	3768460.7802510364	4898340.766561395	3376791.290236271	7563682.378358211	3877458.300270569	3591580.7137740944	4456024.658267022	F4188	222.0986	41.27	39.54	42.84	4177.0	206597041.0	0.82	0.98	120.0	58.0	1.0	False
452	1797035.417570691	1275073.789441116	2151399.256087136	2089704.4798543102	657980.0449724147	948123.5000782617	1698627.9499524704	1484962.3990229177	604918.8730892356	0.0	734778.2038518215	1609903.6834780395	785632.0614751802	3660651.4388218033	2783866.1211443334	856207.3045129011	2788728.8938650982	935782.44659574	2949729.913537779	3012532.9793016734	1311283.2994623948	620231.2323238878	1783049.6627492106	958250.5047967074	2115207.89709597	0.0	2098577.444358339	487204.8118736248	546007.8424510703	4838224.259996682	1156498.9239379398	885802.6221967294	727137.2632722914	1413296.6978544772	569829.5886208176	0.0	565420.1306993812	676118.166274762	717908.2696134049	652511.3847118852	2587013.6061409423	364311.82627020957	686801.6422228976	3538935.7741069617	0.0	3384053.794452397	4638415.909027966	1447825.6264358724	0.0	1157401.5037002813	2630131.307369091	2292541.925595194	2652235.386265593	2099980.4300326784	F4190	222.0986	93.83	92.25	95.41	4177.0	91238865.0	0.75	0.97	143.0	53.0	0.9074074074074074	False
479	97647867.48187247	111632251.09860627	103273710.51040877	85482617.30445267	257859903.83743852	172341314.98613295	156120921.6875014	155014232.79750744	126424153.81114154	208533163.92958573	40177368.546412244	67584921.31470367	43744238.70932023	53015171.29456782	46936709.01807219	54369797.49408579	30203365.300598457	15131689.190993473	19941345.96414539	19959673.093273956	13672988.205690812	35827398.35511493	77171112.74141988	11524078.233303605	15801138.17187182	17048907.369697053	18824998.39686941	7755887.38170884	16817582.085438196	15369763.696844595	43131620.04702641	38125136.08065527	29172620.577319693	75300687.79937555	17111820.18879256	20731512.59706004	22050591.258803833	33946251.03803044	38574311.24102621	24966746.65193926	31172712.033766694	25519095.456049677	23147923.25719795	53521086.11647039	81342252.21652251	25125782.11577564	38416597.82711601	22799479.435059745	36729961.61213986	64903974.23917479	83971119.45178135	124914451.03763446	132333099.55625223	11736054.544040555	F4448	120.0809	24.51	22.93	26.23	503.0	1590719717.0	1.0	0.99	12.0	61.0	1.0	False
491	4578265.428484364	4057890.9696619823	243427.52315608953	4053660.3584647398	7582115.001603832	5010195.010582101	0.0	341906.64662593714	7135130.871791533	6638045.845878214	5780612.59558978	3929747.6502244635	2012220.6928348332	1496843.8813495818	1982689.6453265052	0.0	2355217.7291106493	2013134.2885546042	3943123.848076619	1879593.9620858382	3053782.28170767	4495551.315859144	2207513.2263026307	626095.8349875903	1842382.3199546402	998310.366120492	0.0	3861380.12013831	0.0	2451853.0627824427	5436331.728738611	4625638.9839587165	3567355.152267348	4321726.519182029	4387529.07950404	4276938.432680487	5715708.744990366	4150851.448296784	1768901.0799652322	744491.4949574916	5500984.4650723105	3979692.181927676	4005582.4707665336	2078511.9775673703	0.0	1774160.098493141	1199602.9989771738	2302895.2692173948	1398350.554190216	0.0	5263923.801527127	6136983.15242478	4529374.661340929	4498241.986632714	F4508	273.2573	610.1	609.05	609.58	6151.0	471970715.0	0.74	0.85	49.0	53.0	0.8888888888888888	False
492	14533947.14603083	6273508.244525355	0.0	13789584.16418629	23388467.640079033	17962965.18942984	0.0	10358518.428010507	14017501.906626746	30902339.233493295	10828631.009567507	7734438.627880849	12525672.826978695	10603106.924803924	15632587.1188561	9983627.772597887	15592909.193181947	5650237.785605115	16198698.356325421	9005140.01378533	12979260.757084923	13723051.303670993	12287402.75441027	6297170.1598248705	19118032.256159686	9433762.046021258	0.0	6983547.793366416	0.0	426066.4730935337	10445240.30117868	15413182.923164038	18028397.98210191	15666331.599346956	6750945.667155199	13952490.942245679	20689262.427167315	7986078.073048049	14575981.766516952	10515694.348990422	8420611.431143787	11093182.5747878	20522125.401196104	13135953.146926308	0.0	6145653.60691245	12581665.117853148	12261480.778006697	83076.5850387162	0.0	17197813.703749985	16317846.495537799	21914980.2605989	4155562.4074647264	F4509	273.2573	611.02	610.5	612.6	6151.0	937180278.0	0.74	0.81	49.0	53.0	0.8888888888888888	False
503	3601374.26394762	3245525.0697165737	4679405.402836173	5582587.888416772	2032405.980667567	3047865.2823958304	3718488.5386901097	3512713.56118252	3166468.5969528216	3996851.0356961964	2396556.4452275163	4998886.301488383	403412.3337003912	1946744.020312579	2469063.3501573075	810405.6526990952	3854318.7857553633	1921752.5996551302	1426621.7032452065	3913559.8507292303	3000780.5492056	1324087.5242336702	1994906.0021706356	1085217.8051515897	3627140.469942848	1310527.964213748	2875339.4309763336	2652537.0125531047	2118542.808566178	3753271.921553333	2894331.669927332	2555666.095808835	3129467.9188557514	3353942.078871358	1810665.2122258744	3161494.641816412	3890112.8562952415	1782772.6814743595	2750629.829758926	2102777.8169754553	1604067.0906358764	2575429.3898819815	3809241.1276302733	773021.7768847992	2529763.8822318413	1700037.7826188575	3161381.034900713	2056970.525494329	1628816.7150116165	3296980.9959360054	3780620.273823167	4645330.701906342	3283465.1921956637	2215839.9169865283	F4564	273.9451	20.44	19.25	21.88	6159.0	170370515.0	1.0	0.83	13558.0	61.0	1.0	False
509	18688510.348518793	28834603.14463835	27912555.253435094	26494078.590728115	15721741.603692243	16025593.360994412	22154358.808200855	16448128.660059828	15898550.959467208	17199965.794486504	14963041.934768014	19500310.223360952	17947173.356331762	19598278.513909437	16657455.158884306	15790495.476590293	14563050.140118564	31939792.961411636	34032224.120669164	35059643.45575716	32427958.26332117	33465868.618135918	23477976.648759145	32571028.61037621	32330939.541885577	30526944.9952341	32675854.19552821	34940155.981837966	36948421.84966761	33173388.93601971	30939277.45505529	34056458.12926976	35888146.824021295	26745657.900617234	42122773.09017474	33966967.12267495	31391814.69393081	33751668.33480641	35066364.42810652	34801092.0844653	30020937.742384303	31009321.483686883	32305428.762902003	35098040.73650184	22256007.97381166	35414302.331102416	37713136.860279955	36196107.10078683	36266385.83943236	28691074.950515527	19662673.92503142	21096112.832359023	18119150.34548637	260204.47511403012	F4598	274.0836	26.37	24.64	27.94	6164.0	1329830120.0	1.0	0.99	99999.0	61.0	1.0	False
517	65122807.10776492	60182358.88015972	62135036.70452019	61260208.71583566	57001438.973957725	50604506.23834977	63559598.70946138	59084174.101752594	55350881.469528615	65657787.91513967	52127999.4348454	68512801.48562725	51537670.11038502	62119908.552865304	63491287.61023926	60562925.29133897	42899699.095483534	41182705.529409975	58360348.38392794	47045401.369917035	48404912.30038873	57182950.97352314	57600487.635994166	41020410.493525565	54812361.20162443	49681530.40232638	55997642.648887925	46317963.81287124	53615796.48468634	57357631.06345294	66204371.0234292	69339989.85538195	67172101.09050386	63820689.13006383	70681842.78618135	70419127.41604455	65709223.87183788	65030852.877518944	63769017.33345735	47829637.213352	63045131.12300196	50388822.2009356	68101506.97592634	65159020.42090735	63884973.88341563	59773114.77207619	75056891.54067001	56335241.88285998	62089619.11248706	60539967.132365525	58280643.48058496	61726567.00264317	61672285.38869825	71421915.2870547	F4656	121.0649	30.74	29.12	32.32	525.0	1307697598.0	1.0	0.99	42.0	62.0	1.0	False
