SOURCE	TARGET	ENZYMES
C03518	C00140	3.2.1.14
C04823	C00122	4.3.2.2
G00110	C00221	3.2.1.23
G00110	C00267	3.2.1.23
C05527	C00025	;2.6.1.1
ksii_core4_deg4	C00140	3.2.1.52
C01029	C00010	
C01029	C00315	
C01029	C00024	
C01342	C03239	;1.4.3.14
C01342	C00031	
C01342	C00025	;2.6.1.1;6.3.1.2;1.4.1.2;1.4.1.4;3.5.1.2;3.5.1.3
C06002	C00025	2.6.1.22
C05401	C00159	3.2.1.22
C05401	C00031	3.2.1.22
C05401	C00137	3.2.1.22
C05401	C00221	3.2.1.23
C05401	C00267	3.2.1.23
C00415	C00025	6.3.2.17;2.1.1.45;6.3.2.12
C00328	C00025	2.6.1.7
C00208	C00031	3.2.1.20;3.2.1.10;
C00208	C00267	3.2.1.20;3.2.1.10;3.2.1.3
ksi_deg23	C00140	3.2.1.52
CE7086	C00025	2.3.2.2
G00497	C00159	3.2.1.22
G00497	C00031	3.2.1.22
G00497	C00137	3.2.1.22
C05947	C04281	1.5.1.12
C05947	C00025	1.5.1.12;2.6.1.23;2.6.1.1
C05947	C05938	1.5.1.12;1.5.99.8
C00668	C00267	2.7.1.147;2.7.1.1;3.1.3.9;2.7.1.2
C00041	C00025	;1.8.1.4;2.3.1.1;2.6.1.2;2.6.1.40;2.3.2.2
C00041	C01879	;2.3.1.1;4.4.1.1;3.4.11.1;3.4.11.2;6.3.2.3;2.3.2.4;2.8.1.7
C00151	C01879	2.3.2.4;3.4.11.1;3.4.11.2
C02320	C00025	2.3.2.2
CE4788	C00612	;1.5.3.11;2.3.1.57
ksi_deg25	C00140	3.2.1.52
C00093	C00137	3.1.4.44;2.7.8.11;3.1.4.3
C00028	CE7088	1.14.99.1
C00028	C00122	1.3.99.1
C00028	C05938	;1.5.99.8
C00059	C00140	;3.10.1.1
C01239	C04540	3.5.1.26
G00278	C00159	3.2.1.22
G00278	C00031	3.2.1.22
G00278	C00137	3.2.1.22
hs_deg15	C00140	3.2.1.50
leuktrC4	C00025	2.3.2.2
G00123	C00140	3.2.1.52
G00123	C00221	3.2.1.23
G00123	C00267	3.2.1.23
C00450	C04076	1.2.1.31;1.5.1.9;1.14.17.1;1.5.99.3;1.5.3.7
C03692	C00159	3.2.1.22
C03692	C00031	3.2.1.22
C03692	C00137	3.2.1.22
