m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID	categories	classes
220.8721	22.02	0.026207986194124414	8.307012712444887		4.077438539713592				
221.0969	37.19	0.008847862886117868	12.436076366932435		2.125077241000362				
222.8697	25.57	0.014124581891316577	10.544618567513684		2.898187799230705				
227.0671	21.76	0.0006037315404582313	33.41460446547882		5.558084963364475				
228.8939	2.63	8.149575276570363e-06	176.71965798572688		4.774722573818108				
171.0114	24.78	0.004355501421878158	16.5121675400193		2.0823610486643815				
133.0133	1.84	0.00279122054507797	-19.46406777008953		-2.719632812154149				
207.0044	154.26	0.014880397939803504	10.248651513563873		2.6811844213772904				
235.0763	37.45	0.004645125245003	15.934533016249642		1.9188021868892413				
235.0763	41.55	0.0038277404065126487	17.778572348728684		2.1631149129131764				
237.0919	37.58	0.01983341805332225	9.145593369982755	C16H14O2	1.731025605474123		kp218_238.0992	{'Polyketides [PK]'}	{'Flavonoids [PK12]'}
237.0919	42.2	0.021578443717111238	8.882373592942642	C16H14O2	1.9165376626702653		kp219_238.0992	{'Polyketides [PK]'}	{'Flavonoids [PK12]'}
209.0968	37.58	0.018511549649491723	9.333841824398807	C15H14O	1.8801160398364587	p-methoxystilbene,Dihydrochalcone	kp223_210.1041	{'Polyketides [PK]'}	{'Aromatic polyketides [PK13]', 'Flavonoids [PK12]'}
209.0968	41.41	0.015068633589652911	10.186716205467187	C15H14O	1.8999961651681048	p-methoxystilbene,Dihydrochalcone	kp224_210.1041	{'Polyketides [PK]'}	{'Aromatic polyketides [PK13]', 'Flavonoids [PK12]'}
238.0953	37.58	0.012731215322999723	10.958343985214315	C16H14O2	1.9095110951282024		kp218_238.0992	{'Polyketides [PK]'}	{'Flavonoids [PK12]'}
238.0953	41.94	0.014143744722476797	10.504614986493483	C16H14O2	2.001865173569268		kp219_238.0992	{'Polyketides [PK]'}	{'Flavonoids [PK12]'}
210.0772	24.91	1.9159773000858897e-05	128.95193213062026		6.202681768269635				
210.0772	35.2	0.026207986194124414	8.306471934493764		1.621790826240101				
210.1002	30.06	0.0008620215679371162	29.55220866411479	C15H14O	4.89965409977478	p-methoxystilbene,Dihydrochalcone	kp222_210.1041	{'Polyketides [PK]'}	{'Aromatic polyketides [PK13]', 'Flavonoids [PK12]'}
