m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID	categories	classes
210.1002	37.45	0.0001896169332545845	51.38196678901014	C15H14O	1.6217555629060918	p-methoxystilbene,Dihydrochalcone	kp223_210.1041	{'Polyketides [PK]'}	{'Aromatic polyketides [PK13]', 'Flavonoids [PK12]'}
210.1002	41.68	0.0006576015502695913	32.3267114796912	C15H14O	1.847188026229869	p-methoxystilbene,Dihydrochalcone	kp224_210.1041	{'Polyketides [PK]'}	{'Aromatic polyketides [PK13]', 'Flavonoids [PK12]'}
182.0458	24.65	0.004645125245003	15.632168143170704		3.0664097467415736				
249.9637	21.24	0.0001967627749431808	47.90775993554184		4.790859296181331				
183.9303	22.29	0.0104760627028513	11.669003323897787		2.1762297949587186				
215.8859	22.15	0.0001857295295615401	55.50519276876295		3.779491927888232				
187.0065	24.65	0.01446776566857269	10.352678101699725		0.8763180310752219				
155.0171	26.12	0.016883536442298952	9.706071018530325		1.5978902373788024				
258.9821	23.34	0.04474048424802428	-6.969254081742378		-2.7205156629347975				
284.0931	27.95	0.0019035250797918134	22.660500774156187		2.4026150124056436				
363.1607	27.56	2.440004855015002e-05	112.9613552852682		2.266979268956611				
363.9053	25.17	0.0027786009477697234	19.7467256021412		2.3813580141871107				
263.0442	22.29	0.017097849933289857	9.649295906975604		2.293708237644445				
287.0888	21.89	0.035868913321239856	7.526638025161498		2.3506816513320175				
287.0888	23.2	0.04562189546582277	6.919069574026929		2.4071447723957853				
365.948	22.55	0.0001967627749431808	48.31709244103528		2.9417392574859065				
366.0656	25.85	0.000318204432137498	40.228847963561165		2.0757627998872294				
265.0413	22.15	0.04692436837951867	6.801085083033129		2.1588189478672177				
367.2468	174.54	0.0001896169332545845	53.74203732292389		2.074507030064307				
367.945	22.68	0.0009661068720008778	28.147397946340057		2.947173795745151				
329.2086	27.03	0.004645125245003	15.888570379289654		1.3059175898941646				
268.8012	22.15	0.026338065425524426	8.277064539335385		2.972615917348847				
269.1315	36.01	0.04864590141025629	6.682915985059797		0.6037758548455798				
271.2281	116.46	0.010054269686429754	11.902145496531219	C16H32O3	2.7394276127683455	8S-hydroxy-hexadecanoic acid,7R-hydroxy-hexadecanoic acid,14S-hydroxy-hexadecanoic acid,Jalapinolic acid,9-methoxy-pentadecanoic acid,Kerrolic acid,2-hydroxy palmitic acid,3R-hydroxypalmitic acid,Juniperic acid,5S-hydroxy-hexadecanoic acid,15-hydroxy-hexadecanoic acid,14-hydroxy palmitic acid,3-hydroxy-hexadecanoic acid,5-hydroxy-hexadecanoic acid,5R-hydroxy-hexadecanoic acid,8-Hydroxypalmitic acid,(+)-15S-hydroxy-hexadecanoic acid,3S-hydroxypalmitic acid,2R-hydroxypalmitic acid,11-hydroxy palmitic acid,2S-hydroxypalmitic acid	kp520_272.2354	{'Fatty Acyls [FA]'}	{'Fatty Acids and Conjugates [FA01]'}
272.2315	116.86	0.0001896169332545845	51.517356835946686	C16H32O3	4.324859315725991	8S-hydroxy-hexadecanoic acid,7R-hydroxy-hexadecanoic acid,14S-hydroxy-hexadecanoic acid,Jalapinolic acid,9-methoxy-pentadecanoic acid,Kerrolic acid,2-hydroxy palmitic acid,3R-hydroxypalmitic acid,Juniperic acid,5S-hydroxy-hexadecanoic acid,15-hydroxy-hexadecanoic acid,14-hydroxy palmitic acid,3-hydroxy-hexadecanoic acid,5-hydroxy-hexadecanoic acid,5R-hydroxy-hexadecanoic acid,8-Hydroxypalmitic acid,(+)-15S-hydroxy-hexadecanoic acid,3S-hydroxypalmitic acid,2R-hydroxypalmitic acid,11-hydroxy palmitic acid,2S-hydroxypalmitic acid	kp520_272.2354	{'Fatty Acyls [FA]'}	{'Fatty Acids and Conjugates [FA01]'}
333.0549	221.18	0.04692436837951867	6.7860204212971755		3.302972534439105				
333.0549	611.15	0.04692436837951867	6.773532127988635		3.1408193115090217				
273.0732	21.63	0.004355501421878158	16.505975439809927		2.518455924337392				
298.0724	27.95	0.016126622181636047	9.900374718407594		1.8073784312305463				
298.0724	35.59	8.149575276570363e-06	197.04812826099393		2.1599857591345675				
336.8794	26.12	0.029945439634349962	7.9595130360680075		1.29201966773595				
299.2594	174.8	0.004645125245003	15.784152209459206	C18H36O3	2.40364124819898	DL-9-hydroxy stearic acid,15-hydroxy stearic acid,17-hydroxy stearic acid,DL-5-hydroxy stearic acid,9S-hydroxy-octadecanoic acid,DL-2-hydroxy stearic acid,2-hydroxystearate,12R-hydroxy-octadecanoic acid,DL-6-hydroxy stearic acid,13R-hydroxy-octadecanoic acid,11-methoxy-heptadecanoic acid,DL-4-hydroxy stearic acid,18-hydroxy stearic acid,DL-3-hydroxy stearic acid,DL-13-hydroxy stearic acid,(R)-10-hydroxystearic acid,9-methoxy-heptadecanoic acid,16-hydroxy stearic acid,9R-hydroxy-octadecanoic acid,DL-12-hydroxy stearic acid,14-hydroxy stearic acid,3R-hydroxy-octadecanoic acid,DL-8-hydroxy stearic acid,DL-7-hydroxy stearic acid,2R-hydroxy-stearic acid,(S)-3-hydroxystearic acid,Rosilic acid,3-hydroxy-16-methyl-heptadecanoic acid,DL-11-hydroxy stearic acid	kp562_300.2667	{'Fatty Acyls [FA]'}	{'Fatty Acids and Conjugates [FA01]', 'Octadecanoids [FA02]'}
277.0599	23.07	0.034454937245989525	7.627781987262864		2.6963426546007874				
339.2155	116.46	0.018511549649491723	9.340126366784268		1.260974778777289				
378.1571	76.3	0.0019035250797918134	22.355705408618498		2.517311117869532				
279.0568	22.94	0.0038277404065126487	17.74734868570685		5.508318181995133				
381.8682	21.89	0.007649161369929252	13.047547159753837		1.9400096962973663				
341.1184	37.58	0.016070276153365794	9.982087747920271		1.8484325936134702				
341.1184	41.55	0.016672746908047886	9.789225567440681		1.8631320629942465				
304.0789	23.07	0.021620081283794695	8.856816055673244		3.3112492569668				
342.1219	37.58	0.024630824167130368	8.50059779954367		1.7412022457115803				
342.1219	41.81	0.02066088826812294	9.026835217027793		1.8758285425119254				
343.1342	42.33	0.037562910143986224	7.4076605129082544		1.6188944184447038				
343.8473	22.55	4.10656878436805e-05	93.78961151386096		1.9931856802018757				
387.9094	22.68	0.0019035250797918134	22.44909912769557		1.4974342362711326				
349.012	25.04	0.02366112200732391	-8.61026283189659		-2.8004005322828966				
349.2753	169.94	0.0026651996271666407	20.093561839216207		1.0632775644120365				
389.9066	22.42	0.0019035250797918134	22.404417685732117		2.1727098691146836				
351.9325	22.29	0.004645125245003	15.61738495582003		2.285960968142785				
315.2542	52.34	0.005691241693024709	14.514773390559773		5.644972868019995				
357.15	37.45	0.0001967627749431808	49.830212645921826		3.608967339851958				
357.15	65.37	0.007445036587383157	13.186757474011001		2.1184918564006487				
398.8584	21.89	0.013694783455517582	10.688298804562729		3.8882097982179022				
359.1656	37.58	0.008036796441795233	12.790590576115752		2.1806270712470344				
423.1275	32.97	0.0019035250797918134	22.855132928879645		2.9672046282216265				
360.1691	37.45	0.00432498449390851	17.001939732550877		1.518677478670341				
423.9969	24.12	0.017812304210522892	9.506465177380221		1.8664191880250023				
424.1326	39.68	0.023249271650516146	8.670106392458413		1.8043867877160302				
401.9257	21.5	0.007415733938915415	13.287658535742269		1.8970984086002893				
456.1223	37.58	0.04115376852007442	7.17225391047867		1.5004149147776857				
456.1223	41.15	0.016070276153365794	9.948074653844959		1.7641390917629884				
403.9218	22.81	0.00024057228971733783	43.73626923363264		1.8890131198544182				
430.3046	57.06	0.03342715427953817	7.705752766973434		1.5689076147841554				
430.3046	58.24	0.0047491037048766485	15.374788159666018	C27H42O4	1.8379462896561272	Solagenin,(23S)-23,25-dihydroxy-24-oxovitamin D3 / (23S)-23,25-dihydroxy-24-oxocholecalciferol,(24R,25S)-25,26-epoxy-1alpha,24-dihydroxyvitamin D3,(22E)-(24R)-1alpha,24,25-trihydroxy-22,23-didehydrovitamin D3 / (22E)-(24R)-1alpha,24,25-trihydroxy-22,23-didehydrocholecalciferol,7alpha-hydroxy-3-oxo-4-cholestenoic acid,Isonarthogenin,Sisalagenin,Prazerigenin A,1alpha,25-dihydroxy-18-oxovitamin D3 / 1alpha,25-dihydroxy-18-oxocholecalciferol,1,25-Dihydroxy-23-oxo-vitamin D3,(22E)-(25R)-1alpha,25,26-trihydroxy-22,23-didehydrovitamin D3 / (22E)-(25R)-1alpha,25,26-trihydroxy-22,23-didehydrocholecalciferol,(24R,25R)-25,26-epoxy-1alpha,24-dihydroxyvitamin D3,(22E)-(24S)-1alpha,24,25-trihydroxy-22,23-didehydrovitamin D3 / (22E)-(24S)-1alpha,24,25-trihydroxy-22,23-didehydrocholecalciferol,Hecogenin,Isonuatigenin,3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al,Convallamarogenin,(24S,25S)-25,26-epoxy-1alpha,24-dihydroxyvitamin D3,Yuccagenin,(23S,25R)-25-hydroxyvitamin D3 26,23-lactol,3beta-hydroxy-7-oxocholest-5-en-(25R)26-oic acid,Cryptogenin,7alpha-hydroxy-3-oxocholest-4-en-27-oic acid,(22E)-(25S)-1alpha,25,26-trihydroxy-22,23-didehydrovitamin D3 / (22E)-(25S)-1alpha,25,26-trihydroxy-22,23-didehydrocholecalciferol,Nuatigenin,Verrucorosteroid C,Subergorgiaol H,(24S,25R)-25,26-epoxy-1alpha,24-dihydroxyvitamin D3,Ruscogenin,1alpha,25-dihydroxy-24-oxovitamin D3,Epiruscogenin,Pennogenin	kp914_430.3085	{'Sterol Lipids [ST]'}	{'Sterols [ST01]', 'Secosteroids [ST03]', 'Bile acids and derivatives [ST04]'}
405.1541	36.93	0.004645125245003	15.64063132931178		1.7098708979295765				
458.1192	37.58	0.03995782761485341	7.271779739012807		2.372607157693764				
458.1192	40.89	0.010976283797500989	11.455828270555747		2.4220009932251543				
407.1326	35.07	0.0047491037048766485	15.302200062813723		3.1938887030345136				
407.2573	68.39	0.024822408316427885	-8.463868336710181	C20H41O6P	-0.27549238679545596	1-heptadecyl glycerone-3-phosphate	kp938_408.2648	{'Glycerophospholipids [GP]'}	{'Dihydroxyacetonephosphates [GP22]'}
459.1227	37.58	0.02806975769505364	8.121809404543669		1.6715119123539033				
459.8842	21.63	0.002784471847460704	19.60395014051706		5.0905632320027845				
503.073	37.32	0.004317287275303037	17.11110672307582		1.8876844228653802				
505.1623	42.86	0.009980113462686355	11.97501839696505		1.740856468894199				
435.9582	27.95	0.0012598178549021576	25.84654108108102		1.4887193749469532				
436.06	79.59	0.04692436837951867	6.7849070641222795		0.9637310177040099				
507.3693	250.04	0.042946808574376105	7.074483409699274		5.061523793784172				
559.0204	202.62	0.0047491037048766485	15.386583835927478		1.7471159829749539				
559.0204	222.23	0.016846894896591684	9.737076532043503		2.4019166712319375				
438.0573	79.85	0.046490288025932115	6.843326707138295		1.5625724981087572				
563.4323	308.94	0.007415733938915415	13.336967513152956	C34H60O6	6.47276213792172	Neoannonin	kp1091_564.4397	{'Polyketides [PK]'}	{'Annonaceae acetogenins [PK03]'}
470.1284	28.22	0.00799373914122016	12.854548924933379		2.182017491263508				
566.9039	21.1	0.035868913321239856	7.514715709424657		3.4325660230747026				
444.1819	86.04	0.004355501421878158	16.6407410683813		2.4541915432007286				
570.175	53.25	0.0001967627749431808	47.37085963387248		1.7382087218718105				
446.0887	79.59	0.029945439634349962	7.949716397157792		1.026361889839496				
519.8322	140.3	0.0011967302783962468	26.422586965076032		4.186047232924446				
519.8322	144.65	0.0102667557588938	11.768275549446683		4.050392753997871				
519.8322	168.63	0.007375310445039806	13.424084415431933		3.603033175098247				
519.8322	176.0	0.04320803329178388	7.048645913709652		2.7888582940486764				
519.8322	182.57	0.002584875701806058	20.393412694183123		3.7108438096226433				
519.8322	334.91	0.014124581891316577	10.539610851794459		2.130736621968971				
519.8322	337.54	0.00041202287946755375	37.22543915548895		5.055235470251331				
519.8322	370.76	0.004645125245003	15.834354964572666		3.3138511855217825				
519.8322	372.86	0.016070276153365794	9.936185716336942		3.2125028677991594				
520.837	21.24	0.010500031930918143	11.624186469083941		3.083283834522227				
452.1734	36.93	0.0478304343672251	6.726044197829078		0.7919278209056024				
478.2943	104.71	0.006515649726537834	-13.90977916952121	C23H46NO7P	-1.9885209506590797	PC(15:1(9Z)/0:0),PE(18:1(9Z)/0:0),PE(18:1(11Z)/0:0),PE(0:0/18:1(11Z)),PE(0:0/18:1(9Z))	kp1241_479.3017	{'Glycerophospholipids [GP]'}	{'Glycerophosphoethanolamines [GP02]', 'Glycerophosphocholines [GP01]'}
524.2085	209.34	4.870346117184533e-05	85.86642186117567		2.050172905513886				
585.3032	203.28	0.014180933000588342	10.466660336949401		1.977040559430332				
622.0919	215.51	0.021157046558058588	8.949564955268537		2.5230742141732065				
624.09	215.51	0.048959098450626355	6.658849801789246		2.333722011476034				
484.1446	37.32	0.00022426813201473428	45.15340160495435		2.2477012360782176				
529.1664	37.58	0.046490288025932115	6.844226511882153		1.2392404845455474				
608.247	275.33	0.00013134194361208361	62.34329968988119		2.4109738072459344				
646.8568	21.24	0.010054269686429754	11.871087851951751		4.731306614864565				
648.2495	248.2	0.009046478521354255	-12.322271257210145		-0.584983514065037				
690.2713	212.23	0.0007561986069681346	30.867410272195194		2.1741961152348566				
652.3262	188.91	0.0021783176126216755	21.44777592580066		3.6573773416744366				
699.1749	36.8	0.007415733938915415	13.249926400807857		2.5974398429170797				
656.8857	21.1	0.004355501421878158	16.751065568954665		5.427418537036974				
702.0571	34.94	0.0047491037048766485	15.260748931743496		3.168300540702244				
660.2877	264.39	0.04115376852007442	-7.170003869573061		-1.1222056635953486				
708.0491	35.88	0.018511549649491723	9.362516177872768		2.53175986256311				
709.262	257.15	0.012976235150863338	10.870882766125307		2.1389807423208413				
664.2445	238.84	0.04031997591726864	-7.239149167520686		-0.6274667029806267				
665.2562	284.28	0.005702284299845505	14.447842670423466		5.546998170118201				
496.1772	186.81	0.0008864811432030427	29.046306626539643		2.9791966706647734				
669.3748	202.23	0.00010603991964920695	68.00658740934202		4.480803306682205				
733.1954	103.14	0.017812304210522892	9.498660755221922		2.675831113351805				
686.2932	210.78	0.004355501421878158	16.52763136146738		3.8858848776423347				
972.5936	213.28	0.004645125245003	15.925002252702427		3.2141994470608566				
851.9828	34.94	0.046216572910799746	6.881363790762888		2.2291808146086254				
963.5847	191.67	0.011409204638593613	11.306689693558141		2.590445372933374				
963.5847	202.09	0.01446776566857269	10.357280412513202		2.9061592633536826				
