m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID
172.9907	25.73	0.007059181438448567	28.954376010592917	C6H6O4S,C6H6O4S	0.875655594318669	Phenol sulphate,O-Phenolsulfonic acid,Phenol sulphate,O-Phenolsulfonic acid	5819
173.994	25.59	0.04098309574200845	13.089404907178377	C6H6O4S,C6H6O4S	0.9316880323915875	Phenol sulphate,O-Phenolsulfonic acid,Phenol sulphate,O-Phenolsulfonic acid	kp71_173.9979
174.9865	25.73	0.0032282968966378094	41.91474149790647		0.968701862857948	174.9865	
190.9649	27.3	0.03074888076946791	15.953867950862303		1.0503880393618807	190.9649_M-H-, 3x charged	
201.1239	192.89	0.03074888076946791	17.459439502011616	C9H18N2O3	2.788754308567352	Isoleucyl-Alanine,n2-Acetyl,n6-methyllysine,N-Acetylisoputreanine,Alanylleucine,Alanylisoleucine,Leucylalanine,Leucyl-Alanine,DL-Alanyl-DL-leucine	15769
204.9974	30.59	0.03074888076946791	15.86602600108772	C10H8O4S,C7H8ClNO2S	0.6155061575921934	1-Naphthyl sulfate,2-Naphthol sulfate,N-Chloro-p-toluenesulfonamide	17413
254.9897	105.12	0.04098309574200845	13.92908232058954		1.6192778606131562	254.9897	
462.9677	267.69	0.04098309574200845	13.098291414124699		5.332924659713356	462.9677	
