m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID	categories	classes
188.0707	24.59	0.04130319162504029	-9.155313882069578		-1.918241871547707				
190.0863	24.86	0.010533213971805646	-19.391860534208924		-1.7601569471767533				
243.183	20.65	0.025466236271556086	11.727692669674916		1.3851415409192604				
250.0385	24.46	0.04843105591446101	-8.632144172109994		-2.0013502384250863				
146.0601	24.59	0.029866284986209354	-10.455792172090487		-1.9083723965353023				
202.1803	21.44	0.035235618850420786	9.814190535015072	C11H23NO2	1.4390880577614311	11-amino-undecanoic acid	kp882_201.1729	{'Fatty Acyls [FA]'}	{'Fatty Acids and Conjugates [FA01]'}
205.0972	24.33	0.0434927606671072	-8.953825030618905		-1.9128977982821276				
326.3053	140.92	0.011779117225258755	-18.13306802380555		-2.079777786489611				
377.2009	193.72	0.03826175010172793	-9.424391726749073		-1.636900799805428				
378.2088	193.98	0.029866284986209354	-10.786759936563554		-1.8659366763397358				
380.2087	194.11	0.030539672855770274	-10.287090169771963		-2.524452509264208				
167.093	22.62	0.014552333564582874	-14.479181551341169		-2.189709337194518				
168.0963	22.62	0.014552333564582874	-15.471571536355993		-2.615597623594315				
428.2547	146.32	0.0071281906317095115	-26.494769530819216		-2.6262378777876165				
396.2319	193.98	0.029866284986209354	-10.53393679259464		-1.9618010378200417				
431.095	28.53	0.010533213971805646	19.56489737009905		3.747263374856008				
432.0983	28.53	0.014552333564582874	14.42110933996095		4.412565827582316				
433.1021	28.4	0.004118018429689821	38.50818511211235		6.841216841293754				
473.3989	317.6	0.0071281906317095115	25.472714103720477	C31H52O3	4.964289157899977	Galaxaurol D,26,27-diethyl-1alpha,25-dihydroxyvitamin D3 / 26,27-diethyl-1alpha,25-dihydroxycholecalciferol,Theonellasterol D,1beta-butyl-1alpha,25-dihydroxyvitamin D3 / 1beta-butyl-1alpha,25-dihydroxycholecalciferol,1alpha-butyl-1beta,25-dihydroxyvitamin D3,1alpha,25-dihydroxy-26,27-dimethyl-24a,24b-dihomovitamin D3	kp1885_472.3922	{'Sterol Lipids [ST]'}	{'Sterols [ST01]', 'Secosteroids [ST03]'}
474.4025	317.86	0.014552333564582874	15.28248009182416	C31H52O3	5.299688410901258	Galaxaurol D,26,27-diethyl-1alpha,25-dihydroxyvitamin D3 / 26,27-diethyl-1alpha,25-dihydroxycholecalciferol,Theonellasterol D,1beta-butyl-1alpha,25-dihydroxyvitamin D3 / 1beta-butyl-1alpha,25-dihydroxycholecalciferol,1alpha-butyl-1beta,25-dihydroxyvitamin D3,1alpha,25-dihydroxy-26,27-dimethyl-24a,24b-dihomovitamin D3	kp1885_472.3922	{'Sterol Lipids [ST]'}	{'Sterols [ST01]', 'Secosteroids [ST03]'}
437.2585	193.85	0.029866284986209354	-10.703849429764661		-1.9115033317268733				
438.2618	193.98	0.03537382661030194	-9.70899887260215		-2.1672729180362644				
481.3308	193.33	0.014552333564582874	-14.43986826305296		-2.373289910565056				
527.3636	231.0	0.029866284986209354	-10.476859403714858		-2.677703973898641				
490.4257	317.6	0.008461744209149908	22.69512339273586		5.0302483086572956				
533.8855	165.95	0.01264092239530637	17.22148052585196		5.876990569835424				
456.2896	193.98	0.025466236271556086	-11.885576010749164		-2.1436617436430723				
518.4572	317.6	0.018409924167106677	13.347721488824915		5.388184944289204				
664.4305	162.23	0.014552333564582874	-15.706213189070567		-3.157030543579367				
694.4831	195.03	0.026111588679299993	-11.492474701733075		-1.5148858406439807				
695.4866	195.03	0.022103121404300412	-12.531861771378804		-1.4900306682221967				
