m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID
117.0677	210.31	0.03579711431652842	9.397306529214733		0.7979002020485169		
173.994	25.59	0.04927117131677648	8.402201884961014	C6H6O4S,C6H6O4S	0.9917596165046945	Phenol sulphate,O-Phenolsulfonic acid,Phenol sulphate,O-Phenolsulfonic acid	kp172_173.9979
118.0746	210.31	0.025840338872159956	12.853369876265639		0.8462649957025796		
149.0462	189.84	0.02766622950485957	11.095539553824246		0.889322202814931		
166.0779	159.05	0.03318444833592802	10.07181901920826		0.9452321874341862		
168.0329	191.97	0.005460952149740185	-32.58066799108155		-1.7827683538403107		
204.0855	156.16	0.02766622950485957	11.236502468062152		1.0844072689632434		
209.0598	301.83	0.03579711431652842	-9.350580045602053	C14H10O2	-1.3803627041771058	Benzil,Phenanthrene-3,4-diol	kp1165_210.067
249.0551	162.75	0.028991454087704406	-10.770314266631168	C8H14N2O5S,C8H14N2O5S	-1.3850207342483003	(4S)-4-Amino-5-[(2R)-2-amino-3-sulfanylpropanoyl]oxy-5-oxopentanoic acid,Glutamylcysteine,Cysteinyl-Glutamate,gamma-Glutamylcysteine,N-gamma-Glutamylcysteine,(2S)-2-Amino-5-[(2R)-2-amino-3-sulfanylpropanoyl]oxy-5-oxopentanoic acid,(4S)-4-Amino-5-[(2R)-2-amino-3-sulfanylpropanoyl]oxy-5-oxopentanoic acid,Glutamylcysteine,Cysteinyl-Glutamate,gamma-Glutamylcysteine,N-gamma-Glutamylcysteine,(2S)-2-Amino-5-[(2R)-2-amino-3-sulfanylpropanoyl]oxy-5-oxopentanoic acid	kp1219_250.0624
270.2159	28.22	0.025840338872159956	12.993521384602694	C16H30O3	1.2754870221391457	11-Oxohexadecanoic acid,3-Oxohexadecanoic acid,8-Oxohexadecanoic acid,2-Hydroxydodecyl methacrylate,9-Oxohexadecanoic acid	kp1175_270.2198
250.1045	276.75	0.03251110967123108	10.284849658642198	C10H22NO2PS	1.9461621057744054	2-[Cyclopentyloxy(methyl)phosphoryl]sulfanyl-N,N-dimethylethanamine	kp1251_251.1119
271.2282	28.22	0.025840338872159956	11.746640022506773	C16H32O3	2.5956203696272233	5-Hydroxyhexadecanoic acid,(R)-3-Hydroxy-hexadecanoic acid,11-Hydroxyhexadecanoic acid,10-Hydroxyhexadecanoic acid,8-Hydroxyhexadecanoic acid,2-Hydroxyhexadecanoic acid,3-Hydroxyhexadecanoic acid,9-Hydroxyhexadecanoic acid,16-Hydroxyhexadecanoic acid,6-Hydroxyhexadecanoic acid,13-Hydroxyhexadecanoic acid,12-Hydroxyhexadecanoic acid,7-Hydroxyhexadecanoic acid	kp1267_272.2355
252.0742	188.66	0.025840338872159956	-12.09407583935735		-1.344453028412964		
253.0665	188.66	0.009502584462942722	-20.812424497317		-1.437260678125181		
253.0864	301.7	0.03573125816184872	-9.608921000160432	C16H14O3	-1.4156111611533753	Fenbufen,2,6-Dimethoxy-4-phenanthrenol,3,6-Dimethoxy-4-phenanthrenol,Ketoprofen,Dexketoprofen	kp1361_254.0938
219.0443	162.62	0.025840338872159956	-12.369700102447245	C5H9NO4S,C8H6ClN3	-1.396784992245852	S-Carboxymethyl-L-cysteine,2-[(3-Chlorophenyl)diazenyl]acetonitrile	kp1614_179.0248
264.1008	198.04	0.008284975377338133	24.65702118017233		0.5684270949892145		
265.0502	192.1	0.025840338872159956	-11.926664998932	C11H11ClN4O2	-1.4950410404735663	1-(3-Chlorophenyl)-3-(4-hydroxy-1-methylimidazol-2-yl)urea,Fenobam	kp1781_266.0575
289.0707	209.79	0.04766966290304656	8.574203302962994		1.0375647681972033		
290.9974	24.4	0.022908374250427344	15.138554413272018	C13H8O6S	1.21300469428202	Urolithin-3-sulfate	kp1880_292.0041
374.0455	229.64	0.025840338872159956	-12.545410578491616		-1.8273081775950502		
429.1546	156.16	0.03573125816184872	9.600936192876956	C21H28O8	1.0941241122555283	3-O-Methylniveusin A	kp2716_408.1799
485.0492	390.72	0.009502584462942722	-20.007029752535303		-4.875201980112383		
