	Pellets_1_HILICpos	Pellets_10_HILICpos	Pellets_11_HILICpos	Pellets_12_HILICpos	Pellets_13_HILICpos	Pellets_14_HILICpos	Pellets_15_HILICpos	Pellets_16_HILICpos	Pellets_17_HILICpos	Pellets_18_HILICpos	Pellets_19_HILICpos	Pellets_2_HILICpos	Pellets_20_HILICpos	Pellets_21_HILICpos	Pellets_22_HILICpos	Pellets_23_HILICpos	Pellets_24_HILICpos	Pellets_25_HILICpos	Pellets_26_HILICpos	Pellets_27_HILICpos	Pellets_28_HILICpos	Pellets_29_HILICpos	Pellets_3_HILICpos	Pellets_30_HILICpos	Pellets_31_HILICpos	Pellets_32_HILICpos	Pellets_33_HILICpos	Pellets_34_HILICpos	Pellets_35_HILICpos	Pellets_36_HILICpos	Pellets_37_HILICpos	Pellets_38_HILICpos	Pellets_39_HILICpos	Pellets_4_HILICpos	Pellets_40_HILICpos	Pellets_41_HILICpos	Pellets_42_HILICpos	Pellets_43_HILICpos	Pellets_44_HILICpos	Pellets_45_HILICpos	Pellets_46_HILICpos	Pellets_47_HILICpos	Pellets_48_HILICpos	Pellets_49_HILICpos	Pellets_5_HILICpos	Pellets_50_HILICpos	Pellets_51_HILICpos	Pellets_52_HILICpos	Pellets_53_HILICpos	Pellets_54_HILICpos	Pellets_6_HILICpos	Pellets_7_HILICpos	Pellets_8_HILICpos	Pellets_9_HILICpos	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
1618	16705664.912551342	11729082.268950503	15308375.279694779	14967275.998937545	15751395.411557285	15796300.216803972	15070536.791213887	11587806.810437717	14694046.879715769	18589916.056099784	30073076.46975355	11535268.176150685	26859065.77954684	24386432.94944463	23851289.052048765	24084337.686306797	23431125.285533886	25837932.60730196	21907020.34234545	19525320.397369847	22951478.44510832	23277112.290502757	11212740.096266134	26380842.78912849	25355843.71942949	22419412.538074877	19065894.704673715	25658351.995423075	19881789.693550732	26738245.46995416	30508898.300592344	24672460.396922763	24298745.58017282	16593173.310830351	20326548.160263207	22866915.28813692	29391428.93666378	23105424.57221031	19682725.70042007	22004230.05019533	26299374.592517063	20440689.203719977	19400870.85266854	21640378.21918825	13400351.457685845	12873433.668695634	20136599.798871417	15825663.645205904	18243700.157553807	27949668.596291136	16349096.626426682	13758789.344754666	15052471.853303261	12140999.325566383	F9432	123.0442	211.1	209.53	212.68	1207.0	1233310239.0	0.71	0.98	34.0	59.0	1.0	False
1620	14810614.426510874	9739149.306343261	9268286.59055739	7312972.666095576	7636094.018947321	5940665.218351595	13961264.161711283	6746513.713745757	5564870.388323204	9879934.023258068	139222969.80847704	9853029.847469067	164274747.13947156	153575726.23041475	131834064.82782945	136614903.9992797	81981329.43545881	23780769.108090773	31041179.597084537	81926449.36130382	29458500.57709641	110169367.81150925	11884287.413131744	62777422.96242603	85846258.46235834	57017689.690895475	66664713.72853719	57776593.05528135	68326802.46759287	71437129.03604022	82330102.6308064	81234787.57940656	105236469.32117967	3310488.7317795893	78018672.95646216	84935629.78777598	119841234.44042663	145808819.48379552	89152886.13944454	83139628.23963532	119712098.96532068	161472241.9539806	302812742.12837934	115352848.22369553	3189153.206587997	136178774.7804501	112210280.06000221	148539786.46044883	195890630.8504306	235511571.30973136	3315058.47274569	9179296.985133436	9865021.138512133	11926421.672270622	F9449	205.1182	261.32	259.72	262.9	3819.0	2107719179.0	0.83	0.99	15.0	58.0	1.0	False
1626	47848284.447395675	47166997.75729788	52507763.57399814	46663308.00340181	49762445.03904265	48508017.64736635	49222371.978726685	46592965.47637649	47981855.97257218	56726572.601702385	99571786.40335363	59913279.173961945	91599701.03673843	100233032.27670467	95907104.78924938	102337561.00640142	103964052.27712594	112228175.49154861	102643137.79118049	100534554.58058532	111456650.11449033	110399960.81796998	51868294.88895837	105908740.49083053	110987911.29030822	105273904.42278284	102161200.41788985	104829462.39174004	97191225.80036388	108034299.87495342	107217823.90423852	102730492.22904089	103179830.81696944	59510036.87799463	97656869.90948471	100003625.23422338	102316501.63010183	90218157.840184	89808647.18840514	98715117.10058917	106227673.86370519	82669263.97479548	102167663.83904748	84194308.17343128	65746252.91319274	87344044.9893654	93017703.4932416	89667302.15891318	82071838.65439174	83836478.74313618	56116332.61516152	49948845.00243275	45213100.041045055	42813594.05317602	F9460	240.9667	224.0	222.43	225.58	5567.0	2214649091.0	0.71	0.96	1092.0	59.0	1.0	False
1633	21080401.33478396	18010357.491307385	18095342.455533527	17504715.673404828	10927712.611363163	14592612.63429508	17447771.771509122	14425205.36436974	12077035.914004954	10616219.812736856	3274636.4836461	17911306.376243845	4312124.049864007	4619672.198977792	6141124.07726444	5184698.037614673	3726838.7738737906	3014507.78075558	3658929.4641102757	4139979.8441040902	2267859.7928018975	2007654.6398416068	18630554.928097542	3298448.418061421	747682.5262354069	4104937.7854936183	4047026.550249454	1675332.1199307153	2060344.3089028816	64809.452180011394	1843193.163417121	2815813.719888829	2729676.648251092	14165353.20931373	1576465.2373589256	2439791.742942369	1819259.2211958228	534418.6383213985	2960475.864451765	2766310.873154415	88075.15167236827	1983787.7277494033	1229243.6790725728	3252087.969956339	15324483.084377458	4660369.310802619	3715683.273394643	1608164.7818340675	3205646.8038836545	1755602.9201339586	9645300.083166696	12846324.392358474	15734260.536108378	19594189.72703934	F9531	123.0747	201.65	200.04	203.22	1215.0	581334260.0	1.0	0.98	632.0	58.0	1.0	False
1634	8335437.376265081	7994668.081592308	7773631.299171993	7344253.335297537	6254665.862521097	0.0	6774506.132476464	5786096.720898613	5835204.488143899	5618479.81299559	11203488.699867982	7844682.016423549	11471243.076598633	12001649.448838973	9668584.56518046	9251065.593591273	9635170.851194946	13809705.809477516	10794717.39261924	8951875.83335591	11548909.830502784	10921503.642912798	7140001.804697661	12495279.255765213	12052042.096760362	12110433.38244144	10777321.127372386	12415141.320362654	9962316.023665441	11967225.823459703	18449470.30848118	14498298.082291808	12590396.360403782	0.0	14753963.821034519	13213254.267266886	14204497.835176272	13463846.207565961	12136818.708763793	10581468.225378595	14374379.581664106	11133956.362326385	12064149.120414184	12821200.699598655	143913.7508971881	11082794.170863364	12336718.255927442	12050809.529563783	10843940.85433668	13072988.81426826	9763516.56404988	8673718.02706469	0.0	7851655.412102644	F9537	123.0806	27.28	25.7	28.85	1216.0	581424753.0	1.0	0.9	24.0	59.0	0.9444444444444444	False
1637	817843.556639741	691270.0590124871	640188.3949364384	640289.022990703	799208.8059705356	0.0	651651.3045605444	932941.5112985377	0.0	606868.4771784744	1321214.7003515032	517222.2920012939	1210959.2396481298	1679418.9282883636	1331368.965388037	1752125.337462544	1586040.1113504078	1750979.7501300331	1267824.933784817	1323273.4833906249	0.0	1682466.699197667	823978.5019255051	1869147.7083622995	1739133.6695537406	1299898.2836542134	1319548.3651781124	0.0	1682310.789856046	1500854.260257094	0.0	895800.7478672891	0.0	788917.1522286393	0.0	1101360.9992210793	1177592.1242562102	677369.7047517102	1281238.38825534	1306286.3717964354	1088207.2443043801	1069664.9526735006	1057844.2342279758	1000655.6360173947	0.0	1462759.251810419	1468465.5727322283	852355.4972535254	931301.6734179797	0.0	735443.1307861854	611501.8381982518	934452.6272607155	781650.0501364989	F9568	123.1291	2.1	0.52	2.89	1221.0	59219547.0	1.0	0.76	7808.0	49.0	0.8333333333333334	False
1655	1174948338.705894	1038573063.4811474	1131593930.4024835	1012231138.4812577	1172370423.268789	1066720978.6740608	1087117967.3340409	1076991287.4795036	1072206235.1711046	1169084967.5319698	177398114.58839765	1126892616.5922189	202810727.95399112	185731489.9100704	206302006.630769	219025132.90155008	137119389.17840868	68375507.24697576	103935327.5058737	123960078.82557034	70889571.11966838	155542080.57258135	1125503211.172021	74390635.15977307	85670644.44579259	85701445.76719435	113400951.11720212	239466010.38090727	403143333.3065311	347701642.3307562	274786364.79839975	380802296.31083995	376648776.0094594	847761909.0173893	414061299.3440113	375171783.04371035	530766346.6402406	416993312.77496094	446662657.19382286	396295432.1193286	445491241.62106526	586533831.9377917	480729509.2931528	144381301.8998243	966492543.5691684	173862399.3637634	163933549.32652295	578520320.9630843	673109602.3981601	733310918.6126027	893717433.4885201	1163544892.37284	1135630851.1988728	1045064380.1264049	F9646	241.1015	252.87	251.3	254.45	5591.0	2085022773.0	0.86	1.0	15.0	58.0	1.0	False
1657	201628307.47602555	173197905.7073005	193034210.57784694	167100627.2761541	194328822.49675176	180038838.55531228	198289022.4837248	183520438.72049272	174977221.05771726	186606999.8355403	28354319.265972268	187253899.67474192	34281921.35048408	32962011.667476382	35084753.96920729	38829729.698543735	23884517.975223247	12533516.948269984	17276042.77904528	20422931.963279225	11922484.623127928	26300634.060000207	191399138.08000538	12820758.241513032	14920581.601206684	15303526.502644198	19236550.778579216	47749712.54994535	70376515.98905201	61373290.22394233	48707650.25283191	70504836.5367172	65065958.540759474	145010336.24105278	75979588.82451022	70011087.03911813	88809337.65544781	67468030.73071861	76237702.28686015	66047631.782376066	71383631.35285546	102717002.59821397	77277309.03088948	22507887.853542916	167102339.9543333	28803379.90357476	27255540.741719954	94053211.38240606	113871684.09717324	116694249.67694408	158281511.71747094	191821665.2503978	193899485.87649217	180733168.4554433	F9656	241.1095	252.61	251.03	254.18	5593.0	2092023454.0	0.86	0.99	136.0	57.0	1.0	False
1674	1535924.0081782076	1683817.4756302028	1170821.4432693662	1199601.9884833049	1356422.297017265	1549468.2495800122	2900672.771532539	3888498.022009035	983952.9503461916	717806.9759657482	4539776.930165745	1484937.55875261	4716549.910950989	5946052.590501538	4435077.924652002	4071383.803620007	2621805.3014335646	1744857.8157365888	2350720.92205002	3794674.9397706874	1446239.1066124989	3797428.5982813397	1700158.8848109508	2014611.0909592228	1799905.4406380276	2479773.047230176	3013382.4589995854	2145563.870551929	2288995.745471676	2038515.302489376	3956465.9558008197	3222101.116222652	2955213.9029442696	3740312.414007127	2223086.7214210494	2784665.7732245834	2232389.6942849997	2640078.2134356736	3689060.533168374	3684246.7408285537	3983024.193585489	2574994.1939792577	1668210.4983203397	4427141.705950695	4212947.117335316	4590006.014625816	4020049.445060889	2223242.6485462077	2845970.459580313	2627156.9060737574	1511917.7709903542	1006438.8990554438	787510.5112751762	2228760.966414636	F9697	205.9956	256.43	254.97	258.01	3841.0	186201409.0	0.92	0.97	32.0	59.0	1.0	False
1675	44655148.43518546	41784593.050913244	56050748.824932225	62158307.31298187	64569730.32171565	56470672.15061617	41545578.557887904	52630506.31119889	47901584.872776225	66328782.76664783	1382250.4429626912	46891260.0335692	1927923.9488681466	1437635.142603611	1346686.2675335575	1680937.1016543324	1534180.9062737708	0.0	1929308.413843314	1372559.5203085572	0.0	2876668.2286303705	49781799.654253416	0.0	0.0	1141795.8940604313	0.0	0.0	1037050.6772461116	0.0	1651914.8349454196	2630345.5047932686	2307763.345520251	47459263.631878264	0.0	975988.1770065505	2463113.338784344	1803992.6347637803	3158544.5205855942	1594117.8415468982	1247799.888129831	1460939.292744906	0.0	1483528.0902833543	38816698.00281071	2459075.958518853	1852066.7897598748	1493420.6717653421	1711910.1559307887	2251244.226276444	57527205.213599175	67248714.9991651	57622505.46025638	56448745.40644834	F9707	124.0587	32.92	31.35	34.37	1231.0	1664087366.0	0.91	0.96	138.0	50.0	0.8333333333333334	False
1679	5413081.487543434	0.0	4633955.404092207	4649185.575906024	5894941.62558772	4532457.200418623	6027751.408021044	6480721.313739574	5816261.262008781	7020173.12356631	0.0	4905967.062188785	2644151.619555221	3138722.5577958254	2963717.28854554	2877333.074810064	1540575.235606631	0.0	1301029.0250940993	2555477.696149955	0.0	0.0	5531652.3997482285	0.0	0.0	1694342.0595289625	1906798.3242423176	0.0	968495.1467761244	0.0	2598644.8646959406	3649136.315958046	3161425.368699801	3985869.914420449	1167190.0411817005	1811344.09528319	1759692.3970398705	1633056.159789605	4233745.422130151	4286534.191820071	3363168.266529468	3805989.0794613096	1865842.2732763316	3279138.607431605	4935309.244334148	3928298.3841635883	3894986.6726892455	2640843.92525268	1366242.2979087448	6264713.484621926	4471374.455027524	6154131.308634257	6172840.631028147	5908804.168022042	F9741	168.0901	168.13	166.56	169.71	2563.0	246354611.0	0.74	0.9	158.0	50.0	0.8333333333333334	False
1680	6451948.302357334	6147664.699922546	5055495.749366061	5331747.845297884	7375538.687346883	5404224.097177321	6316072.35902463	6694026.299395556	6567953.06022764	7870265.400945162	2859933.916210599	5167559.251582015	3226907.52795477	3066515.560438862	3277072.7262144526	2905480.409107518	1854786.4995251969	0.0	1218885.1079731416	2655801.295472601	0.0	3428942.573710372	6487136.044341524	0.0	0.0	1631050.8135177963	1688510.0435776382	0.0	0.0	0.0	2417249.069852224	3671624.560601805	3196557.4722945737	4632915.4961859295	1423289.6599844953	2144031.0299187982	2853655.0592632685	1693248.5815066723	4779279.954248886	4784336.240825887	3579368.6212954507	4472881.863349536	1951977.6725099208	3942038.2304214397	5567649.11363959	4089765.696016762	3666270.9033727567	2591377.7336017126	1139461.6741645301	7488451.083099391	5155093.4970146585	6705692.189553822	6455504.0116900895	6796914.898500523	F9747	168.0931	168.0	166.43	169.58	2564.0	289322489.0	0.74	0.92	131.0	52.0	0.8703703703703703	False
1681	15596113.145626485	14749884.887350839	17252312.279993333	18236627.78607412	9739449.921671541	10010927.24771655	13997399.342695685	9990422.949186971	10668794.723495686	11777379.649177603	856625.3491688584	10422110.029923117	1759700.4500006107	2903067.4122818806	1916484.5460230953	2226700.0028942954	962398.6745798151	54615.50042579182	79834.53715442259	256331.02929019785	0.0	0.0	12682189.2779276	125609.3561655389	0.0	22212.673884059892	386317.30496081413	24357.201645823963	52624.44679111727	27628.848576721313	45105.93558892954	79588.57831969566	38217.350128464896	7315440.187229706	199364.33685739632	217094.14633587646	99846.52855658546	406552.8709127517	358151.9985016245	404454.46166608296	0.0	553213.5595297512	0.0	26515.66790058617	8187615.840545418	2086891.3560752894	601338.2074765172	403284.25293276145	1547426.883065956	94552.1632172547	9513820.151167955	10890509.975728134	12234439.002095819	18159999.265277624	F9751	206.04	205.45	203.88	207.03	3849.0	405355966.0	0.93	0.87	14.0	53.0	0.9074074074074074	False
1685	36676979.333796024	40324884.598770835	41040004.273296684	38050333.06186883	47571260.87724303	41352496.004389904	43654246.72814139	43404945.48930781	43427446.28771019	47006660.361659214	18046531.772963725	35083014.88559778	21322789.746796213	20528490.04057897	23902936.828908637	23395368.508552838	27458413.94495216	17262980.798584115	23584369.058680158	30994977.921120882	21704797.745657224	19653187.884592958	35900512.2354841	26597729.7976702	16015839.198093794	24403908.830734883	25733527.59764424	23681638.648196686	24270250.571225796	19331687.282167483	22034096.73148658	24494503.91281468	26404354.145073548	41562363.77549523	24662280.868675485	25137185.72555384	21734140.474573497	21449095.247384623	27370072.827569228	30787203.546046972	25601148.51507122	28722162.951712206	21663182.01513569	29061119.51276937	45459086.1059741	34887328.81674069	29702745.250360318	30351492.51907015	32047142.008844867	21063442.52339688	41608564.37958077	37598856.67264578	37575912.26323239	41934808.75893886	F9766	124.9227	209.53	207.95	211.1	1246.0	1942367184.0	1.0	0.99	14987.0	59.0	1.0	False
1686	180362564.01207763	160933742.59722725	166713078.2229466	158106882.36236078	100021180.79411094	102526731.42680244	108157271.70782463	104394220.53723802	103617016.94232017	98037410.2995693	205011303.0477562	156555785.6152593	195523024.05089393	223374222.41396427	202791187.69198135	192941462.85482052	180068179.92280516	184992878.4861643	179510528.12068498	179814929.54513016	194862307.58048734	180883962.50345227	152653102.09682056	243260123.22058573	214275999.5386554	225814530.26032278	206069815.19416144	211518717.62172374	180845538.15186995	216816308.8000577	356294161.3452585	295376148.39806175	288813547.2912737	215735795.18299448	323252630.97056633	325833353.8409763	306668835.7974985	297917531.85345304	271192058.96961707	245291878.74905425	299801075.55379474	226765624.97371548	248849258.96239913	269788308.8689963	650122.0524936322	238647234.72064158	258917877.3607006	230903703.87189728	219127135.70220432	265535016.14645195	180967793.95157167	155799473.7453707	155365636.06155688	155819635.7796866	F9767	241.1837	26.88	25.83	28.46	5605.0	835195346.0	1.0	0.93	64.0	61.0	1.0	False
1687	0.0	0.0	2532268.0438006218	3244704.8746930617	2679595.5189764327	339828.8256376678	2432120.9471096005	1691398.4118522063	266308.0291912054	3586880.0190254548	5110676.374543809	1477337.900481636	4988248.443318836	9525256.522102403	10191161.375753542	10312880.198697552	4765042.276975895	1991419.9249579778	4783215.743576309	7673870.536225824	1661530.6913224088	3092523.032012566	1073757.4715025332	4250748.813069986	0.0	3293911.9326520828	5580474.046850561	3603265.4644098314	5668273.749625622	0.0	5853594.531572856	4726467.209238026	5339953.406303069	640654.9901507085	4926736.452328716	7458659.705227758	6154014.2262680605	3464652.2433682256	4355842.471880349	6605743.500457096	4376101.79413165	6390874.120314655	5827655.897624415	7516933.776530616	2084636.1223216704	10996187.64148352	4892808.234521262	7830304.58546506	10293925.143727552	7051774.8590859	683249.1474361774	1438504.1133393317	1550739.1761019414	0.0	F9779	206.0716	197.55	195.97	199.12	3853.0	250233775.0	1.0	0.97	81.0	52.0	0.9074074074074074	False
1690	971308.1227765277	1193759.7909328938	2376193.303569068	1818927.1607827826	1061113.9931823064	1862015.190715816	643844.1626018317	0.0	3155637.629075785	574384.6160315523	4008938.0477435226	841201.1367766673	2436602.5546833444	0.0	1714091.3551324133	3461968.0434069387	3029614.7822896284	1098739.7932065958	3672441.568766966	1763471.4536631461	4018152.4637687956	3071316.778899417	756309.9688209712	0.0	1360707.9716723533	217008.00191663613	1927011.9498291805	268618.6312509066	1876976.705397318	0.0	4503055.242754966	3211993.813902895	4336571.991716839	1231869.1267952903	1722415.7511656887	2012378.963034483	952140.7037061397	2080183.2832433863	1379072.6443056294	2831546.9118646607	1529915.3751651985	2335455.6278115716	923569.03977704	2299735.1331105814	590232.603512664	849811.0269434197	2287490.80402813	2668358.0610052873	0.0	591799.3465496919	1560244.2115665195	1857757.5243547237	1456450.7509471371	707664.596903762	F9789	168.1263	146.47	144.89	148.04	2568.0	106054086.0	1.0	0.93	1372.0	52.0	0.9074074074074074	False
