SOURCE	TARGET	ENZYMES
C15522	C00643	1.14.16.4
C00071	C00637	1.2.1.3;1.4.3.4
C05634	C00637	1.2.1.3;2.1.1.6;1.4.3.4
C00078	C00643	;1.13.11.52;1.14.16.4;3.5.1.9;4.1.1.28
C05577	C00637	2.1.1.6;1.4.3.4
C00546	C00637	1.4.3.6;1.4.3.4
C05589	C00637	2.1.1.6;1.4.3.4
C16612	C00637	1.4.3.4
C05638	C00637	1.4.3.4
C00643	C02700	;1.13.11.52;1.14.16.4;3.5.1.9;4.1.1.28
C00643	C01598	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C00643	C15605	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C00643	C05647	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C00643	C00780	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C00643	C00272	;1.14.16.4
C00643	C00525	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C00643	C00268	;1.14.16.4
C00643	thbpt4acam	1.14.16.4
C00643	C05642	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C00643	C05648	;1.14.14.1;1.4.3.4;1.13.11.52;2.1.1.49;2.3.1.87;2.1.1.4;1.14.16.4;3.5.1.9;4.1.1.28
C07572	C00637	1.4.3.4
C05127	C00637	1.4.3.4
C05587	C00637	2.1.1.6;1.4.3.4
C05332	C00637	1.4.3.6;1.4.3.4
C01342	C00637	1.4.3.6;1.4.3.4
C00543	C00637	1.4.3.4
C00014	C00637	1.4.3.6;3.5.1.4;1.4.3.4
C05637	C00637	1.4.3.4
C05827	C00637	1.4.3.4
C16609	C00637	1.4.3.4
C04043	C00637	1.4.3.4;2.1.1.6;1.4.3.6
C01888	C00637	1.4.3.6;1.4.3.4
C16608	C00637	1.4.3.4
C00780	C00637	1.4.3.4
C05636	C00637	1.4.3.4
C00706	C00637	1.4.3.4
C00954	C00637	1.4.3.4;1.2.1.3;2.1.1.6;3.5.1.4;1.4.3.6
C00601	C00637	1.4.3.6;1.4.3.4
C00027	C00637	1.4.3.6;1.4.3.4
C00547	C00637	2.1.1.6;1.4.3.4
C05936	C00637	1.2.1.3;1.4.3.4
C00637	C00483	1.4.3.4;2.1.1.6;1.4.3.6
C00637	C02714	1.4.3.4
C00637	C03758	1.4.3.4;2.1.1.6;1.4.3.6
C00637	C00375	1.4.3.4
C00637	C05588	2.1.1.6;1.4.3.4
C00637	C05583	1.2.1.3;2.1.1.6;1.4.3.4
C00637	C00218	1.4.3.4;2.1.1.6;1.4.3.6
C00637	C00398	1.4.3.6;1.4.3.4
C00637	C00788	1.4.3.4;2.1.1.6;1.4.3.6
C00637	C05581	2.1.1.6;1.4.3.4
C00637	C05639	1.4.3.4
C00637	C03765	1.4.3.6;1.4.3.4
