massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	159.9856	227.56	0.988183577841425	-0.5377693827370257	
row2	159.9914	206.68	0.988183577841425	-0.5977000508610175	
row3	122.0213	219.81	0.988183577841425	-0.9018747088810909	
row4	122.0213	226.24	0.988183577841425	-0.5588182856702419	
row5	160.0799	293.59	0.988183577841425	-0.3925758079274385	
row6	71.0127	301.08	0.988183577841425	-0.4620626616507017	
row7	122.9956	155.71	0.988183577841425	2.6234479382629026	
row8	122.9956	157.55	0.988183577841425	1.0484911385430704	
row9	122.9956	159.26	0.988183577841425	0.6440504613313723	
row10	73.0195	214.95	0.988183577841425	0.47363833127251515	
row11	160.9921	207.2	0.988183577841425	0.26663962305174094	
row12	161.0449	242.72	0.988183577841425	0.8595636838515504	C6H10O5
row13	161.0449	245.47	0.988183577841425	0.1617047809894325	C6H10O5
row14	161.056	314.86	0.988183577841425	-0.12832330874628006	
row15	192.0297	129.95	0.988183577841425	1.5153947361899307	
row16	124.0063	218.23	0.9900072343819097	-0.057290863778359215	
row17	161.8749	39.71	0.988183577841425	-0.3767503646697172	
row18	193.0348	307.77	0.988183577841425	-0.9036588095343556	C6H10O7
row19	126.904	29.86	0.988183577841425	-0.6648797312064803	
row20	193.0504	61.57	0.988183577841425	-0.39675316356759477	
row21	127.0028	162.14	0.988183577841425	1.6821674575482897	
row22	127.0028	163.59	0.988183577841425	0.33278562259309835	
row23	193.0647	275.21	0.988183577841425	-0.767040215290035	
row24	127.0754	194.83	0.988183577841425	-0.5934167733235257	
row25	127.8692	1.7	0.988183577841425	-1.383818338222858	
row26	82.9531	34.59	0.988183577841425	-0.39171508098189467	
row27	163.8959	141.31	0.9891471647120461	-0.1076845741781067	
row28	163.8959	152.92	0.988183577841425	-0.5759937214804837	H2MoO4
row29	193.8151	152.26	0.988183577841425	-1.1512109076514874	
row30	128.8911	141.96	0.988183577841425	1.2140388719532043	
row31	128.8911	152.0	0.988183577841425	1.203343699315893	
row32	164.8384	141.96	0.988183577841425	-1.0459755988859294	
