SOURCE	TARGET	ENZYMES
C00037	C00051	;6.3.2.3;2.3.2.4;2.3.2.2
CE5250	C00051	;2.5.1.18
C14851	C00051	2.5.1.18;2.5.1.28
CE6242	C00051	;2.5.1.18;1.1.1.188
C05957	C00051	;2.5.1.18;1.1.1.188
CE5025	C00051	2.5.1.18
CE3092	C00051	2.5.1.18
CE6241	C00051	2.5.1.18;1.1.1.188
C14861	C00051	2.5.1.18
C14827	C00051	1.11.1.9
C01356	C00051	1.11.1.12
CE0347	C00051	1.13.11.31
CE6240	C00051	;2.5.1.18
CE0469	C00051	2.3.2.2
C05356	C00051	;1.8.1.7;1.97.1.10;1.8.5.1;1.11.1.9;1.8.4.4;1.13.11.31;1.11.1.12
C00726	C00051	2.5.1.18
C14865	C00051	;2.5.1.18
C06790	C00051	;2.5.1.18
C01829	C00051	;1.97.1.10
CE6243	C00051	2.5.1.18;1.1.1.188
C14840	C00051	;2.5.1.18
C02465	C00051	;1.97.1.10
C00072	C00051	;1.8.5.1
C14806	C00051	2.5.1.18
C14803	C00051	2.5.1.18
C00041	C00051	;6.3.2.3;2.3.2.4;2.3.2.2
CE2163	C00051	;1.11.1.9
C14858	C00051	;2.5.1.18
C14786	C00051	;2.5.1.18
C11304	C00051	2.5.1.18
CE5536	C00051	;2.5.1.18
C14868	C00051	2.5.1.18
C00785	C00051	;2.5.1.-
C14857	C00051	2.5.1.18
CE6250	C00051	2.5.1.18
C14863	C00051	;2.5.1.18
C00425	C00051	;1.8.5.1
C11088	C00051	2.5.1.18
C01318	C00051	2.5.1.18
CE2539	C00051	1.11.1.9
C14792	C00051	;2.5.1.18
CE2874	C00051	1.97.1.10
C03740	C00051	3.4.11.4;2.3.2.4;2.3.2.2
C14804	C00051	2.5.1.18
C00491	C00051	1.8.4.4
C14791	C00051	;2.5.1.18
C01419	C00051	3.4.11.4;2.3.2.4;2.3.2.2
CE5241	C00051	2.5.1.18
CE6235	C00051	2.5.1.18
C04849	C00051	;2.5.1.18;1.11.1.9
C00127	C00051	;1.8.1.7;1.97.1.10;1.8.5.1;1.11.1.9;1.8.4.4;1.13.11.31;1.11.1.12
C14874	C00051	;2.5.1.18
CE5244	C00051	;2.5.1.18
C14864	C00051	2.5.1.18
C05965	C00051	;1.13.11.31;1.11.1.9
C16738	C00051	2.5.1.18
C14871	C00051	;2.5.1.18
CE5239	C00051	;2.5.1.18
CE6369	C00051	1.97.1.10
CE5546	C00051	2.5.1.18
C02320	C00051	2.5.1.18;2.3.2.2
C14859	C00051	;2.5.1.18
C01025	C00051	1.11.1.12
CE5249	C00051	;1.8.1.7;2.5.1.18;2.5.1.28;4.4.1.20;3.4.11.4;2.5.1.-;1.11.1.9;4.4.1.5;1.97.1.10;6.3.2.3;3.1.2.6;1.8.4.4;1.13.11.31;2.3.2.4;1.1.1.188;2.3.2.2;1.8.5.1;1.11.1.12;3.1.2.12
CE5252	C00051	;2.5.1.18
C04717	C00051	;1.11.1.9
CE7086	C00051	2.3.2.2;4.4.1.20
C00937	C00051	
C05953	C00051	2.5.1.18
CE4888	C00051	2.5.1.18
CE1665	C00051	2.3.2.4
CE2866	C00051	1.97.1.10
C02166	C00051	2.3.2.2;4.4.1.20
CE5538	C00051	;2.5.1.18
C03451	C00051	;4.4.1.5;3.1.2.6
C00669	C00051	;6.3.2.3;2.3.2.4;1.8.4.4
C14839	C00051	;2.5.1.18
C05966	C00051	1.13.11.31;1.11.1.9
C00059	C00051	;2.5.1.18
C00025	C00051	;3.4.11.4;2.3.2.2
C00097	C00051	;6.3.2.3;2.3.2.4;1.8.4.4
C14848	C00051	2.5.1.18
C14805	C00051	2.5.1.18
CE2095	C00051	2.5.1.18
CE5026	C00051	2.5.1.18
CE7079	C00051	;4.4.1.20
C00822	C00051	;2.5.1.18
CE4876	C00051	;2.5.1.18
C00256	C00051	;4.4.1.5;3.1.2.6
C07645	C00051	2.5.1.18
C00151	C00051	3.4.11.4;2.3.2.4;2.3.2.2
C04805	C00051	1.13.11.31;1.11.1.9
