	Pellets_1_Rpneg	Pellets_10_Rpneg	Pellets_11_Rpneg	Pellets_12_Rpneg	Pellets_13_Rpneg	Pellets_14_Rpneg	Pellets_15_Rpneg	Pellets_16_Rpneg	Pellets_17_Rpneg	Pellets_18_Rpneg	Pellets_19_Rpneg	Pellets_2_Rpneg	Pellets_20_Rpneg	Pellets_21_Rpneg	Pellets_22_Rpneg	Pellets_23_Rpneg	Pellets_24_Rpneg	Pellets_25_Rpneg	Pellets_26_Rpneg	Pellets_27_Rpneg	Pellets_28_Rpneg	Pellets_29_Rpneg	Pellets_3_Rpneg	Pellets_30_Rpneg	Pellets_31_Rpneg	Pellets_32_Rpneg	Pellets_33_Rpneg	Pellets_34_Rpneg	Pellets_35_Rpneg	Pellets_36_Rpneg	Pellets_37_Rpneg	Pellets_38_Rpneg	Pellets_39_Rpneg	Pellets_4_Rpneg	Pellets_40_Rpneg	Pellets_41_Rpneg	Pellets_42_Rpneg	Pellets_43_Rpneg	Pellets_44_Rpneg	Pellets_45_Rpneg	Pellets_46_Rpneg	Pellets_47_Rpneg	Pellets_48_Rpneg	Pellets_49_Rpneg	Pellets_5_Rpneg	Pellets_50_Rpneg	Pellets_51_Rpneg	Pellets_52_Rpneg	Pellets_53_Rpneg	Pellets_54_Rpneg	Pellets_6_Rpneg	Pellets_7_Rpneg	Pellets_8_Rpneg	Pellets_9_Rpneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
5626	2440930.033310788	2777268.517062297	2698738.7142551383	2394500.775988967	2596498.0945673767	3313726.872365331	2906254.1356617557	2867982.7206755644	2618864.6096012206	2190895.949979693	2326541.710717425	3086736.741333584	2809135.606079432	3342334.246505216	4857406.527192728	3974612.1894060597	2216824.1522654337	3144908.211429615	2969833.622331634	2303953.6476426595	2570663.8139216686	2920695.265206721	3375650.7670241306	5664741.288006384	2820270.554062175	3143027.253992185	3598507.335802907	2825119.1991063356	2303794.8540736847	2383955.513156767	2179580.658980067	1859769.640792381	2866251.8076655585	3637147.4914790336	3475241.432104661	2521545.672812854	1908040.1181778891	3783755.238210842	3818441.7353852377	4717342.052414172	2882493.195317557	3049387.8688887483	1898366.3529143229	4073324.0690197465	2326265.216414325	5092808.476755083	4289089.762592195	2511661.365309132	3745824.789664283	1221406.6848098044	1555125.134909386	1231932.6602060872	2353314.243094386	6776593.357226855	F38527	754.216	219.26	217.68	220.83	15582.0	178958291.0	0.78	0.94	88.0	61.0	1.0	False
5627	4361227.568517301	3547215.246119913	4673011.7317913575	3902045.447288991	4008330.606673891	5163060.786114119	4243514.619024882	4542933.22908121	3855841.9211337846	4374266.411509338	4641977.420674264	3808709.401643152	4634314.0796962315	4401268.470772863	1686657.6960968561	5695187.493368046	3050373.5505676563	3658153.3214782095	4306970.747808369	3612848.297377031	4449986.657721969	0.0	3974324.583875774	6767821.309121742	4620274.586533961	4789953.044332969	4829761.980893675	1211527.6312212113	5053382.737725531	4380887.69817053	5333625.594891963	4284771.8524238225	5657242.886313782	3986546.746937993	4505821.256372958	4342470.316814271	4182784.6554944227	6411125.510867453	4650277.779651448	5593596.35083741	4961008.478818628	4449720.800090042	5011671.844402911	423238.63772951567	3324520.521571856	5810337.831521279	5503196.462405071	4425795.120183636	4802819.98341165	4552967.781297633	2969679.7961880793	2417518.614441016	2924347.8803018313	1581372.4079230959	F38531	754.216	262.88	261.3	264.45	15582.0	243145100.0	0.86	0.95	16.0	60.0	0.9814814814814815	False
5628	4377980.415241848	3388430.6800781977	4776874.053280795	4096318.069790014	4410242.566618493	5626511.511657257	4452538.920945625	5121095.5408425955	3783684.9985887925	3988465.6161601366	4226524.40391378	4089267.2986918157	4134630.0013589463	4654581.644485645	2468733.2776267612	5416770.262519781	2204349.4219739856	3196206.20628737	2725661.0144841303	3272699.772532354	3881825.387126709	723648.4133317717	4241303.598380436	5365689.368960422	4484547.510702307	4224111.01752009	4254609.39582277	0.0	3856544.97976118	4080426.2170482003	4204608.757660095	2937289.7512475243	0.0	4211241.899560265	3997802.137046998	3674719.357981511	3496546.7703660964	5597739.9327993775	3843472.9583147564	5626162.002602216	4365837.2427724395	4934570.602218023	4884383.225727137	696096.170778553	3899914.5381301995	5780201.549758056	4586892.687672481	4546975.623003282	5020592.328027473	4909680.140738709	2863960.7795200963	2902238.445604124	3165128.128979558	345618.49611057946	F38532	754.216	273.81	272.23	275.39	15582.0	226931402.0	0.82	0.95	11.0	59.0	0.9629629629629629	False
5637	709799.2325671224	1038853.6647354963	804832.6157627132	1667339.1248617393	1567996.1553357432	1471933.7506027592	1815126.9531231346	1119717.0978658614	1341338.2521016544	1534184.0597835619	1010534.0248911055	2118017.10133278	1387836.7202402214	1593430.4306195166	3095200.7635586555	1621793.7659469806	1091811.1904520742	677621.0350701441	1173787.4952358452	457842.0981917773	1029364.5322008481	2260286.6071819873	1661083.3600771166	2041296.5516821141	786683.4025457802	603551.719141327	776911.2340899782	1184861.8679626514	160996.9374924873	590881.5893969774	1402782.8695935477	162530.7677407433	1817591.4679104073	1944375.0552141187	1520158.868146162	1089840.966283313	738131.5219430282	1067899.139931627	1915593.017256989	1405741.3993997865	2044343.8013922523	1492330.217891689	685078.4003155647	1529849.0042921086	989608.520021298	2371982.3129333854	1825480.3034752323	1349064.3875490793	1825394.7323585614	561964.9928416109	424118.75063381204	162348.16643583012	432050.53708221944	0.0	F38558	754.2828	216.9	215.17	218.47	15584.0	73920572.0	0.85	0.95	595.0	57.0	0.9814814814814815	False
5638	1780855.7728651008	1164998.488439477	2345537.3518137126	2008064.679832522	1791809.866523125	3113837.293107362	2530987.376184745	1307039.650036758	2301407.861916343	2411686.513026727	2340476.045256471	1866105.0501578366	1816137.6233956032	2137161.3997696633	1101772.346926703	2097217.8621339547	1066044.3099373896	1160670.8826035396	1636627.139763395	1510790.3629068478	2216793.784661878	634524.4185673759	1931915.6439322901	2166656.970667349	1497977.6290217487	2572464.7109402115	1490221.5162019297	0.0	1011674.0502557164	1690018.6789512113	2703266.5442813174	742058.2414462569	0.0	1146853.8505819312	1712682.7372743273	1369205.8126736456	1981418.3279716298	1742832.7071389258	1973619.2262498261	1846679.0577652934	2390512.7908589407	1630904.7787103634	2186184.6524090874	1633037.512352522	1854345.5177416326	2201035.7714217943	1552851.1827451172	1954434.7338298657	2364324.7835416785	1511650.407318994	1993078.3759137304	1033986.3876219394	1264122.6896995138	0.0	F38559	754.2828	287.62	286.04	288.93	15584.0	99888613.0	0.95	0.85	249.0	55.0	0.9444444444444444	False
5642	5163986.653629127	4766340.791746492	4115633.8934931583	7959763.527329997	8136214.3481068425	7531556.544205532	9593897.446598038	6574326.253902543	7202290.499593275	4985107.215740617	4640261.152972341	9166011.733615136	4017711.0556222037	6385394.887648967	477405.5250930529	5895004.101899432	6196453.443162295	3507217.3206123402	6770077.50189233	3605449.2802247326	5942736.9827975575	10881710.317858025	6377646.800399774	9272252.871054271	6071295.8238454675	2321121.940315606	5888813.611240925	6314171.2046733415	3138946.0638514273	6022125.773730563	9907620.340762345	3539776.8501321687	8806854.74825238	8038734.389811856	7129013.188982491	3787560.6640817528	4707526.582083855	5109309.6062864205	6650950.493690822	6219353.977733554	8759594.339211095	6102234.775299016	4297017.334970238	6726125.992200724	5286503.3615617165	7763035.330793978	6235804.548501405	7080062.483986854	5419188.348682811	6954502.262244158	3724103.548759563	3844127.4100294886	3591638.471747793	8107803.052397857	F38567	708.2582	198.05	196.47	199.63	14691.0	365144342.0	1.0	0.97	864.0	60.0	1.0	False
5643	2887975.7612713347	2952319.18126101	3223048.5687035397	3546622.5631362097	3561678.936199097	4621981.668423854	3690467.3741791965	2927734.839104142	2909417.8556981743	2922711.3063976318	4637605.597821591	3612915.0866963984	3875822.583575481	4202528.0525571685	2265768.816257097	5054187.526015516	4480561.387614731	2881423.7075262596	4730588.205471642	3482078.7116201147	4468972.529486478	115049.88642242983	3850591.6548616583	7250103.974708963	3715492.5820089383	4147327.360342223	4208454.484670754	2173878.1484683035	3433903.0812756354	4190732.373410796	5788284.32709986	3465732.2533801524	4902178.347095736	3738955.5006548916	4877863.101320492	4035229.3069665367	3710384.488192999	5422977.280015147	5210688.728908747	5022939.110135836	3982849.4138308447	4152719.7713503786	3384874.596495755	1806415.100481466	2789476.987485689	6254125.832472653	4608351.355242319	4193894.7566143908	5134373.557713736	4999341.177971685	2631083.978278978	2654050.2177420123	2399098.0970493597	0.0	F38569	708.2582	255.37	253.79	256.94	14691.0	223312174.0	0.83	0.97	37.0	59.0	0.9814814814814815	False
5649	3346928.5859507364	3582730.1790569276	3457507.717219261	2044410.805413676	1197014.7876618702	1170854.9357013456	3776756.6975423056	0.0	3510089.4054165552	2098863.920202244	4002476.5980740925	2500569.3521372816	5475385.403669631	5359414.511568192	4423896.778300976	4484989.6389859915	5690020.539366443	5907263.668667503	6911748.139954592	9400776.773055816	5710065.172704738	5259340.074909726	3304748.7883798257	7817379.974158458	6705199.119670351	7872422.37418376	5959333.503312991	6533354.838923209	5914356.798924196	6437061.61340667	1978333.3238854387	7552808.877043827	8203768.789433386	3399754.901162516	8840678.015263673	16445288.685850063	8759661.921290157	4134261.9124799366	6117819.091293213	9448361.836885808	6967436.262800892	7712203.226352149	8684285.425783252	426983.38197364355	5940383.036358061	4171259.629830456	3986873.705336482	4134107.249904799	2819935.5116489837	4250502.867920279	5536988.798900336	2476813.7739823833	1707396.232390499	1965564.9908220028	F38596	640.912	20.97	19.5	22.41	13332.0	286318736.0	1.0	0.97	27036.0	57.0	0.9814814814814815	False
5669	961490.6218311937	1132472.0025338228	0.0	1950120.0489925705	2141187.245112271	1947681.706057807	2137146.99284908	1380803.9365347656	1815021.1984697809	1090104.5320913896	1070222.2343342656	2341302.4426913685	0.0	1695334.223020487	0.0	1352608.1518137848	1575761.195558797	621927.2721772012	1647948.3031380163	0.0	1243199.9147884753	2549533.8066175045	1621309.7832218315	2646363.07968976	1400555.6271891305	471410.5935799385	1179160.8000120937	1513651.996515128	0.0	1037974.8720201633	2779103.6242986047	0.0	2061432.1624257206	2027676.722412877	1952187.6957005337	887672.762532606	0.0	1277744.8048789676	1658792.5421695497	1536523.2837452944	2082118.5155833291	1370265.982784442	0.0	1284229.0584535305	1182150.5732198525	2148476.2392310994	1665428.2706818946	1443457.778972595	1283532.4746675615	1227840.155693288	783882.672373698	0.0	0.0	1947188.5683742007	F38748	709.2615	198.05	196.47	199.63	14718.0	77955928.0	1.0	0.96	4949.0	48.0	0.8148148148148148	False
5698	8774013.877424667	9687578.313189762	9403825.907186322	10706543.478024507	11756870.552381624	13154395.31257504	11707300.668820089	10770968.922978599	11023307.66586639	11270070.052545264	10380734.721476683	12764601.401367191	10495297.347793369	12484951.288891507	19222775.107148264	13641047.769246904	10537830.109605672	11874117.003057586	12121372.300193481	7745940.224816471	12403511.20156026	15701316.395553745	12063509.486642508	18274926.285595395	11490290.161571456	5197981.625214258	12482350.140206922	13029475.012372645	7690757.234062767	10464284.013043813	13298708.018475384	9324909.0397046	13211228.414488772	12856407.763913436	12892152.052100407	8805222.155040361	10444451.640890071	14762211.112748632	16444188.653398948	17762722.61134404	16590018.192638116	13054214.577534944	11642921.247067109	15647299.627479572	7581503.511367955	16788747.884912994	12615425.231533408	11306813.860744515	12382890.638482045	9597346.533377046	5232322.797145967	6167854.245834467	8127365.226729344	671941.9206826318	F38914	710.2663	214.51	212.93	216.24	14740.0	691437166.0	0.95	0.98	53.0	61.0	1.0	False
5699	6091095.856007336	6705576.429376506	7145295.215575684	5988299.507829825	7295901.26960305	8473290.189278245	7055067.970812816	6499044.343869284	7004568.666129232	6874575.879925105	6696257.711275211	8804662.234371653	7656212.941447244	8579666.610526443	14044342.017305644	10248149.595637748	6571564.479424061	7582096.976678926	7204115.226711409	5496004.133214967	6924657.80078898	8309093.382278598	9688629.622697288	12655317.060718048	6823994.892931892	7665009.623122878	7795353.333625959	6463682.276497779	5161501.829823409	5559490.310007933	6663694.8244838705	5391910.690497168	7809602.833983368	8442789.522978526	8558831.826071355	5651351.330394271	5194997.371764028	10039610.394277722	11202174.095514558	12697791.700167382	7955953.061533783	7681826.703637504	5521859.469158053	10646104.367346724	5034467.917580057	13895546.749956338	11627895.905194027	6787403.1328705475	10724176.042205114	4205725.342397855	5166000.220674884	4203477.420112062	5977670.951796504	14425866.650554104	F38915	710.2663	219.13	217.55	220.7	14740.0	469626319.0	0.84	0.94	43.0	61.0	1.0	False
5703	4081646.835022769	5308319.454251689	5002233.086856516	5804516.180317632	4392365.751669435	5444220.452254491	6429792.759287319	5603335.150679192	5049830.387362393	4826852.401785533	4399393.085939245	5866154.225394042	4366398.211357026	5373062.127462022	7409845.347381144	6613349.746980808	4705106.532860798	5879785.41541473	5935580.0103328	3734150.5473761596	5130562.265479782	6942062.949579525	5897839.584222064	8779584.494089423	4791395.093337341	1409541.260720645	5835242.515486298	6922868.454385721	4240276.337852274	5636515.165983704	5716437.583281084	4043496.3372023343	5617221.070568337	6417451.534444779	6195421.538005014	4049489.3428280833	4593852.145084582	5706738.937141973	7029490.787633283	7660666.662825006	6856669.085093416	5645595.386313768	4210110.153473373	7143582.437277923	3465899.6233258713	7011257.869197066	5777031.126257087	5408706.083681984	5861293.72739196	4587038.516536896	1750495.205348738	3181131.0151316365	3700021.672473449	88163.93452099369	F38926	756.2138	213.98	212.41	215.56	15621.0	312961405.0	0.83	0.99	61.0	61.0	1.0	False
5704	275833.8559829689	379551.8076771707	344744.58622435323	359823.87210895546	287526.10015834885	257674.94167592502	516538.2059029962	417229.73192215525	229372.5636603619	297386.5808729038	375197.690790354	538417.9340543132	425570.03484622383	460880.18352349335	735298.924248271	666055.3617712852	302088.92246296717	594044.1101916172	458334.1723485226	256930.3975306038	319774.16022599104	499609.03568521544	661539.6708867411	767959.4069848454	414884.5398117177	948714.888889318	521911.6982909024	588457.4216979137	322707.9962437069	378254.7576969623	379680.9249145797	225852.79840948927	284504.93613076786	385522.88749154285	584756.6636763331	305107.6115348608	260372.86426667927	567561.9074047996	415323.9599255227	577414.9696543247	390785.4808381772	526103.3088468559	332425.04227038356	659048.9817981499	311508.4539430661	753666.8325924708	550397.5140063575	384622.54278812837	569941.8879567396	709800.4283046178	328059.67551052273	202749.5466292296	193442.82041195006	1091599.4047457015	F38927	756.2138	218.86	217.55	217.95	15621.0	119120438.0	0.72	0.95	42.0	61.0	1.0	False
5705	1647740.4614623499	1450438.9597316193	1867780.383735476	1378757.271643153	2136935.047111643	2093073.0631951713	1501733.6600870122	2010803.3762870345	1713371.46348707	1238389.5339549913	1361161.54767784	1949331.9236530443	1703760.86452099	2027201.3171767923	2490887.9076441037	2184940.8950734353	1162004.7892513745	1697491.1765490242	1610585.391638424	1606284.9924653023	1825972.3183629345	1973111.6047300822	2429056.4968710234	3402410.041659416	2050290.981974999	1857697.007062005	1800267.4673849507	1293320.8738288153	1338002.5279286155	1531652.9482175154	1346286.5047916982	1070991.0121851645	1558667.5231733397	1690369.8682727872	1966567.8949331907	1594127.853453558	892355.2435445237	2399738.6783371083	2156601.7767585027	2837686.512226174	1446145.975076278	1303702.045683045	1008943.6450460476	2550765.5571449497	1390185.59539995	3198648.0885986853	2835034.949560038	1503850.3395234058	2259694.7236900255	345183.90303964313	1262657.785178274	789093.2598409924	1286022.9532705331	3831461.7162502725	F38928	756.2138	219.52	219.26	221.1	15621.0	196366161.0	0.72	0.98	41.0	61.0	1.0	False
5706	4274225.231380741	3400724.237499878	4655909.566262827	4058439.6039526644	4302913.5724133635	5776071.387355736	4359572.447560371	5047959.428188849	4132710.578443847	3802856.008603641	4358947.179907034	4437096.757405296	5119789.123331679	4900744.296208122	2848072.488728863	5654298.141016646	2660012.0767628923	3332176.708723272	2627473.2374827215	3506065.908914879	4090318.406228417	735674.1846455871	4156284.8629453015	5832277.336626419	4677752.485585702	4197196.631450827	4236107.072487287	0.0	3862821.3121573715	3876898.5684747947	4268916.98969773	2754368.329600658	0.0	4508736.620094951	4148966.542576678	3647949.23358161	3812868.516229446	6071050.932907625	4153107.293365338	5992140.0848977165	4852733.848332992	4642935.224469229	5054612.98036481	615611.3053576589	3558950.480096795	5167070.529489167	4632993.219553489	4850652.744974121	5446116.067619109	5002743.66240293	2472605.2236109856	2760887.1811059443	2995859.837592386	250114.543885914	F38931	756.2138	273.68	272.1	275.25	15621.0	231792338.0	0.73	0.93	11.0	59.0	0.9629629629629629	False
5714	0.0	1134530.604740457	1104226.0237974664	1241106.3150857412	0.0	1568654.9993886515	1497272.755604132	1609641.553032609	1336910.0448741636	0.0	1201686.8743011258	1684280.8890904218	1089795.1795261356	1706438.9588801218	2485302.759181115	1889489.3647507261	1034580.7936127468	1786681.2831085147	1748408.6379279224	922326.28083485	1416152.0786368074	0.0	1598459.759278679	2747395.8910776842	1460711.5492617656	496695.1850333497	1471175.6032386287	1890794.0854861028	0.0	1410382.4115918663	1379268.8551661298	877982.6003928133	1236982.040275289	1735341.4634461915	1854286.6806768018	1072638.1249490704	0.0	1836843.7855676266	2101536.2406261684	2346929.106045364	1859928.5547923958	1400454.9398951295	1388374.439534942	2016394.3977501767	933855.4530811976	2156149.36574841	1710630.9778409884	1418692.5059072701	1619188.2715037013	839607.285374711	0.0	0.0	876511.6038332985	0.0	F39074	757.2168	214.51	212.93	216.24	15642.0	74151859.0	1.0	0.92	319.0	48.0	0.8333333333333334	False
5715	0.0	484552.8927669188	414268.1197973664	199682.51231375453	0.0	754511.8752239185	322587.2149896919	365558.26393621933	385732.0847117503	0.0	221959.8023023867	684284.611329383	359644.8921547158	515602.57228164515	855068.9838754376	695845.4881313234	158548.66224726697	572155.7474095136	457506.61641594715	210474.59917246175	376652.215266356	0.0	929295.5664606921	1364350.702071551	335040.5990932846	717739.5515928633	705617.9578405018	176096.77775022222	0.0	434562.7235183994	109480.49318443036	168796.52423230396	334353.35540742223	549249.0611437698	589193.9486745325	276625.52316451917	0.0	774569.1379736211	886714.9502359855	1130587.7641677358	405065.41790235083	469988.4148086223	197679.82017808274	501450.8775674697	281236.73086210823	1243333.9733739474	1040045.0363274389	485482.82155417395	989577.8292993334	0.0	0.0	0.0	230179.05310523135	1826836.362467074	F39075	757.2168	219.39	217.81	220.57	15642.0	27274202.0	0.88	0.8	169.0	48.0	0.8333333333333334	False
5716	0.0	442652.77157086204	951441.9475197663	563268.9828012859	0.0	912413.795875672	590405.4074491288	998244.9535673909	463939.9381650168	0.0	890260.204283889	617393.274804394	1059337.9877023979	787551.7275263672	133956.2951669936	1230616.6172476774	141332.2362545981	523279.14260660124	714322.4949602946	788429.6168569183	931572.0794030575	0.0	888848.3889128757	1370335.8282585586	868445.4864747707	1112714.2219518279	943035.3140257831	0.0	0.0	844651.0817074138	1297492.011604443	703514.7831771922	791910.1153268501	935678.5780663043	1003785.481800481	866980.8789384796	0.0	1575532.3157946279	947909.4910025953	1460843.3687568149	1115918.2744902368	1018272.7220923662	977776.0934260341	0.0	811744.2029363489	1377049.3192803694	1180692.046604511	992066.6462111771	1204981.476092992	865170.7168947479	0.0	0.0	928701.8125656241	164321.20570765305	F39076	757.2168	263.14	261.56	264.71	15642.0	42036807.0	0.94	0.9	28.0	46.0	0.8148148148148148	False
5729	9311517.241952768	7798107.932509677	7830262.342400091	5948179.49402226	10958916.003058227	7553479.826950426	6295432.32705774	6186115.9299610425	7639819.276629855	12176136.482500957	1277039.2988468322	5985960.088544728	1177420.9556380592	744009.3339603387	1364167.31756446	1689609.823894867	1071061.0459925095	0.0	103713.07559315459	69211.08768202474	0.0	694257.5792300344	6987910.042469817	48219.59545489825	0.0	81706.37015866823	154487.59291189228	102358.63710868893	404360.39426199737	150302.3921148029	775491.9997844411	902102.262773077	0.0	3544647.2360839997	490249.80603519804	479717.0841333032	825981.4516100171	1120833.3222700316	2306351.0153624713	1742810.9352088815	736550.3015390068	1353519.834299107	1022022.3152463025	2020445.5507171785	2923286.829285441	1000697.2039575719	1424353.4202724174	648037.6249122004	1332863.2470824064	1388226.759641107	4380487.636904443	9416761.55878456	8908057.235065233	11122311.623207333	F39154	577.2766	91.74	90.01	93.31	11919.0	177683459.0	0.77	0.89	79.0	53.0	0.9259259259259259	False
5734	2393457.3530974425	2509295.233148036	2581971.335451341	2880190.0298650484	2961554.3698029844	3328802.446940512	3228796.5448984345	2930234.1927358233	3124858.2318879575	3177296.266126212	2966314.7905491404	3666417.007082968	2887081.569903927	3406353.3763354593	5544180.318552369	3618939.051938859	3107694.1606430626	3103376.400211481	3285701.3154036934	1927232.0270173023	2858530.012075793	4419333.635728056	3444594.9749972452	5162916.638313222	2748058.6100795944	876059.6003498308	3265111.1687066513	3490457.0117572118	2332195.343180888	2929644.718699102	3697406.9686199436	2705433.426978148	3600110.311554383	3796458.009749502	3809455.8217057334	2207371.7967224373	2879040.3285847786	3973322.958883287	4564862.499055634	5012977.851948954	4944002.220824857	3430196.1231168937	3309764.69071784	4790623.49728928	2196946.2443696894	4603742.351402366	3733075.449620217	3236926.2253873036	3464207.7407551305	2463800.82015119	1229989.4216621104	1694715.3209740403	2537422.3067233083	0.0	F39217	711.2694	214.51	212.93	216.24	14760.0	188631828.0	0.97	0.94	156.0	59.0	0.9814814814814815	False
5735	1674962.3497464687	1614029.7861263182	1814775.4355722265	1589652.6555570008	1521531.5432869499	2271483.053538754	1663767.6553298128	1652692.0298886267	1804378.2642817295	1512812.4513080013	1442175.8754964569	2584329.5392312417	2021915.8198416913	2541980.4638206237	3724875.346459532	2942221.288546088	1504103.2819153378	2162897.9322843705	1658743.2004046163	1220160.3753617438	1176429.5098922155	1634867.0993560485	2836912.223517079	3700053.9386082613	1559090.1635417002	1957784.3942072145	2048836.6178887014	1379447.8867173202	507549.7826230082	1130633.3071401778	1160778.3451176174	1305229.635074492	1689550.1300309545	2224476.367654851	2153621.4380965363	1456929.2702186743	1163609.5758689023	2761975.8327862513	3263542.947408028	3784233.2237926982	1926391.9783996516	2040921.3679353043	1554101.8024702189	2938192.816721004	1166338.600072595	3940656.1991340746	3529916.5721847713	1514592.5413017413	2978743.8764649173	904183.4678958984	959327.3229441458	734500.4827071212	1311464.8718646506	4370106.621678692	F39218	711.2694	219.26	217.68	220.83	14760.0	119012755.0	0.86	0.94	120.0	60.0	1.0	False
5736	1913691.4073334255	1803359.3263796463	2149926.898372245	1764861.8568131602	1837068.4095991137	2504355.2096194234	2041353.3857310447	1658374.5016019375	1865945.581585926	2396114.2246243423	2453390.5434664213	1795770.8873120388	2370916.90041775	2417110.1793559417	1298515.8505217438	2918245.9238723437	1899958.9618295904	2395488.4373636935	2265428.914457905	1931586.2823798184	1799791.619380118	73007.19636547157	2155728.0174393556	3531194.5143808196	1933628.5282457126	1858830.1975924538	2541183.99219419	1018117.1209694593	2141106.6960763903	2086251.770571322	2997586.510888222	2692257.448883286	2909489.3417323926	2100808.412739297	2354952.632894551	2090578.4132049608	2390879.957498623	2933373.530344151	2948412.22264039	2890659.1280769478	3156751.314289078	2385044.1573623065	2967493.30612689	239756.34570269415	1810816.5132071823	3159964.031848655	2793598.978303226	2532789.326256372	2817438.5722249825	2761188.2302684323	1152943.0160255497	713944.5916389197	1122649.4970895916	388664.25930931576	F39220	711.2694	262.35	260.62	263.93	14760.0	123869671.0	0.85	0.98	16.0	60.0	1.0	False
5737	2800627.2991343676	2088395.3104143592	2597925.015306138	2378664.1985254027	2962733.196971475	3606773.1262719957	2859875.810000573	3168419.925485969	2683641.1867670612	2764405.659163278	2710494.5657883054	2913805.022923686	2878224.0740147796	3158882.0976315974	1759123.3351575676	3862039.217577723	1572467.3122805012	1715417.346133729	1457884.969176603	1949588.0343414063	2518176.624744957	401939.83162596094	3055906.1117996667	3271687.990143081	2560649.87051323	2308509.08532327	2395055.9001662205	0.0	1708888.7715689878	2062602.2443869705	2490433.7297981074	1531142.435408178	0.0	2819167.916196897	2367794.618157383	1910035.398287416	2158961.2886781716	3952663.677519662	3025109.3336706506	3800711.5702386866	3079864.700298543	3399556.462249125	3560534.8267808827	303116.2424274646	2179222.9045961914	3714365.746365488	2847429.9968180587	2656775.4417720973	4092100.499857248	3166721.979997518	1615431.8565888572	1848579.2287728558	2000262.1040146346	51874.428242934	F39221	711.2694	273.94	272.37	275.52	14760.0	143667772.0	0.88	0.92	17.0	58.0	0.9629629629629629	False
5746	1473764.548292414	1365651.7684313785	1577340.4953148898	1853355.7895457235	512679.6128124398	1068200.4086943946	1063955.225394493	1461076.7711465908	976458.738069553	542080.6823267372	1959566.1883196905	1063929.0134168165	1858547.109985804	1658149.9149438571	1887532.9213134197	2072520.626679483	2278314.3741059504	1427285.3668441575	1761563.308458549	2022579.0546990614	1678889.063316111	2661988.240285334	780795.8512171225	1442618.7690989922	2108889.0274785464	1775072.9747678952	1910686.6450341959	2244391.3128878735	2607752.066409535	2155732.338552982	1471597.6549034107	2377214.0124491327	2643298.926353912	1070984.6944531596	1797653.5088566307	2173438.19286672	1765381.1196051578	1919689.497815239	1774553.1862391105	2070907.106205	1663372.6603029245	2093449.7526823387	1972072.2870861145	699195.3084516069	1071385.237902256	1467815.679167906	2458421.4019464464	2269339.298778434	1042365.0900648653	2383980.1087974007	1301710.4622442233	1047031.5723498341	1320469.708032104	933625.0205961921	F39260	643.8514	20.16	18.98	21.75	13380.0	91545337.0	1.0	0.93	9962.0	57.0	1.0	False
5757	13454070.175900932	11942867.921223613	10819876.062412368	16388144.005909445	7391460.566080757	12630892.680283384	11792643.607253708	12734084.454083217	8923353.711419364	3413359.525695685	11111570.515257373	11423224.51622486	9792640.949909536	13721771.12764037	12188086.342946602	11454354.949317167	10878806.437625727	14640447.194913799	13752285.835224785	16940247.518854003	10756740.827473039	10962821.470517447	8985322.911800927	19134337.966517042	15391905.3435325	9002484.409991426	14435966.848512296	23579334.256697144	19565941.98944171	17840504.54322143	12018561.553987123	7736142.53413286	5408877.695261454	12231161.8784149	10047872.541552553	9250955.895213153	7915166.1578947585	10084466.66252692	7742003.56698033	11762084.110370802	5520075.703438524	9902333.942747967	4574342.414544549	11817738.961409254	14043144.671239896	9041638.6485971	11658491.370012265	11790303.79868966	10331504.783554643	3808316.4719978417	6265197.649261667	9343337.409501228	9660563.374096492	1310967.3025975942	F39323	578.1416	214.9	213.33	216.63	11933.0	632557254.0	1.0	0.99	2250.0	61.0	1.0	False
5764	2795849.980719015	3251278.0925638005	2943192.4893169063	3358599.3845869456	3711349.1238909666	3971512.4909723126	3954324.082378359	3783235.347200929	3278777.0012997636	3319867.391088175	3322247.140778184	4087575.837621201	3300780.8007979314	4200829.847854666	6042529.111477525	4305591.793320228	3571788.4525211006	3801695.25889137	3975717.4519850523	2513268.247450835	3988746.8414054695	5101143.715112435	3979999.6886957143	6160051.254814722	3543655.2306595608	1433870.417020933	4261098.67804047	4301535.195858811	2591236.5953940907	3449071.090998401	4365660.861200504	2928242.79445478	4462421.688703076	4262515.494411134	4312285.36013022	2659355.6071539274	3383794.938458925	5086664.615407749	5544013.704031029	5675217.874531447	5788305.577732634	4467829.985998307	3566043.586978643	5319514.350116636	2283921.844029114	5763112.5148568405	4197955.393405744	3908410.1858660667	4101422.1555860643	2974223.746329133	1373574.7374642321	2123287.39564048	2595649.0168627882	54172.77128639622	F39348	712.2637	214.51	212.93	216.24	14780.0	225064331.0	0.97	0.97	113.0	61.0	1.0	False
