	Pellets_1_Rpneg	Pellets_10_Rpneg	Pellets_11_Rpneg	Pellets_12_Rpneg	Pellets_13_Rpneg	Pellets_14_Rpneg	Pellets_15_Rpneg	Pellets_16_Rpneg	Pellets_17_Rpneg	Pellets_18_Rpneg	Pellets_19_Rpneg	Pellets_2_Rpneg	Pellets_20_Rpneg	Pellets_21_Rpneg	Pellets_22_Rpneg	Pellets_23_Rpneg	Pellets_24_Rpneg	Pellets_25_Rpneg	Pellets_26_Rpneg	Pellets_27_Rpneg	Pellets_28_Rpneg	Pellets_29_Rpneg	Pellets_3_Rpneg	Pellets_30_Rpneg	Pellets_31_Rpneg	Pellets_32_Rpneg	Pellets_33_Rpneg	Pellets_34_Rpneg	Pellets_35_Rpneg	Pellets_36_Rpneg	Pellets_37_Rpneg	Pellets_38_Rpneg	Pellets_39_Rpneg	Pellets_4_Rpneg	Pellets_40_Rpneg	Pellets_41_Rpneg	Pellets_42_Rpneg	Pellets_43_Rpneg	Pellets_44_Rpneg	Pellets_45_Rpneg	Pellets_46_Rpneg	Pellets_47_Rpneg	Pellets_48_Rpneg	Pellets_49_Rpneg	Pellets_5_Rpneg	Pellets_50_Rpneg	Pellets_51_Rpneg	Pellets_52_Rpneg	Pellets_53_Rpneg	Pellets_54_Rpneg	Pellets_6_Rpneg	Pellets_7_Rpneg	Pellets_8_Rpneg	Pellets_9_Rpneg	id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	percent_inclusion	blank_filtered
2088	1987766.1244691305	2588509.0659082634	1840364.2566199102	1825187.6191965642	955747.7477561283	934118.7371870428	1262182.4336624052	804062.5206547357	451922.8312824991	987698.1871065736	779002.2866135617	1788941.8108400232	1175786.5091932765	1429183.5779930148	1085117.6752358228	828977.8950799883	851516.1343803285	1046702.511553872	0.0	838173.3416350392	0.0	0.0	1208793.5295745754	1333805.7065776642	0.0	1011214.7905279909	1158776.6717305765	1040370.3909032226	1518298.875819795	609512.1217138735	1667152.4443349333	2027968.3680762083	1809259.0727807658	2352717.2504044785	2782458.4389343723	2151951.371961438	1823047.6282818657	1016037.2958644208	1779783.2117804957	1669626.8758357263	1494056.0782415261	1727344.4565740926	1758420.3585261186	2592061.7645038045	1813618.4331293763	2009386.7729799803	1791399.5525107973	1613609.7022610384	3665955.9200402484	2148842.6482681027	2089150.2927631757	1227234.4382784916	1318120.3309684596	3252709.3484601174	F18747	333.171	35.46	34.27	37.19	6280.0	85429923.0	1.0	0.99	9615.0	53.0	0.9259259259259259	False
2104	71538176.26954551	88809458.27138449	31709174.96753336	28706580.113376755	23189611.925717723	22902217.56366079	25374131.768607214	22253717.73754752	23714513.39235535	33788631.97136576	74500207.05381474	94934429.87179445	67956341.05591774	57853859.6360833	13419920.133554483	61723058.57296402	62099516.536186725	26683315.28726517	43745809.77306335	94435892.65090857	34397779.7669137	169195030.79627857	77607686.44850187	43284166.25767882	47952905.225074485	18927913.62304444	75112896.14919995	35494191.03917303	46550228.890307575	32227407.58618685	79320069.5810392	115342582.24466592	116940800.25904274	39224541.5203856	54575841.736031495	42016587.93240291	70378811.14966656	159938732.14167973	47677131.00855746	48074710.16209742	126374803.97252427	277712754.456215	139530371.4100377	64737309.08542199	35706373.74932289	61504728.22257732	82008319.56606926	190648890.9575094	229917756.70166096	198605955.45633638	49889657.64406304	110045130.21757704	122579889.23150061	108375546.04203397	F18823	439.3216	199.23	197.66	200.96	8595.0	1945333325.0	0.92	0.99	1528.0	57.0	1.0	False
2118	8782173.10486978	7657155.06824489	4072673.993198217	4701761.818704896	3906837.549911091	3436960.5802649367	4292451.243900769	5132605.019844003	9693578.935121797	3805399.835685347	9036638.46650064	4208476.616054193	7637595.068488404	5895816.992541796	13406611.771982519	6798602.149773342	11339203.086985946	17491544.8508209	25590041.337677866	20127781.00853308	11834626.362716656	15599096.68857068	5085776.3583560195	12385303.016739443	8056154.760339818	15082535.989251325	9151987.940172438	8359720.117280662	12673075.838337973	8862950.775191188	4381787.743959117	16032495.255820181	12673211.702402918	3746462.0222906736	10353456.818571003	16923956.70595499	11977116.960875202	8113055.909980802	31426955.361612998	9087571.777965771	10506521.878644098	10286898.972131098	10608724.654188545	2394630.5262995055	5365837.039206909	6342310.594922292	7716406.640693432	9055969.640109207	5846970.649191503	20600992.110432703	5530495.824590767	3090273.414945399	2749657.291304799	3942778.8191152858	F18902	333.9383	21.89	20.16	23.46	6290.0	561542802.0	1.0	0.95	4218.0	62.0	1.0	False
2119	22284374.491070792	28718377.330227356	11290603.924676083	9070795.400105638	7057986.209891746	6904008.209442872	8134454.95323885	6691607.978344338	7386281.081441577	10168173.281222647	23935321.732535467	29473561.891024396	20940336.16193366	18315424.587351266	4052238.1852395874	19890514.486842778	19565124.293499015	7860391.107066432	14005755.810980659	29659360.48315148	11048729.106851758	52830405.67583538	24563815.987859335	14230425.134874625	15083266.264321966	6294385.680325384	23448875.98239868	10995830.625149006	14562757.44210183	9858466.177733278	24584802.196547713	36977793.61545539	37261237.60993885	12362482.52583368	17053950.493290935	13591202.377160382	22439950.05841739	50129435.18641564	15124527.650141722	15649280.679375062	39211187.12962312	87368891.44228359	44246213.579789504	20138659.039237447	11539599.978711098	19923740.45864232	25730714.611533813	59815123.52353289	73153689.75188479	62166033.65769237	16107724.832093693	34626171.23817099	39223984.35793298	34503467.7983696	F18921	440.325	199.23	197.66	200.96	8617.0	1403028395.0	0.96	0.99	13935.0	57.0	1.0	False
2126	1139180.6843607922	828448.9107680175	1264453.7812060597	1134078.557606772	0.0	1440206.1362397117	1445692.5913004924	0.0	1292296.571284165	0.0	0.0	1619713.335531605	1037264.1633940237	1914814.3424621497	0.0	998634.1871073729	1570505.7244764927	1500556.826983169	1460303.2164526319	4843259.433842098	7548790.784621702	3904789.682838087	1425976.97360576	5932548.329606959	1499515.8323271382	850876.1072672732	1389707.642268111	0.0	1891720.816691571	5557522.4311174555	2196272.7667624317	1530122.4026968367	1844226.4205545331	1771457.6944221954	1731481.7293153822	1799258.7587188785	972668.2804134085	1360954.3954088376	0.0	1532162.4627542316	1040909.1231215706	717463.0189772053	0.0	2279317.95648493	2614222.3017008225	992621.7717196548	1367195.66564065	2522225.845002093	2004309.871617797	1288616.132417472	1351687.496968703	0.0	1206745.0259857052	2755802.765576967	F18940	491.2841	157.07	155.46	158.65	9827.0	94840103.0	0.82	0.94	536.0	49.0	0.8333333333333334	False
2145	3224881.340463563	2614037.4463930298	2287717.167374495	3937840.42302582	4322857.0496987775	3760572.6317324163	5472548.445220555	5353669.95785471	2980146.3242988144	0.0	3921845.5246660337	3093977.6590402056	3866647.4587171776	5226349.813901396	0.0	3259314.1346848565	4842420.979625638	3411418.7810396887	4546681.491214611	3899229.053971883	3818122.3525313805	4614036.847786262	2406412.274266852	4034231.054060795	3854797.73267567	4720065.184824214	3925494.3591168253	4140389.1250043684	3914395.6028733416	995813.292465877	6237522.780033741	3583516.030577956	4057903.943582306	2173219.425181286	2979892.8250088305	2409617.7759097307	1374919.8829463564	2919011.364809593	2551014.396497947	3522701.909932075	0.0	2798396.86490229	2198956.3647673577	2824527.617789187	6038623.027557944	3138159.7132990393	4257589.905891066	3263027.4094089824	2683116.0553738996	5539624.893173867	3463983.5193907106	4816083.122575508	3824744.976078828	4063651.707528267	F18999	492.1085	152.44	151.0	153.75	9836.0	204621207.0	0.71	0.78	27.0	56.0	0.9444444444444444	False
2151	1510434.954854105	2596526.4792178734	2488273.579038535	2802366.0296866796	2151795.451364856	3443589.947001126	1937741.7211239052	2701414.3652318	2290539.2320050844	5260050.3630367825	3923483.2566280887	1917502.8362366909	2119927.9706418193	1694800.3244617754	1680758.798594466	2043547.6950622427	4782708.6186327245	1027962.0454246419	2198767.5496902964	2574281.7539810045	2060208.4550550722	2865672.7081142217	1638152.8381932557	0.0	3240543.108969189	2647083.085428035	2434139.318540014	2118338.3738554665	3996392.592737116	1375153.5429911872	2497828.4849258075	3997595.976338728	2149333.248505481	2243528.5375546906	2469099.0366586125	2434877.6098549906	3646456.9177598353	2053028.8350333874	1392295.1844105555	2229068.2021023096	2631671.669794564	2086119.2154131222	2186747.0650994345	0.0	1573253.2248767787	2941659.4290725063	2566629.451502918	2427148.52308149	1214841.7465495237	3988147.717223254	1843880.2379562808	3085528.3876189236	1712766.2371074008	3761729.254309858	F19026	334.8739	1.83	0.78	2.75	6309.0	119621012.0	1.0	0.96	7574.0	56.0	0.9629629629629629	False
2153	14610091.973820185	8296143.099367755	9785139.024244884	8860434.744439265	6044522.984905198	4483763.528474069	6482148.82809435	4496932.002875334	4222991.724634776	7481450.606814285	2646073.2690890776	15306557.053571172	3913564.868986246	3376100.895482963	5126272.831494167	4217127.454617462	3976829.3800941682	0.0	0.0	1670375.4304250462	0.0	3223558.829369354	12816273.069129743	0.0	0.0	531585.2326889752	2023003.0760025573	2143440.35054715	2875841.1216182956	2126264.9318873812	1859722.105076467	3754813.7461318597	3114142.0581771154	2205683.234735295	3144776.754262817	3480929.196609125	3950295.5531255975	4442833.452487956	4488061.996667712	3304836.5914118025	4002392.895799493	7101217.376588299	6252613.814396821	3192803.76685587	1646590.510329218	3716625.662103711	3418260.7631162484	6421774.8875664845	9205803.0200796	4448355.043050801	2071377.3437630604	11961332.908425847	10264135.55086246	2519970.2905135257	F19043	492.3463	212.28	210.7	213.85	9846.0	280408725.0	0.83	0.97	28.0	54.0	0.9074074074074074	False
2166	157697539.35640562	122871083.72021097	144689874.18664053	155088449.83927366	92791629.45878902	95605191.54060797	121237939.6662041	126561185.18426186	95128119.92904846	128169140.86452761	122236516.70655562	159830437.215241	144723691.1955843	110795255.76978417	160867035.4446786	142711684.03553587	160157430.48561648	58608188.45382487	69609237.92963605	98228615.59685418	63530134.03813093	169177320.80120382	135157790.62161413	76406546.20033638	82485030.87547062	100735173.28999805	102918531.96337858	97174938.1543796	111750525.65342298	80845293.11997916	79749860.59033312	152478313.1472208	166385734.2179987	100218275.1744251	104727585.08629999	111403267.21745802	128069887.4819701	112485451.7276261	145850660.6806137	154205531.24912956	127029691.40347466	176230978.0894674	178815747.6301886	40638528.73636357	86825073.99934137	134794778.57469946	163350133.27392235	150405999.16778266	130033573.0360297	160887386.50144178	121854747.32917309	149551340.5154734	122522895.68285508	163065457.12886462	F19166	384.9355	21.1	19.37	22.67	7390.0	1529509710.0	1.0	0.94	607.0	62.0	1.0	False
2179	3315892.3803268946	3969854.939927898	1652957.5390560175	717654.5729000728	0.0	0.0	0.0	0.0	0.0	950295.7091560761	3841238.535551534	4988539.690505589	3392254.2397869495	2397299.2668332714	440649.097894292	2814617.671397506	3152775.4749699584	878322.2899932371	1945348.1192668302	3854990.1222618013	1604647.5205925922	8629072.0960251	3907717.094426807	2102712.741337548	1862132.1992301475	611831.7868113597	3398784.0099373693	1448777.5369006956	2031212.5025639483	1695980.9909106612	4129929.354329221	6165765.5071806125	5822603.54451903	1751613.611468347	2637384.6882819324	1555034.8441824345	3542748.7245668974	8466752.951411508	2426502.287340875	2399353.9476856063	6308812.608503383	14348093.102338895	7218518.467793089	3045595.2927155555	1490655.0712691054	2786875.9677974964	4520233.189275255	9716831.211451462	12081116.272851221	10139598.095226843	1874084.965700641	5359816.240766726	6035968.01964651	5187348.780316572	F19217	441.3282	199.23	197.66	200.96	8645.0	210535798.0	1.0	0.98	11368.0	52.0	0.9074074074074074	False
2180	42283621.81183612	35664508.51787276	50498287.60869302	42479316.94340286	40034632.39201303	34051959.079521626	38810611.02803952	32617602.214141816	39395860.81154307	50849302.56735359	92337984.62296033	43067655.635020666	104273283.59918699	86572843.0487381	118456583.55754754	97935176.9162412	87531591.52823123	13289213.900391499	22382010.35865741	63704082.47816658	16420512.68422352	110319755.7799417	38987577.49567419	22044089.953954257	22127384.075192075	15698651.680656224	46139899.19547381	9965249.911755318	13928889.810541345	9364673.007701736	39513483.05032938	63585373.55831085	60098016.577447295	16831288.595417954	20897420.17647368	23880804.91407222	22743298.395077065	95755826.09124433	67628192.41722567	61090677.937297955	51179887.70371874	132063136.1996283	54151771.9823026	134654000.84459326	16144222.188708182	127096204.99898414	139133454.171106	100057805.64113641	139007195.3903459	60330646.79977462	19658727.83921885	47993879.48830939	49414452.53353512	9959702.134689672	F19218	441.3375	212.41	210.83	213.98	8646.0	2021611661.0	0.93	0.99	498.0	57.0	1.0	False
2197	4699989.726508272	4636442.326293567	5562777.197447096	5828003.16921434	5116301.842144398	6618984.500868866	5289553.007330492	5711165.360342107	4755665.057391488	4123561.0043921866	5973503.768698574	5071941.284524569	5462058.877444778	5028277.8756389795	8551582.257379694	6348842.410791941	5642529.871539391	6391666.198029538	6561179.5895564705	4794043.669622927	6281706.666806522	8164780.221619001	5767637.202784414	10457628.893378116	5715716.337451446	2199010.661919796	6883706.217132567	6488804.267522656	4111464.7321382705	5655606.0736373635	7653093.457390095	5064162.40218777	5344077.621378876	6858097.491340616	6011678.93737016	4695973.241582195	4701729.458887999	6660666.9884247035	5459896.948791612	6085234.786926199	5925957.770826646	4187516.832934983	4856343.965939696	7317389.676014587	4265355.076900745	6776507.594919052	6277389.688128942	4905541.911510415	5354089.13977857	2726848.7053149478	2864876.493377539	3862464.7251907694	3967226.946132913	41679.831779193635	F19314	385.3073	217.81	216.24	219.26	7403.0	318625488.0	1.0	0.98	786.0	61.0	1.0	False
2200	6557877.651326304	3879689.4957059324	4557286.39364763	4592465.828160828	6961189.887845423	5686628.52020935	3233615.895405417	2627772.378066303	4487287.130326653	3296088.231981714	4683652.672821215	3672740.226038538	3608379.9175780797	2488015.0954069137	0.0	2817019.279956464	4758865.920433918	0.0	1962652.4624797239	2288321.095035209	2315705.4566967064	5983080.904061747	3886770.163308326	0.0	1857095.8437234533	950547.9912179848	1667989.8073481882	0.0	1273796.2256137358	1780524.1823493044	4620510.913913727	4453041.69309929	4154804.973461103	2152152.3176276716	796428.3547895302	914761.2236031858	1401579.4796877196	4116657.9222489027	4031359.5887288	3884709.420782455	1159936.3051698627	3516027.41820536	3362147.35547044	4544368.120815075	2332370.601697031	2179640.2736651828	4996061.528572522	4177587.2576232622	2518646.9553804114	4274144.343719519	5878604.398106311	9818539.102772057	6827810.774320895	8511482.235422246	F19326	442.0902	192.89	191.32	194.47	8657.0	212545190.0	1.0	0.98	12619.0	55.0	0.9259259259259259	False
2209	12826810.350665703	10961322.962855421	15896249.035013389	12874908.601871727	12621067.26368568	11323964.959451549	12294060.41792652	10132377.39921137	11794796.595158258	16015776.317230802	29191823.51624536	13572303.598674383	32474173.745189555	26682491.552233305	37284600.8507031	30773806.716280207	27130424.97382039	4199430.29893196	7156373.673623877	20088531.20948848	5072473.604425099	35035844.91901542	12273279.525983173	7121622.990621396	6910710.950575841	5322087.096749436	14592088.106877595	2852668.2616031826	4141835.289098929	2488833.0770066986	12703851.699065858	20949642.943405733	18637982.77599893	4952897.153733989	6872073.4577901075	7402388.414064093	6784720.808267989	30130960.458908416	21842156.80754496	19420073.645479023	15969080.938019864	41744870.32843392	17097654.80451846	42120711.397707626	5329809.063180166	39818859.389854066	43360993.771853596	31587111.34989481	43969721.26481144	19062056.26919687	6541937.835751847	14887347.45654113	15764996.101543885	3165189.9592437274	F19356	442.3409	212.41	210.83	213.98	8664.0	1021160269.0	0.93	0.99	772.0	57.0	1.0	False
2223	2091394.3627713488	2196167.8470185404	1980046.2589351546	1298697.8815933878	1229489.4949316618	1151638.8864188963	812564.3519420755	1123799.6719475044	1344626.5530815525	1548619.6295367654	1591527.8155757373	398787.11547292746	867213.206770119	857352.5448995392	843482.0864037649	1438353.4439091447	1048594.6497246143	1622531.1036636648	757563.531293545	1985280.2496912952	1348080.7560875064	1271354.0261158932	1247596.57465415	2851315.973584108	1105336.1729786103	2123672.378153805	2329894.662506926	2254273.0563300997	2254428.671630747	0.0	0.0	965809.8613621229	1340016.6221755755	1228691.9588420887	2170572.892265638	1006012.6111263917	1667456.342332421	1691206.0975168152	830893.2552760057	1448738.5086015544	1538743.221222471	1451116.7737289986	1035745.8029266992	2040229.83054319	788607.5396952092	1838162.526507404	1018606.0702405265	1997273.743914563	1915401.4777889869	1386833.6422198364	1194368.4489551205	913973.1844132479	1613153.0299208208	2118159.371370274	F19438	493.1235	35.87	34.14	37.45	9864.0	81854043.0	1.0	0.94	6765.0	56.0	0.9629629629629629	False
2233	12060451.91280293	12311378.654375048	8939026.285201088	10794936.828476354	21855668.68519988	16934307.18623359	11444540.062334873	12320378.054749496	11059050.440461963	12324890.881028445	30998754.970559273	4910130.111451534	25269557.893419728	25176468.195769675	23199804.946492635	27475885.45148148	24805243.72341003	8896487.159778522	9657281.398754973	12575370.498211257	18201845.249731682	36435422.64164869	5422749.8511356795	19108183.233471125	25374312.387810253	20252168.96469553	20716940.307006247	29244834.25111454	26536998.7507476	24891601.917374037	33678839.38062629	20418668.137842663	25485832.211245496	13701509.43616331	12167459.944874115	12138190.818468357	24170889.011927128	29259201.82084365	5319602.762226024	9719251.224036746	28518312.280090414	10068119.17383003	16616189.36924618	24946423.334455766	14726088.283900896	21371431.89355537	20079847.09110562	18496517.89170454	15235222.996204492	21916220.609840345	16878058.495547563	14574468.966826728	10732464.04473967	12007303.292127868	F19490	442.8942	21.89	20.16	23.46	8673.0	957097912.0	1.0	0.96	75436.0	60.0	1.0	False
2248	10397295.500033077	8174121.190485383	9192727.704256881	10412003.664198274	5807759.510558072	6318506.625692746	8243200.701447305	8388034.249538931	5730673.438556209	8427068.5727185	8160424.641078009	10833269.019672673	9371383.44599439	7274361.664617086	9703336.280748805	9111475.205748126	10300149.037057383	3798419.260581877	4453612.667975779	6416248.84912206	3917636.102157699	11212643.560382215	8708984.11315258	4713644.039164105	5317684.407155048	6756974.052334448	6639071.574148104	6303781.097167992	7162970.615198254	5242937.131146444	5228335.825968415	9760457.451713545	10667704.087733887	6654757.162346487	6739904.73395664	7265439.435718719	8273750.59781709	7562647.73937697	9630492.276966887	9951235.976940315	8949398.849020489	12030670.897766327	11756477.107523635	2079254.5429785992	5799681.81845619	8986127.788609894	10657386.78377101	9509722.08035327	8458456.226315845	10259317.689525822	7837989.048061564	10282119.535560925	7904359.807758146	10472164.967593541	F19545	385.9392	20.97	19.24	22.54	7417.0	441222210.0	1.0	0.94	29728.0	58.0	1.0	False
2268	1161099.6202747864	670016.4865739464	1272985.2556783343	1575920.0951900214	118854.75395755882	112806.40209956557	327897.243133326	846481.4882301508	738164.0510727692	1213760.2693696946	1501785.5491997488	2234345.194057902	1407339.879771986	761974.1793272654	1332398.6689689	1266774.014083874	1933714.1143829208	884585.8339308841	508200.61156712216	991111.593872561	1132622.9894185246	1566386.9765515088	1599675.5819491893	630875.4491748698	1205278.8117225377	857314.1848397729	1251243.8743353803	1371663.6453938056	1171971.6023249691	1248620.28437862	427990.78392925387	1671242.4838201157	2694159.435548682	770657.2195126608	1170232.0010926663	1045239.4664976868	2037040.3437642413	1055059.5660983338	1154988.3612321028	1624139.4520872377	2281009.03016762	2158353.8252399797	2390856.5190012306	728514.4397905202	532473.7783067985	1416849.8965626894	1794168.0799448283	2481263.899639328	1270353.0098105446	1648912.3547148358	1081254.5736713714	1207039.4688416552	1228148.9824635547	1102441.987147344	F19628	336.9419	23.33	22.02	24.91	6356.0	67954557.0	1.0	0.96	3090.0	60.0	1.0	False
2291	32165768.198592544	30028472.53591714	22578931.42002488	30371883.986578725	19902763.170602884	25487976.06846839	34697030.907105155	34723128.64708292	19115530.686606675	17499837.682096202	22612646.88596592	34632051.40300083	23635805.046590272	41601491.682714105	41026813.428849824	26492835.343959577	25116564.100311264	32709247.672382917	24924779.529872477	33608756.19804817	21046104.947750602	23748492.930196393	28074208.15699672	45562009.48940215	28950153.077879783	20963589.312624477	32117907.22805277	57208970.00120117	39299590.25563057	28751024.276986614	23517204.30043245	16989387.05341191	13073642.805490255	28821147.35024613	20871123.44202233	19449670.599549547	25059154.21529764	23705626.23622645	25946795.459115557	33902855.6866474	26391159.5974444	24426585.746682923	12835689.376947172	27313235.114564896	33039151.563856624	31214481.454049107	27063864.238346614	23480615.96026651	33708482.31799033	10062441.242910745	13250802.306332259	18821489.969577014	21983265.703062568	3608228.84032629	F19783	443.2476	215.17	213.59	216.9	8691.0	1555727023.0	1.0	1.0	1198.0	61.0	1.0	False
2294	25140980.814626202	24256878.12210876	25792359.787186574	23425842.054482214	22693382.64791936	21648049.346011046	22314601.523181785	19334625.014003456	21576354.96101532	27079648.202556577	2736463.71710478	27231975.77925987	2632025.507671631	2027673.2374616899	3249275.436699194	2224726.155320466	2226316.3449592	1550920.485981804	2393003.3512878083	3252362.8831881736	2250830.5210750843	2319637.0882509383	24279706.859689027	2258300.2153431275	1495079.5113632334	1853780.8339053078	3039490.576416007	0.0	0.0	0.0	3250176.7525719935	4701632.998485778	4088141.027128851	13040731.07802648	0.0	1004545.7302177522	0.0	3311151.779206984	4087710.507248337	2875875.557042443	3909127.5763462377	10716863.072285613	4989786.162293372	3422260.935227718	12017899.760698086	3256432.708852962	3625159.169644221	5082355.417684355	7274636.123250673	6142994.428416754	17513545.143936027	32608194.949890945	30560304.171801146	0.0	F19787	443.3532	238.63	237.06	240.21	8695.0	539104481.0	0.81	0.93	314.0	51.0	0.8888888888888888	False
2300	12800232.116035635	13342523.267851304	16297993.992326116	13787085.200275004	15326819.852717644	13408280.327716785	14306558.898717348	11537426.622510402	13427143.2940138	22196928.94529551	33980461.71897942	14492921.014475675	35306311.98565335	26736265.6734021	7349989.9263345245	33161476.690842655	32567001.327875875	6104705.945780933	8929111.464884566	21235228.42772032	8008353.384790478	38520375.6117179	13008001.697362777	9574927.040495232	8779667.31315124	3047789.255734631	16091646.233560875	3687891.7372698	5782564.020336437	4155897.3062623967	16242457.662650393	27368167.667411007	25812123.540697623	7966103.195936626	8134876.520473358	7418448.137353625	12316279.245601524	32077145.07387167	28523348.397153925	23269762.72110526	26759027.981962405	45051676.510038905	26878270.034685306	42086131.30774313	7339785.193779118	37724464.766602755	41606913.51883393	36738766.39961102	43965795.5630705	40549056.85522319	10474795.497080741	19280010.218686946	18352793.57822392	14624136.585019005	F19827	495.3094	200.96	199.23	202.54	9913.0	1168808474.0	1.0	0.99	4876.0	57.0	1.0	False
2311	5514143.167292505	3433950.2484272043	4329246.626438342	4262648.318898585	5976742.899244638	4392366.605654272	2100816.0840951973	2492214.6860988964	3454145.4351399573	3533201.6854696968	3957951.0221415195	3240376.8179115336	2680039.339805075	1343839.4949512181	0.0	2704516.6442554803	4137209.8110984033	720355.9268815649	1632895.7049296868	2398170.007102296	1896060.6008437274	4750963.250982292	3389206.316473606	776322.893077832	1401120.0039414677	587291.546000498	1162899.4562967985	0.0	0.0	1450814.1985205212	3253171.6828519898	3214466.4177799406	3545847.4575285	1920512.1985375888	771932.0871815503	1135325.1268376396	1270542.1420580074	3545602.415780611	3752351.0004947777	3362284.8075318565	1997648.282513094	3169136.67035103	1909990.5785747054	3872103.9908510535	1870854.8694400499	1337996.3465557753	4019740.469686333	3095152.9247539053	1573853.356529622	3678401.443457391	3917745.913118368	8051345.101572065	6295089.762834462	7400414.580595322	F19861	444.0868	192.89	191.32	194.47	8705.0	178783013.0	1.0	0.97	10589.0	56.0	0.9444444444444444	False
2320	10647333.621745063	9876127.430969931	7417037.1969909845	9639650.804885808	6281934.071236696	7350017.661025591	11098533.645221682	10383256.690864053	6213727.995101913	5976759.583038824	7406389.389740202	11300768.725130294	6983458.116199122	13582392.614679758	13493222.090418898	8110619.877776976	7464670.015798182	10776078.872383175	8203602.594102741	10893061.077589033	6990491.760002761	7609936.462944094	8833737.695301715	15005295.618061956	8992163.15266953	6438106.457748406	10831527.337445954	18504545.297895286	12849393.510644786	9463634.522800079	6764615.262395293	4624141.624532695	3870597.921951625	9297869.669761743	6890468.983871864	5952842.384127868	7748129.296774158	7563600.622656518	8225439.650458396	10973996.920824954	7899968.933999668	8077405.293920951	3983097.3183080754	8819099.957479518	10760853.212227203	10289370.295840023	9036788.768404324	7299411.474886199	10939708.684962973	3021612.6841157423	4639424.251816751	5900614.14038817	6740223.030955026	1067157.1457924745	F19888	444.2496	215.17	213.59	216.9	8713.0	496527012.0	1.0	0.99	1196.0	61.0	1.0	False
2327	3350765.7138205725	3531527.802674721	2425054.5782045824	3256247.6768114115	6700179.969395124	5456592.799632063	3481514.1057693274	3561121.9703669683	3193465.9225325496	3906338.504926169	9762962.120240094	934847.9864613026	7583510.170693774	7639437.603286812	7058999.120234758	8598176.030456968	7570169.994746803	2808817.8385122013	3067621.0010135695	3438309.078184655	5700214.753252536	11829964.318439288	1315580.123240509	5867625.504274177	7794597.489895599	6441243.840158196	6257593.311357869	9157444.738275347	8208526.885366299	7400268.37129794	10340961.703770006	6242261.293650731	7908540.0069362	4192918.7337335087	3851189.3318706513	3434482.791118428	7247596.527801468	8422633.628572335	1324628.1694147256	3087874.4670739225	9180168.824383304	2950647.3255823026	5019333.429734051	8183024.845939954	4375854.575413579	6659800.659892914	6367265.976905689	5848671.08416798	4769017.005892165	6950309.798286971	4978690.80296124	4525297.821252529	3254880.798113909	3664861.6644211826	F19935	444.8912	21.89	20.16	23.46	8722.0	291262166.0	1.0	0.96	23200.0	59.0	1.0	False
2340	4087052.9306594906	4658073.353086162	5284022.917324694	4081776.7457781034	4830101.922550601	3994440.3446246544	4480958.882234645	3614053.1214777683	3947764.8370580883	6958078.73437673	10698608.652165513	4151140.828174562	10955269.470698329	8555428.678445634	2185203.8808017685	10500748.840370696	10367115.862424739	1595622.5892473257	2519158.5544704683	6741065.702107935	2141734.061497066	12256285.00540447	4266298.96838492	2391223.0755919046	2694207.969022176	827916.7783434982	5302696.543375169	0.0	1494389.4159619529	0.0	5031830.282306188	9033498.583376672	7737896.382917241	2330326.2788552013	2017598.7737976883	1959817.1038959073	3540786.475336725	10297313.404418334	8930670.348673856	7092517.151457192	8456778.424099742	14157129.465207193	7962478.180596421	13219770.301883148	2025532.9004136373	11726442.977127597	13350068.199366242	11490933.941192446	13716451.670750918	12850796.901855627	3293129.2920085434	5763631.379785474	5002355.254447673	4820691.958462843	F19965	496.3128	200.96	199.23	202.54	9944.0	360453796.0	1.0	0.98	20151.0	55.0	0.9629629629629629	False
2342	680000.7461424419	847594.006463188	1452033.2384851074	1104809.1139187661	1690387.3907987745	1762129.5470791182	923815.9438495126	938178.1923106255	1168708.6406240978	1458677.172005004	1273476.9176864028	831443.3884778736	953742.5610176673	860454.1148019711	1665599.109909211	1442428.3119188142	1237271.23233799	739195.8285624367	855316.2220022585	814633.6807997428	889030.9970100521	1124772.1221507448	848105.7991109503	1893167.2592393374	934873.4909301321	0.0	864882.96012796	0.0	941919.1391130676	855296.1329991344	772169.2607719798	902838.9530646012	1226700.8337075736	1302504.546373825	945980.5775901811	701660.1448188515	0.0	1510002.0640289863	1452370.8203997572	1656686.1059025456	1163111.4716183576	1104051.2074476792	918781.4743523003	1030944.3719051267	630769.5952356815	1630859.4378601399	1082558.9601500595	924801.8322129938	1284887.3094728503	949603.4663937789	753502.1117635075	868007.1623529822	794658.9646551686	1486352.4381157663	F19985	444.9732	36.13	35.19	37.71	8726.0	58869944.0	1.0	0.97	979.0	53.0	0.9444444444444444	False
