m/z	rtime	p-value	t-score	custom_id	log2fc	name
69.0704	187.3	0.010644957683909745	-22.503631814528898		-0.6960472973791667	
219.0716	246.3	0.010644957683909745	-24.653521582176932		-2.3800177987595106	
219.1168	307.95	0.004592948153099146	-44.60396513155988	C8H15N3O4	-2.722785341536266	Alanyl-Gamma-glutamate,N-alpha-Acetyl-L-citrulline,Glutaminylalanine,Alanylglutamine,2-(2-Aminopropanylamino)-4-carbamoylbutyric acid
219.1168	318.33	0.0035827649726037593	-55.42952889306537	C8H15N3O4	-6.203970421009188	Alanyl-Gamma-glutamate,N-alpha-Acetyl-L-citrulline,Glutaminylalanine,Alanylglutamine,2-(2-Aminopropanylamino)-4-carbamoylbutyric acid
219.1338	232.57	0.015471316338854669	-14.543063733803097	C9H18N2O4	-2.4995582169732344	Threoninyl-Valine,Serylleucine,Valylthreonine,Leucyl-Serine,Serylisoleucine,1,3-Propanediol, 2,2-diethyl-, dicarbamate,N(epsilon)-(carboxyethyl)lysine,Meprobamate,Isoleucyl-Serine,Threonylvaline,Ser-Leu,N(6)-(1-Carboxyethyl)-L-lysine,Carboxyethyllysine,(2R)-2-Amino-2-[[(1S)-1-carboxyethyl]amino]-4-methylpentanoic acid,Pantothenamide,L-Lysopine,epsilon-(Carboxyethyl)lysine
220.0927	333.88	0.015218369834789563	-14.893016278861515	C7H13N3O5	-2.0269937648818406	Asparaginyl-Serine,Serylasparagine
220.1178	185.07	0.020495146812023857	-12.168692213619265	C9H17NO5	-0.729339386381131	3-[[(2S)-2,4-Dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid,Pantothenic acid
221.0956	252.61	0.04480658239387568	-6.724729879983588	C8H16N2O3S,C8H16N2O3S	-0.3149981532802535	Cysteinyl-Valine,Alanylmethionine,Methionyl-Alanine,Valylcysteine,Cysteinyl-Valine,Alanylmethionine,Methionyl-Alanine,Valylcysteine
221.1131	280.3	0.004592948153099146	-44.56497655152327	C8H16N2O5	-3.6719403556198387	N(epsilon)-(Carboxymethyl)hydroxylysine,Threonylthreonine,N-Acetyl-b-glucosaminylamine
77.9273	209.53	0.0474212605372041	6.502394923733321		0.3079012786617952	
80.9935	209.39	0.026443915216525508	9.616351824313323		0.2581807139298924	
81.9883	209.39	0.015471316338854669	14.498361947131269		0.2302835679500106	
87.0548	324.53	0.026578526026510323	9.504187278239844		1.032796995163686	
187.0713	318.46	0.028425203187232927	-8.81896341284709	C8H9NO4	-1.7753684318105805	4-Pyridoxic acid,3,5-Dihydroxyphenylglycine,2-((3,5-Dihydroxyphenyl)amino)acetic acid
224.1109	177.59	0.046451682992895524	-6.584801730429861	C11H14N2O3	-1.8956764981895056	Phenylalanyl-Glycine,Phenylalanylglycine,Glycyl-Phenylalanine
147.1208	27.67	0.03332111659053714	-7.9153163034372245		-0.5872512200889481	
190.0821	339.79	0.04048691869549515	-7.104819135757041	C6H11N3O4	-1.2303370856786309	Glycyl-Asparagine,Caracemide,Citramide,Glycylglycylglycine,Asparaginylglycine
226.0797	332.04	0.04554701239026035	-6.672074493171514	C7H13N3O4	-0.8293859839333102	Glycyl-Gamma-glutamate,Glutaminylglycine,Asparaginylalanine,Alanylasparagine,Glycyl-Glutamine
190.9926	274.49	0.026758353288194953	9.35834620932195		0.5569912956126792	
97.0652	27.28	0.015218369834789563	15.096177514594398		0.3595576199506425	
191.1025	296.0	0.010644957683909745	-26.08571531767475	C7H14N2O4	-1.4832513150053899	Diaminopimelic acid,Alanylthreonine,Threonylalanine,N-(gamma-Glutamyl)ethanolamine,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid
150.0773	205.06	0.017922178855005785	-13.279816489369324	C6H7N5	-1.494618957112582	7-Methyladenine,3-Methyladenine,6-Methyladenine,1-Methyladenine,9-Methyladenine
192.106	295.74	0.010644957683909745	-24.491295470093977	C7H14N2O4	-5.013383834097791	Diaminopimelic acid,Alanylthreonine,Threonylalanine,N-(gamma-Glutamyl)ethanolamine,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid
193.1436	34.37	0.043804275745329524	-6.866295969501534		-0.8185140423522874	
229.1546	320.03	0.02622957282481515	-9.709975679467753	C11H20N2O3	-1.771717312086146	Pro-Ile,Pro-leu,Leucylproline,Isoleucylproline,N,N,N-Trimethyl-L-alanyl-L-proline betaine
195.0028	299.42	0.03632863307108786	-7.513644838283867	C3H9O6P	-1.1354458551566857	Glycerol 3-phosphate,beta-Glycerophosphoric acid,Glycerophosphoric acid
231.1702	28.07	0.049122963661024956	-6.343041496057875	C13H20O3	-1.6070824541040913	Annuionone C,Furfuryl octanoate,Jasmonic acid methyl ester,Epoxyeremopetasinorol,3,5-Dihydroxy-6,7-megastigmadien-9-one,(8alpha,10beta,11beta)-3-Hydroxy-4,15-dinor-1(5)-xanthen-12,8-olide,13-Oxo-9,11-tridecadienoic acid,Methyl jasmonate,Vomifoliol,3-Methylbutyl 2-furanbutanoate,3-Methyl-5-pentyl-2-furanpropanoic acid,Annuionone A,Methyl epijasmonate,Octyl 2-furoate
232.1291	281.89	0.0240362230449172	-10.260036206661058	C7H14N2O4	-4.0480974887709955	Diaminopimelic acid,Alanylthreonine,Threonylalanine,N-(gamma-Glutamyl)ethanolamine,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid
198.0526	299.55	0.021857483382515978	-11.81940162906369	C5H12NO5P,C9H9O5	-1.2620850066696825	2-Amino-5-phosphonopentanoic acid,vanillyl mandelate
233.087	227.81	0.0029732156001334746	-74.32879002017836		-6.021182138107223	
233.1494	33.84	0.036365984673413954	-7.493527517896976	C10H20N2O4	-1.7353208981731179	Isoleucyl-Threonine,Thr-Leu,Leucyl-Threonine,Spermic acid 2,Threonylisoleucine,Threonylleucine
161.092	293.87	0.009079265244651203	-28.989224883091396	C6H12N2O3	-1.6223858187342373	D-Alanyl-D-alanine,(S)-Methyl 2,5-diamino-5-oxopentanoate,N-Nitroso(2-hydroxypropyl)(2-oxopropyl)amine,d-Alanyl-l-alanine,4-Acetamido-2-aminobutanoic acid,Daminozide,Alanylalanine
235.0923	371.96	0.02312249219852907	-10.898738621740645		-1.1346756073780568	
235.1115	316.49	0.01991536609205144	-12.45899505608089	C8H15N3O5	-3.8627910486888766	Serylglutamine,Threonylasparagine,Glutaminylserine,Asparaginyl-Threonine,Serinyl-Gamma-glutamate
235.1481	400.19	0.028651027611979747	-8.712223199308525	C9H19N3O4	-2.841111905505798	Seryllysine,Lysylserine,Lysinoalanine
200.1029	307.95	0.010644957683909745	-23.51748253266962	C8H13N3O3	-1.6594041628497678	gamma-Glutamyl-beta-aminopropiononitrile,3-(2-Hydroxyethyl)histidine
162.0953	293.87	0.006908007827593558	-33.8204427661213	C6H12N2O3	-2.119694024184245	D-Alanyl-D-alanine,(S)-Methyl 2,5-diamino-5-oxopentanoate,N-Nitroso(2-hydroxypropyl)(2-oxopropyl)amine,d-Alanyl-l-alanine,4-Acetamido-2-aminobutanoic acid,Daminozide,Alanylalanine
201.0869	308.08	0.013023124499972782	-20.07089089002786	C8H12N2O4	-1.617868191422886	1-(2-Hydroxyethoxy)methyl-5-methyluracil,(3S,8As)-7-hydroxy-3-(hydroxymethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione
163.0712	315.04	0.049122963661024956	-6.337192926600171	C5H10N2O4	-1.2320382108843653	Glutamine hydroxamate,Glycyl-Serine,L-4-Hydroxyglutamine,(2S)-2-Amino-5-aminooxy-5-oxopentanoic acid,O-Glycylserine,Serylglycine
238.045	299.42	0.02312249219852907	-11.031125778585906		-0.7414567067517375	
