m/z	rtime	p-value	t-score	custom_id	log2fc	name
219.1338	271.47	0.03564959532745516	-8.007536616420339	C9H18N2O4	-1.0446056194114277	Threoninyl-Valine,Serylleucine,Valylthreonine,Leucyl-Serine,Serylisoleucine,1,3-Propanediol, 2,2-diethyl-, dicarbamate,N(epsilon)-(carboxyethyl)lysine,Meprobamate,Isoleucyl-Serine,Threonylvaline,Ser-Leu,N(6)-(1-Carboxyethyl)-L-lysine,Carboxyethyllysine,(2R)-2-Amino-2-[[(1S)-1-carboxyethyl]amino]-4-methylpentanoic acid,Pantothenamide,L-Lysopine,epsilon-(Carboxyethyl)lysine
139.0753	201.25	0.03249417184648681	8.42843547633403		2.28856773349926	
85.0289	324.92	0.040740760976192086	7.3354768794004634		2.6663097303626877	
146.1175	330.99	0.0316678735872344	8.6646119504799	C7H15NO2	1.2102118029877822	2-Aminoheptanoic acid,7-Aminoheptanoic acid,4-Trimethylammoniobutanoic acid,Methyl L-leucinate,2-Aminoheptanoate,[(3-Methylbutyl)amino]acetic acid,4-(3-Hydroxypropyl)morpholine
190.9926	274.49	0.021307537824239903	16.345002721382784		2.1773381169269896	
191.1025	296.0	0.036554440222001314	-7.688795897652558	C7H14N2O4	-1.435596303516018	Diaminopimelic acid,Alanylthreonine,Threonylalanine,N-(gamma-Glutamyl)ethanolamine,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid
227.066	310.71	0.022877857703090948	10.691425016377957		3.693549259787238	
192.106	295.74	0.022877857703090948	-10.815453964593534	C7H14N2O4	-1.4401077579703987	Diaminopimelic acid,Alanylthreonine,Threonylalanine,N-(gamma-Glutamyl)ethanolamine,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid
152.0566	146.73	0.021307537824239903	-12.36500433207055	C5H9NO2S,C5H9NO2S	-2.4532248950326405	Thiomorpholine 3-carboxylate,2-Methylthiazolidine-4-carboxylic acid,Thiomorpholine 3-carboxylate,2-Methylthiazolidine-4-carboxylic acid
153.0599	146.73	0.021307537824239903	-11.172213853152174	C5H9NO2S,C5H9NO2S	-2.533910240921333	Thiomorpholine 3-carboxylate,2-Methylthiazolidine-4-carboxylic acid,Thiomorpholine 3-carboxylate,2-Methylthiazolidine-4-carboxylic acid
157.1083	364.97	0.021307537824239903	-11.528818565244721		-3.4104432788936876	
197.1009	364.44	0.03862416679037642	-7.479889712006705		-1.703260054113965	
197.1145	146.47	0.03564959532745516	-8.079475531730045		-2.809979664271104	
161.092	293.87	0.030832640327569598	-9.023575469606543	C6H12N2O3	-1.6253858197371471	D-Alanyl-D-alanine,(S)-Methyl 2,5-diamino-5-oxopentanoate,N-Nitroso(2-hydroxypropyl)(2-oxopropyl)amine,d-Alanyl-l-alanine,4-Acetamido-2-aminobutanoic acid,Daminozide,Alanylalanine
162.0953	293.87	0.03010220391080227	-9.33364050577428	C6H12N2O3	-1.6810600548836092	D-Alanyl-D-alanine,(S)-Methyl 2,5-diamino-5-oxopentanoate,N-Nitroso(2-hydroxypropyl)(2-oxopropyl)amine,d-Alanyl-l-alanine,4-Acetamido-2-aminobutanoic acid,Daminozide,Alanylalanine
169.9857	220.98	0.049783363775878886	6.5934411608312		2.883285280991551	
207.0798	243.24	0.03249417184648681	-8.452805803931637	C7H14N2O3S,C15H10O	-1.872296368304955	Aldicarb sulfoxide,Glycyl-Methionine,Methionyl-Glycine,9-Anthraldehyde,ANTHRACENECARBOXALDEHYDE,Diphenylcyclopropenone
174.0386	145.55	0.02614676366118447	-10.090382826494174	C5H9NO2S,C5H9NO2S	-2.51279667364566	Thiomorpholine 3-carboxylate,2-Methylthiazolidine-4-carboxylic acid,Thiomorpholine 3-carboxylate,2-Methylthiazolidine-4-carboxylic acid
251.0427	243.37	0.0316678735872344	-8.609539500546349		-1.7189938282655177	
311.143	247.09	0.04364243579398629	-7.056555108642979	C15H15N3O4	-1.3156531438193646	2-(3,4-Dihydro-2,2-dimethyl-6-nitro-2H-1,4-benzoxazin-4-yl)pyridine N-oxide
