m/z	rtime	p-value	t-score	custom_id	log2fc	name
175.0353	319.99	0.0354322927423026	6.653555799046331		1.6477845760546614	
209.1543	34.06	0.02505645423486751	8.486399979666944	C13H22O2	0.3555901747730452	Cepanone,Neryl propionate,Methyl (2E,6Z)-dodecadienoate,alpha-Terpineol propanoate,Propyl 2,4-decadienoate,Tsibulin 1,2-Propenyl cyclohexanebutanoate,Octahydro-2,5,5,8a-tetramethyl-7H-1-benzopyran-7-one,Linalyl propionate,(+/-)-trans- and cis-4,8-Dimethyl-3,7-nonadien-2-yl acetate,Citral propylene glycol acetal,2-Nonyl-1,4-dioxine,Isobornyl propionate,Artemisyl propionate
176.075	313.81	0.02023884239986835	-9.641090168670727		-1.4959665276230005	
83.0492	247.18	0.03285785241122239	6.936508988728282		2.435758923059833	
215.0514	298.98	0.043510475858776466	-6.000369138608815	C5H14NO6P	-1.0599206381640798	sn-glycero-3-Phosphoethanolamine,Glycerylphosphorylethanolamine
215.1397	172.81	0.014361078877007183	-13.683270693129266	C10H20N2O3	-2.491135352024312	Valylvaline
216.0986	307.64	0.02068907517499834	-9.091427832679912	C6H12N2O4	-1.333779614961589	N5-formyl-N5-hydroxy-L-ornithine,Ethylenediamine-N,N'-diacetic acid,Alanylserine,Threonylglycine,Serylalanine,Glycyl-Threonine,(2S)-2-Amino-3-[(2S)-2-aminopropanoyl]oxypropanoic acid
217.1383	401.22	0.016264841614463357	-12.181197601072665	C9H19N3O3	-2.1813570765706842	Alanyllysine,beta-Alanyl-L-lysine,Gamma-glutamyl-L-putrescine,Lysylalanine
218.0779	334.2	0.04307898110470945	-6.1278336299353775	C7H13N3O5	-1.4065025753127927	Asparaginyl-Serine,Serylasparagine
218.103	182.16	0.02516685821096599	-8.338848092101259	C9H17NO5	-0.3878869910474201	Pantothenic acid,3-[[(2S)-2,4-Dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid
146.0813	182.16	0.02023884239986835	-9.485905838669467		-0.404565162436338	
219.1063	182.16	0.021818778295008875	-8.851448379648025	C9H17NO5	-0.39652060280441503	Pantothenic acid,3-[[(2S)-2,4-Dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid
189.0591	300.68	0.046069494943322874	5.797409352576935		0.7587859846043727	
222.0962	173.47	0.046069494943322874	-5.770656464923974		-1.7635025285387442	
190.0908	295.3	0.016264841614463357	-12.129056710927838	C7H14N2O4	-1.6134457200986922	2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid,Alanylthreonine,N-(gamma-Glutamyl)ethanolamine,Diaminopimelic acid,Threonylalanine
155.0817	260.6	0.007637869282038598	-19.13646587871347		-2.1455166698720625	
115.0866	293.46	0.043436461855122135	-6.039703192194228		-3.1295049035412834	
193.0647	275.21	0.045098872267155705	-5.858209401621226		-0.813983528525533	
159.0766	293.59	0.03478914250223193	-6.7636389439428966		-1.0918360385024215	
230.1144	277.7	0.0012776653168183666	-39.51701813951601	C7H14N2O4	-5.29024573781005	2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid,Alanylthreonine,N-(gamma-Glutamyl)ethanolamine,Diaminopimelic acid,Threonylalanine
230.1144	281.25	0.0354322927423026	-6.670750454090874	C9H17N3O4	-2.4713041002070923	Ala-Ala-Ala,Asparaginyl-Valine,Valylasparagine
159.9914	206.68	0.03602903974962048	6.601116788210476		0.26943613356641194	
160.0799	293.59	0.043510475858776466	-5.983728047686015		-1.4321247964322623	
161.0449	242.59	0.01870742379911645	10.294528309589008		1.5318444926189443	
234.0811	372.17	0.02516685821096599	-8.280541451792686	C8H14N2O6	-0.9006262651713399	N-(Carboxymethyl)-N-(2-((carboxymethyl)amino)ethyl)glycine,L-beta-aspartyl-L-threonine,Serylglutamic acid,Tris(carboxymethyl)ethylenediamine,Threoninyl-Aspartate,Glutamylserine,gamma-Glutamylserine,Threonylaspartic acid,Aspartyl-Threonine,Glutamine lactate
235.1086	142.09	0.026047831422241142	-8.040598957950802	C12H16N2O3	-4.163203586197447	Phenylalanylalanine,Alanylphenylalanine,Phenylalanyl-Alanine,Cyclobarbital,N-Acetyl-5-methoxykynuramine,O-Desmethyl-lacosamide,Hexobarbital
235.1086	182.16	0.028230340278935458	-7.515038699313631	C12H16N2O3	-3.7330983736435552	Phenylalanylalanine,Alanylphenylalanine,Phenylalanyl-Alanine,Cyclobarbital,N-Acetyl-5-methoxykynuramine,O-Desmethyl-lacosamide,Hexobarbital
199.072	214.56	0.028230340278935458	-7.6129110224744085		-1.3043152569622016	
129.0377	324.98	0.037423612161624244	6.502743529894612	C6H10OS	0.6292912548355964	S-2-Propenyl propanethioate,2-Ethyldihydro-3(2H)-thiophenone,2-[(Methylthio)methyl]-2-butenal
