m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID	categories	classes
267.1814	24.38	0.03157844462046997	-4.301845658864808		-0.5161201539289344				
119.0492	27.15	0.014959447531127983	-5.591957999176031	C8H6O	-0.6463108004549056	3,5,7-Octatriyn-1-ol,2,4,6-Octatriyn-1-ol	kp360_118.0419	{'Fatty Acyls [FA]'}	{'Fatty alcohols [FA05]'}
173.096	243.95	0.03027249505886206	4.425144897269731		2.871941405205714				
120.0809	24.51	0.016311564899469454	-5.356681244292497		-0.8696213336371983				
175.119	24.51	0.019076612968074252	-5.11846665958524		-2.8160624286358207				
176.0657	23.98	0.016311564899469454	-5.398524942183774		-1.3602306096806025				
226.0448	23.06	0.010358454558160856	-6.147359941357111		-2.1118836205861378				
279.1222	36.39	0.027496894135595477	4.566057285391191	C15H18O5	0.36049262305262886	Elephantopinolide L	kp559_278.1143	{'Prenol Lipids [PR]'}	{'Isoprenoids [PR01]'}
280.2632	36.91	0.007067335235137454	-6.927192748131069	C18H33NO	-2.713637836649319	Linoleamide	kp604_279.2556	{'Fatty Acyls [FA]'}	{'Fatty amides [FA08]'}
280.2632	48.91	0.006267026835929005	-7.196830605640953	C18H33NO	-2.758137481838098	Linoleamide	kp606_279.2559	{'Fatty Acyls [FA]'}	{'Fatty amides [FA08]'}
281.2665	36.91	0.043140716322754284	-3.906417172335461	C18H33NO	-3.0054392270915358	Linoleamide	kp604_279.2556	{'Fatty Acyls [FA]'}	{'Fatty amides [FA08]'}
281.2665	48.78	0.006303210878295999	-7.120800017430298	C18H33NO	-2.7752083203612052	Linoleamide	kp606_279.2559	{'Fatty Acyls [FA]'}	{'Fatty amides [FA08]'}
181.0096	22.01	0.008490417837377641	-6.490031998446254		-1.7775402193209544				
283.1173	26.76	0.014959447531127983	-5.591819629381601		-0.6772108715973992				
232.9173	20.04	0.007067335235137454	6.9520539124960425		0.5490971594895306				
284.1207	26.76	0.023698115770443933	-4.804736242897227		-0.7850638698720047				
182.0811	23.06	0.03781797916817294	-4.085532425375339		-0.8770334002171651				
