m/z	rtime	p-value	t-score	custom_id	log2fc	name	emp_ID	categories	classes
315.1739	79.08	0.048747255693893744	-10.117321212404153		-2.989211052752445				
261.1095	28.86	0.04850564371756784	14.908109979885895		1.129458246897503				
344.1358	41.01	0.04850564371756784	-12.069879340047857		-0.7480538762480649				
523.2993	186.0	0.04850564371756784	-11.864804299467401		-2.622341444668237				
524.303	186.39	0.04850564371756784	-12.280283509899423		-2.7444501711483227				
673.4228	209.03	0.048747255693893744	-10.458070482710099		-3.0867931502808013				
627.3612	209.03	0.04850564371756784	-11.738564048400123		-2.693867619944349				
628.3649	208.9	0.048747255693893744	-10.388539289069922		-3.556945506966681				
568.3565	186.0	0.048747255693893744	-9.998629257032187		-2.5169942303555572				
586.4314	192.56	0.005755455383843818	-32.872309067916724		-7.137427571196284				
776.4824	230.65	0.048747255693893744	-10.340830084387626		-2.4253463040606817				
777.4857	230.65	0.04892305041611753	-9.7998147633462		-2.369956477747955				
731.4244	230.65	0.048747255693893744	-10.354772892673786		-2.670910620772567				
732.4276	230.65	0.04850564371756784	-12.066116049472695		-2.7790223196770683				
