m/z	rtime	p-value	t-score	custom_id	log2fc	name
219.0975	361.29	0.011364061413033692	-8.662042056181848	C8H14N2O5	-2.6116259316500106	N-gamma-L-Glutamyl-D-alanine,Serylhydroxyproline,Glutamylalanine,Hydroxyprolyl-Serine,Alanylglutamic acid,gamma-Glutamylalanine
219.1168	307.95	0.004116559983521705	-14.057114340559185	C8H15N3O4	-2.053172980569638	Alanyl-Gamma-glutamate,N-alpha-Acetyl-L-citrulline,Glutaminylalanine,Alanylglutamine,2-(2-Aminopropanylamino)-4-carbamoylbutyric acid
219.1168	318.33	0.047296049716140716	-4.611312263893772	C8H15N3O4	-1.12192361412189	Alanyl-Gamma-glutamate,N-alpha-Acetyl-L-citrulline,Glutaminylalanine,Alanylglutamine,2-(2-Aminopropanylamino)-4-carbamoylbutyric acid
219.1338	271.47	0.003505782692494882	-15.166620812218836	C9H18N2O4	-2.0692988744608556	Threoninyl-Valine,Serylleucine,Valylthreonine,Leucyl-Serine,Serylisoleucine,1,3-Propanediol, 2,2-diethyl-, dicarbamate,N(epsilon)-(carboxyethyl)lysine,Meprobamate,Isoleucyl-Serine,Threonylvaline,Ser-Leu,N(6)-(1-Carboxyethyl)-L-lysine,Carboxyethyllysine,(2R)-2-Amino-2-[[(1S)-1-carboxyethyl]amino]-4-methylpentanoic acid,Pantothenamide,L-Lysopine,epsilon-(Carboxyethyl)lysine
138.0549	356.04	0.019322984656335574	6.871296986250141	C5H4O2	1.2189313412209835	2H-Pyran-2-one,2-Furancarboxaldehyde,Protoanemonin
220.0927	333.88	0.025726099410295678	-6.093421022567871	C7H13N3O5	-1.6043215972665301	Asparaginyl-Serine,Serylasparagine
221.1131	280.3	0.0011760918692291778	-26.711762263751606	C8H16N2O5	-1.842001072094554	N(epsilon)-(Carboxymethyl)hydroxylysine,Threonylthreonine,N-Acetyl-b-glucosaminylamine
78.9562	206.9	0.004536311383866213	13.385563676178165		0.5012358766266658	
78.9562	212.94	0.02095116869194681	6.682996222845036		0.7549184888816427	
85.0289	324.92	0.019322984656335574	6.887729561704138		2.2473202758058726	
144.9275	206.64	0.003505782692494882	15.181401592960343		1.0085149453133297	
144.9275	213.33	0.008666902676381361	10.189527030464058		0.9650645179726389	
186.0872	318.59	0.04756748628772718	-4.581146434902199		-0.9197027053337621	
187.0713	318.46	0.03635166211111845	-5.204502040520747	C8H9NO4	-0.980065033471547	4-Pyridoxic acid,3,5-Dihydroxyphenylglycine,2-((3,5-Dihydroxyphenyl)amino)acetic acid
187.0713	325.84	0.007486457744018531	-11.022219073750644	C7H10N2O4	-3.1361328836171722	Pyroglutamylglycine,alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONIC ACID,2-Amino-2-(5-methyl-3-oxo-1,2-oxazol-4-yl)propanoic Acid
187.0713	355.22	0.04129545153053995	-4.875050359403453	C7H10N2O4	-1.1585965534255287	Pyroglutamylglycine,alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONIC ACID,2-Amino-2-(5-methyl-3-oxo-1,2-oxazol-4-yl)propanoic Acid
146.1175	330.99	0.008666902676381361	10.143759481288397	C7H15NO2	1.2840466230447092	2-Aminoheptanoic acid,7-Aminoheptanoic acid,4-Trimethylammoniobutanoic acid,Methyl L-leucinate,2-Aminoheptanoate,[(3-Methylbutyl)amino]acetic acid,4-(3-Hydroxypropyl)morpholine
225.0466	216.52	0.0034958942840198565	15.506332357840703		0.7036645684437275	
91.0587	254.97	0.04395889437633979	-4.744691879492548	C3H7NO2	-1.8112591953831263	beta-Alanine,L-Alanine,N-Hydroxymethyl-N-methylformamide,Dimethylcarbamic acid,(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein),2-Nitropropane,Ethyl carbamate,D-Alanine,Methyl glycinate,Sarcosine,1-Nitropropane,(2S)-2-Amino-3-hydroxypropanal,Lactamide
190.0821	315.57	0.04550724356319613	-4.674350692257982	C6H11N3O4	-1.1366007153648923	Glycyl-Asparagine,Caracemide,Citramide,Glycylglycylglycine,Asparaginylglycine
190.0821	339.79	0.01599729012577693	-7.468323434208433	C6H11N3O4	-2.3296063630100328	Glycyl-Asparagine,Caracemide,Citramide,Glycylglycylglycine,Asparaginylglycine
97.0288	370.65	0.031167567227613914	5.561126044530912	C5H4O2	1.2407840583594947	2H-Pyran-2-one,2-Furancarboxaldehyde,Protoanemonin
97.0288	420.28	0.012607364444974739	8.281256865173635	C5H4O2	2.406905465081671	2H-Pyran-2-one,2-Furancarboxaldehyde,Protoanemonin
190.9926	274.49	0.002137969158889298	20.30517804243306		1.975339590244097	
191.1025	296.0	0.0007195966030421145	-39.9733221297689	C7H14N2O4	-2.1646180991945947	Diaminopimelic acid,Alanylthreonine,Threonylalanine,N-(gamma-Glutamyl)ethanolamine,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid
192.106	295.74	0.0007195966030421145	-41.01436125811008	C7H14N2O4	-2.17804100768619	Diaminopimelic acid,Alanylthreonine,Threonylalanine,N-(gamma-Glutamyl)ethanolamine,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid
227.1683	28.2	0.036705626076349945	-5.156011636565804		-0.7767425545722872	
104.0579	168.4	0.010960716810972743	-8.890892561564147		-2.020020591385734	
230.1134	323.08	0.03761629396443054	-5.083883567505132		-1.7275187297641672	
157.1083	364.97	0.03520263881640399	-5.266463964266524		-5.103145087999838	
232.1291	281.89	0.011139186844356604	-8.762734463374013	C7H14N2O4	-2.731972611390745	Diaminopimelic acid,Alanylthreonine,Threonylalanine,N-(gamma-Glutamyl)ethanolamine,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,(2R,6S)-2,6-Diaminoheptanedioic acid
233.087	227.81	0.008666902676381361	-10.246129005493346		-2.9653536825676525	
160.9013	207.16	0.02816340464113926	5.8470606567837775	CK2O3	0.8140902089085422	Potassium carbonate (K2CO3)
160.9013	212.81	0.036705626076349945	5.137695179454313		0.8803136057235008	
234.8088	211.63	0.027113660841792078	5.9460126404773535		0.8171399444257403	
112.8959	209.0	0.036705626076349945	-5.133405859737064		-0.6332430880082143	
161.092	293.87	0.0008286016174419091	-34.74289065048475	C6H12N2O3	-2.3065900644233466	D-Alanyl-D-alanine,(S)-Methyl 2,5-diamino-5-oxopentanoate,N-Nitroso(2-hydroxypropyl)(2-oxopropyl)amine,d-Alanyl-l-alanine,4-Acetamido-2-aminobutanoic acid,Daminozide,Alanylalanine
235.0923	371.96	0.04253948700807507	-4.801541330546577		-1.4856110001051803	
200.1029	307.95	0.005482956815449348	-12.344844481648273	C8H13N3O3	-1.932212923481643	gamma-Glutamyl-beta-aminopropiononitrile,3-(2-Hydroxyethyl)histidine
236.0224	214.51	0.00909192720723823	-9.801972786232524		-1.915452299568173	
162.0953	293.87	0.0008286016174419091	-33.956411118448884	C6H12N2O3	-2.338757213148913	D-Alanyl-D-alanine,(S)-Methyl 2,5-diamino-5-oxopentanoate,N-Nitroso(2-hydroxypropyl)(2-oxopropyl)amine,d-Alanyl-l-alanine,4-Acetamido-2-aminobutanoic acid,Daminozide,Alanylalanine
162.8994	207.16	0.009844555436901993	9.379931787744013		0.8825521361412427	
162.8994	212.94	0.045104766187273486	4.698004130571158		1.060829578499927	
201.0869	308.08	0.003505782692494882	-15.039295104496881	C8H12N2O4	-2.0404196404819714	1-(2-Hydroxyethoxy)methyl-5-methyluracil,(3S,8As)-7-hydroxy-3-(hydroxymethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione
201.0869	344.25	0.04550724356319613	-4.677029049241747	C8H12N2O4	-2.3766498153630202	1-(2-Hydroxyethoxy)methyl-5-methyluracil,(3S,8As)-7-hydroxy-3-(hydroxymethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione
163.0712	315.04	0.009633217537912384	-9.52561265913944	C5H10N2O4	-2.2355525903079005	Glutamine hydroxamate,Glycyl-Serine,L-4-Hydroxyglutamine,(2S)-2-Amino-5-aminooxy-5-oxopentanoic acid,O-Glycylserine,Serylglycine
164.0741	315.04	0.008666902676381361	-10.104983801120072	C5H10N2O4	-2.27191976697544	Glutamine hydroxamate,Glycyl-Serine,L-4-Hydroxyglutamine,(2S)-2-Amino-5-aminooxy-5-oxopentanoic acid,O-Glycylserine,Serylglycine
118.0613	260.11	0.02816340464113926	5.845851569428846	C3H7N3O2	3.6012981488541875	(Diaminomethylideneamino) acetate,Guanidoacetic acid,1-Ethyl-1-nitrosourea,n-ethyl-n'-nitrosourea
203.1026	307.69	0.020963029192797477	-6.667067788477303	C8H14N2O4	-3.0234293003156125	Serylproline,Hydroxyprolyl-Alanine,Alanylhydroxyproline,Prolyl-Serine,L-Coprine
120.0906	214.12	0.005060356012033964	-12.871188560978464		-2.2232906621218476	
204.0866	356.04	0.046811700201766775	4.630746386813032	C8H13NO5,C9H17NS2	1.1892576476978078	N-acetyl-L-2-aminoadipate(2-),Adipoylglycine,1-Isothiocyanato-7-(methylthio)heptane
204.0978	331.91	0.011364061413033692	-8.556219931991379	C7H13N3O4	-2.4915089636853374	Glycyl-Gamma-glutamate,Glutaminylglycine,Asparaginylalanine,Alanylasparagine,Glycyl-Glutamine
166.0145	366.97	0.010969771383370179	8.830209371547227		1.4656728011763356	
240.0953	308.08	0.04129545153053995	-4.873414728589293		-1.60347184239167	
204.9673	211.89	0.038906429362239335	5.022189456515852		1.364800779503554	
205.0682	215.73	0.013844258567937593	-7.979394198059111		-1.3452880950007078	
168.0901	168.13	0.04136080389895102	-4.864943426934964		-2.2217078158216523	
168.0931	168.0	0.019322984656335574	-6.90180927334897	C9H11NO2	-2.5492230590626264	5-(3-Pyridyl)-2-hydroxytetrahydrofuran,L-Phenylalanine,4-(Dimethylamino)benzoic acid,1-Isopropyl-4-nitrobenzene,Ethenzamide,Methyl N-methylanthranilate,D-Phenylalanine,N,N-Dimethylanthranilic acid,4-Ethoxybenzamide,Phenyl-Alanine,(3,5-Dimethylphenyl)carbamic acid,D-Phenyl alanine,Benzyl glycinate,Norsalsolinol,4-Hydroxy-1-(3-pyridinyl)-1-butanone,2-Amino-3-(4-hydroxyphenyl)propanal,N-(4-Methoxyphenyl)acetamide,Benzocaine,Ethyl 3-aminobenzoate,3-Pyridinebutanoic acid,Ethyl 2-aminobenzoate,Gentiatibetine
242.0746	333.62	0.030126068210712047	-5.665733608108676	C7H13N3O5	-1.2243318304066229	Asparaginyl-Serine,Serylasparagine
169.9857	220.98	0.029455691972648815	5.746331623463258		2.6585447875221178	
207.0798	243.24	0.008666902676381361	-10.441857796853673	C7H14N2O3S,C15H10O	-2.6760331820311407	Aldicarb sulfoxide,Glycyl-Methionine,Methionyl-Glycine,9-Anthraldehyde,ANTHRACENECARBOXALDEHYDE,Diphenylcyclopropenone
208.1009	300.86	0.007100797505192558	-11.223769670932459	C7H14N2O5	-1.6002735176506917	(2S)-2-Amino-3-[(2S,3R)-2-amino-3-hydroxybutanoyl]oxypropanoic acid,(2S,3R)-2-Amino-3-[(2S)-2-amino-3-hydroxypropanoyl]oxybutanoic acid,Threonylserine,Serylthreonine
244.1291	315.57	0.03786218187664227	-5.067707024753147	C10H17N3O4	-3.0166465153154647	Prolyl-Glutamine,Prolyl-Gamma-glutamate,Glutaminylproline
244.9538	222.69	0.020927756461874118	-6.709262368827005		-1.3093387358012976	
245.113	357.49	0.008666902676381361	-10.234683102415483	C8H13NO5,C9H17NS2	-1.7271150600858398	N-acetyl-L-2-aminoadipate(2-),Adipoylglycine,1-Isothiocyanato-7-(methylthio)heptane
